,pval_outlier
EBF1#chr5:159099343-159099361(-),0.8792
EBF1#chr5:159099837-159099855(+),0.367
EBF1#chr5:159099840-159099858(+),0.9964
EBF1#chr5:159099872-159099890(+),0.5649
EBF1#chr5:159099899-159099917(-),0.9227
EBF2#chr8:26045114-26045132(-),0.1995
EBF2#chr8:26045318-26045336(+),0.9531
EBF2#chr8:26045342-26045360(+),0.2771
EBF2#chr8:26045379-26045397(+),0.7476
EBF2#chr8:26045388-26045406(+),0.9926
EBF2#chr8:26045392-26045410(-),0.9531
EBF3#chr10:129963920-129963938(+),0.4649
EBF3#chr10:129964158-129964176(+),0.0091
EBF3#chr10:129964170-129964188(+),0.7476
EBF3#chr10:129964213-129964231(+),0.9984
EBF3#chr10:129964259-129964277(-),0.9854
EBF3#chr10:129964267-129964285(-),0.5649
EBF4#chr20:2692766-2692784(+),0.0176
EBF4#chr20:2692779-2692797(-),0.9964
EBF4#chr20:2692782-2692800(+),0.661
EBF4#chr20:2692945-2692963(+),0.9993
EBF4#chr20:2692956-2692974(+),0.9997
EBF4#chr20:2693141-2693159(-),0.1366
EEA1#chr12:92929090-92929108(-),1.0
EEA1#chr12:92929093-92929111(-),1.0
EEA1#chr12:92929213-92929231(+),1.0
EEA1#chr12:92929220-92929238(-),1.0
EEA1#chr12:92929224-92929242(+),1.0
EEA1#chr12:92929256-92929274(+),1.0
EGR1#chr5:138465451-138465469(+),0.8792
EGR1#chr5:138465484-138465502(+),1.0
EGR1#chr5:138465518-138465536(-),0.9926
EGR1#chr5:138465843-138465861(-),0.1366
EGR1#chr5:138465901-138465919(-),0.0
EGR1#chr5:138465925-138465943(-),0.9993
EGR1#chr5:138468856-138468874(-),0.8792
EGR1#chr5:138468859-138468877(+),0.4649
EGR1#chr5:138468872-138468890(-),0.4649
EGR1#chr5:138468910-138468928(+),0.1995
EGR1#chr5:138468923-138468941(-),0.9854
EGR1#chr5:138468931-138468949(+),0.9964
EGR2#chr10:62815914-62815932(+),1.0
EGR2#chr10:62815931-62815949(+),0.2771
EGR2#chr10:62815948-62815966(-),0.5649
EGR2#chr10:62816056-62816074(-),0.9531
EGR2#chr10:62816261-62816279(-),0.4649
EGR2#chr10:62816288-62816306(-),0.9984
EGR3#chr8:22692940-22692958(-),0.0
EGR3#chr8:22692993-22693011(-),0.9227
EGR3#chr8:22693013-22693031(+),0.9531
EGR3#chr8:22693023-22693041(+),0.9984
EGR3#chr8:22693441-22693459(-),0.9997
EGR3#chr8:22693446-22693464(-),0.9854
EGR4#chr2:73293148-73293166(-),0.1995
EGR4#chr2:73293165-73293183(-),0.0176
EGR4#chr2:73293247-73293265(+),0.9531
EGR4#chr2:73293303-73293321(+),0.5649
EGR4#chr2:73293453-73293471(+),0.8209
EGR4#chr2:73293528-73293546(-),0.8792
EHF#chr11:34621107-34621125(+),0.9854
EHF#chr11:34621125-34621143(-),0.661
EHF#chr11:34621134-34621152(-),1.0
EHF#chr11:34621140-34621158(-),0.8792
EHF#chr11:34621173-34621191(-),0.9531
EHF#chr11:34621489-34621507(-),0.2771
ELF1#chr13:41018921-41018939(-),0.0319
ELF1#chr13:41019068-41019086(-),0.4649
ELF1#chr13:41019167-41019185(-),0.9227
ELF1#chr13:41019230-41019248(-),0.7476
ELF1#chr13:41019282-41019300(-),0.5649
ELF1#chr13:41019299-41019317(+),0.9984
ELF2#chr4:139177160-139177178(+),0.4649
ELF2#chr4:139177166-139177184(+),0.0548
ELF2#chr4:139177169-139177187(+),0.9993
ELF2#chr4:139177176-139177194(-),1.0
ELF2#chr4:139177179-139177197(-),0.1995
ELF2#chr4:139177184-139177202(+),0.9964
ELF3#chr1:202010633-202010651(-),1.0
ELF3#chr1:202010686-202010704(-),1.0
ELF3#chr1:202010699-202010717(-),1.0
ELF3#chr1:202010702-202010720(-),1.0
ELF3#chr1:202010707-202010725(-),1.0
ELF3#chr1:202010804-202010822(+),1.0
ELF4#chrX:130110164-130110182(+),0.9984
ELF4#chrX:130110167-130110185(+),0.9993
ELF4#chrX:130110478-130110496(+),0.9999
ELF4#chrX:130110502-130110520(+),0.0548
ELF4#chrX:130110794-130110812(+),0.0001
ELF4#chrX:130110798-130110816(+),0.5649
ELF5#chr11:34513668-34513686(+),0.9227
ELF5#chr11:34513671-34513689(+),0.9731
ELF5#chr11:34513686-34513704(+),0.1995
ELF5#chr11:34513689-34513707(+),0.8209
ELF5#chr11:34513698-34513716(+),0.367
ELF5#chr11:34513708-34513726(+),0.9964
ELK1#chrX:47650499-47650517(+),1.0
ELK1#chrX:47650502-47650520(+),0.2771
ELK1#chrX:47650562-47650580(-),0.0
ELK1#chrX:47650574-47650592(-),0.9984
ELK1#chrX:47650584-47650602(-),0.8792
ELK1#chrX:47650587-47650605(+),0.9926
ELK3#chr12:96194449-96194467(+),1.0
ELK3#chr12:96194464-96194482(-),1.0
ELK3#chr12:96194497-96194515(-),1.0
ELK3#chr12:96194629-96194647(+),1.0
ELK3#chr12:96194697-96194715(+),1.0
ELK3#chr12:96194893-96194911(-),1.0
ELK4#chr1:205631589-205631607(+),0.661
ELK4#chr1:205631753-205631771(+),0.7476
ELK4#chr1:205631913-205631931(+),0.661
ELK4#chr1:205631965-205631983(-),0.7476
ELK4#chr1:205631968-205631986(-),0.1995
ELK4#chr1:205631979-205631997(-),0.7476
ELMSAN1#chr14:73760063-73760081(-),0.367
ELMSAN1#chr14:73760154-73760172(+),0.7476
ELMSAN1#chr14:73760157-73760175(+),0.9997
ELMSAN1#chr14:73760170-73760188(+),0.1995
ELMSAN1#chr14:73760204-73760222(+),0.9854
ELMSAN1#chr14:73760267-73760285(-),0.0001
ELMSAN1#chr14:73786788-73786806(+),0.9984
ELMSAN1#chr14:73786836-73786854(-),0.8209
ELMSAN1#chr14:73786947-73786965(-),0.5649
ELMSAN1#chr14:73787100-73787118(+),0.9984
ELMSAN1#chr14:73787113-73787131(+),0.0
ELMSAN1#chr14:73787120-73787138(+),0.8209
ELP3#chr8:28093183-28093201(+),1.0
ELP3#chr8:28093186-28093204(+),1.0
ELP3#chr8:28093199-28093217(+),1.0
ELP3#chr8:28093340-28093358(+),1.0
ELP3#chr8:28093355-28093373(-),1.0
ELP3#chr8:28093358-28093376(-),1.0
EMX1#chr2:72916331-72916349(+),0.8792
EMX1#chr2:72916338-72916356(+),0.367
EMX1#chr2:72916344-72916362(+),0.8792
EMX1#chr2:72916349-72916367(+),0.9227
EMX1#chr2:72916367-72916385(+),0.367
EMX1#chr2:72916394-72916412(-),0.9997
EMX1#chr2:72917516-72917534(-),0.9854
EMX1#chr2:72917559-72917577(+),0.7476
EMX1#chr2:72917590-72917608(+),0.9227
EMX1#chr2:72917631-72917649(-),0.0091
EMX1#chr2:72917719-72917737(-),0.9731
EMX1#chr2:72917730-72917748(+),0.9731
EMX2#chr10:117542757-117542775(+),0.7476
EMX2#chr10:117542776-117542794(-),0.0889
EMX2#chr10:117542787-117542805(-),0.367
EMX2#chr10:117543015-117543033(-),0.9531
EMX2#chr10:117543588-117543606(-),1.0
EMX2#chr10:117543631-117543649(-),0.9999
EN1#chr2:118847273-118847291(+),0.9731
EN1#chr2:118847283-118847301(+),0.9984
EN1#chr2:118847579-118847597(+),0.0091
EN1#chr2:118847591-118847609(+),0.9926
EN1#chr2:118847598-118847616(-),0.0889
EN1#chr2:118847638-118847656(+),0.9926
EN2#chr7:155458296-155458314(+),0.9999
EN2#chr7:155458312-155458330(+),0.0889
EN2#chr7:155458317-155458335(+),1.0
EN2#chr7:155458326-155458344(+),0.2771
EN2#chr7:155458339-155458357(+),0.0889
EN2#chr7:155458345-155458363(-),0.9993
ENO1#chr1:8878289-8878307(-),0.9964
ENO1#chr1:8878297-8878315(-),0.1995
ENO1#chr1:8878595-8878613(+),1.0
ENO1#chr1:8878631-8878649(+),1.0
ENO1#chr1:8878678-8878696(-),0.2771
ENO1#chr1:8878700-8878718(-),0.2771
EOMES#chr3:27721831-27721849(+),0.661
EOMES#chr3:27721839-27721857(-),0.7476
EOMES#chr3:27721869-27721887(-),1.0
EOMES#chr3:27721889-27721907(-),0.0021
EOMES#chr3:27722213-27722231(+),0.9997
EOMES#chr3:27722331-27722349(-),0.9984
EP300#chr22:41091729-41091747(-),0.9227
EP300#chr22:41091732-41091750(+),0.9854
EP300#chr22:41091738-41091756(+),0.9531
EP300#chr22:41091822-41091840(+),0.0319
EP300#chr22:41091897-41091915(+),0.9531
EP300#chr22:41092885-41092903(-),0.9964
EP400#chr12:131949997-131950015(-),0.8209
EP400#chr12:131950001-131950019(-),0.7476
EP400#chr12:131950009-131950027(+),1.0
EP400#chr12:131950026-131950044(+),0.8792
EP400#chr12:131950064-131950082(+),1.0
EP400#chr12:131950301-131950319(-),0.0
EPAS1#chr2:46297412-46297430(+),0.9531
EPAS1#chr2:46297454-46297472(+),0.9997
EPAS1#chr2:46297459-46297477(-),0.9964
EPAS1#chr2:46297469-46297487(+),0.9531
EPAS1#chr2:46297479-46297497(-),0.8209
EPAS1#chr2:46297667-46297685(-),0.1366
ERCC2#chr19:45370298-45370316(+),0.9926
ERCC2#chr19:45370337-45370355(-),0.5649
ERCC2#chr19:45370387-45370405(-),1.0
ERCC2#chr19:45370529-45370547(-),1.0
ERCC2#chr19:45370548-45370566(-),0.1366
ERCC2#chr19:45370552-45370570(-),0.5649
ERCC3#chr2:127293743-127293761(+),1.0
ERCC3#chr2:127293893-127293911(-),0.8792
ERCC3#chr2:127293912-127293930(+),0.4649
ERCC3#chr2:127294103-127294121(+),0.9531
ERCC3#chr2:127294113-127294131(+),0.9227
ERCC3#chr2:127294120-127294138(-),0.0319
ERCC6#chr10:49538753-49538771(-),0.9997
ERCC6#chr10:49538844-49538862(+),0.7476
ERCC6#chr10:49539005-49539023(-),0.0319
ERCC6#chr10:49539008-49539026(-),0.0045
ERCC6#chr10:49539015-49539033(-),0.661
ERCC6#chr10:49539018-49539036(-),0.9993
ERCC8#chr5:60944795-60944813(+),0.9731
ERCC8#chr5:60945003-60945021(-),0.9964
ERCC8#chr5:60945005-60945023(+),0.9731
ERCC8#chr5:60945026-60945044(-),0.367
ERCC8#chr5:60945041-60945059(+),0.367
ERCC8#chr5:60945048-60945066(-),0.4649
ERF#chr19:42254865-42254883(+),0.9731
ERF#chr19:42255054-42255072(-),0.0045
ERF#chr19:42255063-42255081(-),0.9227
ERF#chr19:42255080-42255098(-),0.0176
ERF#chr19:42255111-42255129(-),1.0
ERF#chr19:42255150-42255168(-),0.4649
ERG#chr21:38498180-38498198(+),0.661
ERG#chr21:38498243-38498261(+),0.9731
ERG#chr21:38498247-38498265(-),0.8792
ERG#chr21:38498360-38498378(-),0.0091
ERG#chr21:38498454-38498472(+),0.9993
ERG#chr21:38498505-38498523(+),0.9227
ERG#chr21:38660770-38660788(+),0.2771
ERG#chr21:38660906-38660924(+),0.8209
ERG#chr21:38660910-38660928(-),0.9926
ERG#chr21:38660924-38660942(+),1.0
ERG#chr21:38660931-38660949(-),0.2771
ERG#chr21:38660959-38660977(-),0.2771
ESR1#chr6:151690512-151690530(+),0.9227
ESR1#chr6:151690537-151690555(+),0.9227
ESR1#chr6:151690573-151690591(+),0.5649
ESR1#chr6:151690613-151690631(-),0.1366
ESR1#chr6:151690618-151690636(-),0.8209
ESR1#chr6:151690648-151690666(+),0.9731
ESR1#chr6:151807705-151807723(-),0.9531
ESR1#chr6:151807707-151807725(+),0.8792
ESR1#chr6:151807723-151807741(-),0.0889
ESR1#chr6:151807735-151807753(-),0.4649
ESR1#chr6:151807745-151807763(-),1.0
ESR1#chr6:151808091-151808109(-),0.367
ESR2#chr14:64294125-64294143(-),0.4649
ESR2#chr14:64294195-64294213(-),0.661
ESR2#chr14:64294197-64294215(+),0.9531
ESR2#chr14:64294203-64294221(-),0.9964
ESR2#chr14:64294293-64294311(-),0.9531
ESR2#chr14:64294296-64294314(-),0.2771
ESRRA#chr11:64305569-64305587(+),0.661
ESRRA#chr11:64305576-64305594(-),0.8792
ESRRA#chr11:64305585-64305603(+),0.9854
ESRRA#chr11:64305592-64305610(+),0.9854
ESRRA#chr11:64305599-64305617(-),0.4649
ESRRA#chr11:64305705-64305723(-),0.9854
ESRRB#chr14:76407528-76407546(-),0.0045
ESRRB#chr14:76407545-76407563(+),0.8792
ESRRB#chr14:76407585-76407603(+),0.4649
ESRRB#chr14:76407595-76407613(+),0.1366
ESRRB#chr14:76407702-76407720(+),0.9531
ESRRB#chr14:76407814-76407832(-),0.8792
ESRRG#chr1:216805031-216805049(-),0.9531
ESRRG#chr1:216805102-216805120(+),0.9964
ESRRG#chr1:216805273-216805291(+),0.9227
ESRRG#chr1:216805313-216805331(-),0.0091
ESRRG#chr1:216805343-216805361(+),0.5649
ESRRG#chr1:216805352-216805370(-),0.2771
ESRRG#chr1:216939239-216939257(+),0.9227
ESRRG#chr1:216939282-216939300(-),0.9731
ESRRG#chr1:216939550-216939568(+),0.367
ESRRG#chr1:216939560-216939578(-),0.4649
ESRRG#chr1:216939584-216939602(-),0.9531
ESRRG#chr1:216939589-216939607(+),0.8792
ESRRG#chr1:217076892-217076910(+),1.0
ESRRG#chr1:217076936-217076954(-),0.9984
ESRRG#chr1:217076942-217076960(+),0.7476
ESRRG#chr1:217076946-217076964(+),0.8792
ESRRG#chr1:217076958-217076976(+),0.0
ESRRG#chr1:217076962-217076980(+),0.661
ESRRG#chr1:217089641-217089659(-),0.0548
ESRRG#chr1:217089644-217089662(-),0.9731
ESRRG#chr1:217089679-217089697(+),0.9531
ESRRG#chr1:217089753-217089771(+),0.9993
ESRRG#chr1:217089783-217089801(+),0.9227
ESRRG#chr1:217089846-217089864(-),0.5649
ESRRG#chr1:217137553-217137571(-),1.0
ESRRG#chr1:217137627-217137645(-),1.0
ESRRG#chr1:217137665-217137683(-),1.0
ESRRG#chr1:217137700-217137718(-),1.0
ESRRG#chr1:217137716-217137734(+),1.0
ESRRG#chr1:217137767-217137785(-),1.0
ESX1#chrX:104254640-104254658(+),0.9926
ESX1#chrX:104254695-104254713(-),0.9731
ESX1#chrX:104254898-104254916(+),0.2771
ESX1#chrX:104254902-104254920(+),0.9999
ESX1#chrX:104254908-104254926(+),0.9227
ESX1#chrX:104254923-104254941(+),0.1366
ETF1#chr5:138542792-138542810(+),0.8792
ETF1#chr5:138542935-138542953(-),0.0091
ETF1#chr5:138543016-138543034(-),0.9854
ETF1#chr5:138543103-138543121(+),0.367
ETF1#chr5:138543152-138543170(+),1.0
ETF1#chr5:138543159-138543177(+),0.9993
ETS1#chr11:128521897-128521915(+),0.0021
ETS1#chr11:128522136-128522154(-),1.0
ETS1#chr11:128522153-128522171(-),0.9984
ETS1#chr11:128522159-128522177(+),0.0009
ETS1#chr11:128522260-128522278(-),0.7476
ETS1#chr11:128522351-128522369(-),0.9999
ETS2#chr21:38805495-38805513(+),0.9531
ETS2#chr21:38805914-38805932(-),0.9531
ETS2#chr21:38805938-38805956(+),1.0
ETS2#chr21:38805984-38806002(+),0.0889
ETS2#chr21:38806352-38806370(-),0.7476
ETS2#chr21:38806376-38806394(-),1.0
ETV1#chr7:13988864-13988882(+),0.7476
ETV1#chr7:13989455-13989473(+),0.9984
ETV1#chr7:13989628-13989646(+),0.0176
ETV1#chr7:13989646-13989664(-),0.5649
ETV1#chr7:13989662-13989680(+),0.5649
ETV1#chr7:13989665-13989683(+),0.7476
ETV2#chr19:35643622-35643640(+),0.9227
ETV2#chr19:35643694-35643712(-),0.0091
ETV2#chr19:35643705-35643723(-),1.0
ETV2#chr19:35643803-35643821(+),0.9854
ETV2#chr19:35643833-35643851(+),0.4649
ETV2#chr19:35643867-35643885(+),0.9997
ETV3#chr1:157138269-157138287(+),0.9926
ETV3#chr1:157138272-157138290(+),0.5649
ETV3#chr1:157138318-157138336(-),0.2771
ETV3#chr1:157138325-157138343(+),0.9926
ETV3#chr1:157138335-157138353(-),0.9984
ETV3#chr1:157138337-157138355(+),0.5649
ETV3L#chr1:157099693-157099711(+),0.7476
ETV3L#chr1:157099740-157099758(+),1.0
ETV3L#chr1:157099756-157099774(+),0.9964
ETV3L#chr1:157099773-157099791(-),0.661
ETV3L#chr1:157099786-157099804(-),0.9854
ETV3L#chr1:157099793-157099811(+),0.7476
ETV4#chr17:43545833-43545851(+),1.0
ETV4#chr17:43545905-43545923(-),1.0
ETV4#chr17:43546073-43546091(+),1.0
ETV4#chr17:43546172-43546190(-),0.1366
ETV4#chr17:43546269-43546287(-),0.0548
ETV4#chr17:43546438-43546456(+),0.0319
ETV5#chr3:186108574-186108592(+),0.0319
ETV5#chr3:186108856-186108874(-),0.9854
ETV5#chr3:186109036-186109054(+),0.0889
ETV5#chr3:186109046-186109064(-),0.9926
ETV5#chr3:186109059-186109077(+),0.1366
ETV5#chr3:186109065-186109083(-),0.9227
ETV6#chr12:11649771-11649789(+),0.9227
ETV6#chr12:11649971-11649989(+),0.5649
ETV6#chr12:11649974-11649992(+),0.8792
ETV6#chr12:11649993-11650011(+),0.7476
ETV6#chr12:11650108-11650126(-),0.661
ETV6#chr12:11650177-11650195(-),0.9964
ETV7#chr6:36387625-36387643(-),1.0
ETV7#chr6:36387635-36387653(+),1.0
ETV7#chr6:36387640-36387658(-),1.0
ETV7#chr6:36387649-36387667(-),1.0
ETV7#chr6:36387652-36387670(+),1.0
ETV7#chr6:36387661-36387679(+),1.0
EVX1#chr7:27242793-27242811(+),0.0009
EVX1#chr7:27242799-27242817(-),0.9926
EVX1#chr7:27242801-27242819(+),0.9964
EVX1#chr7:27242819-27242837(+),0.0548
EVX1#chr7:27243013-27243031(+),0.8209
EVX1#chr7:27243163-27243181(-),1.0
EVX2#chr2:176083458-176083476(-),0.9227
EVX2#chr2:176083589-176083607(+),0.9854
EVX2#chr2:176083809-176083827(+),1.0
EVX2#chr2:176083817-176083835(-),0.5649
EVX2#chr2:176083822-176083840(-),0.0091
EVX2#chr2:176083839-176083857(-),0.661
EWSR1#chr22:29268329-29268347(+),0.0889
EWSR1#chr22:29268338-29268356(+),0.9997
EWSR1#chr22:29268341-29268359(+),1.0
EWSR1#chr22:29268347-29268365(-),0.4649
EWSR1#chr22:29268719-29268737(-),0.9964
EWSR1#chr22:29268734-29268752(-),0.0889
EZH1#chr17:42744841-42744859(+),0.0
EZH1#chr17:42744991-42745009(-),0.0548
EZH1#chr17:42745013-42745031(-),1.0
EZH1#chr17:42745017-42745035(-),0.9964
EZH1#chr17:42745027-42745045(-),0.8209
EZH1#chr17:42745036-42745054(-),0.9531
EZH2#chr7:148883770-148883788(+),1.0
EZH2#chr7:148883814-148883832(-),0.367
EZH2#chr7:148884043-148884061(+),0.5649
EZH2#chr7:148884246-148884264(+),0.9926
EZH2#chr7:148884256-148884274(-),0.4649
EZH2#chr7:148884274-148884292(+),0.9993
FAM170A#chr5:119629564-119629582(-),0.0004
FAM170A#chr5:119629573-119629591(-),0.1995
FAM170A#chr5:119629596-119629614(+),0.9531
FAM170A#chr5:119629607-119629625(-),1.0
FAM170A#chr5:119629815-119629833(+),0.9926
FAM170A#chr5:119629843-119629861(+),0.7476
FAM200B#chr4:15681799-15681817(+),0.0
FAM200B#chr4:15681854-15681872(-),0.8792
FAM200B#chr4:15681874-15681892(+),0.9984
FAM200B#chr4:15681880-15681898(-),0.9854
FAM200B#chr4:15681925-15681943(-),0.9926
FAM200B#chr4:15682045-15682063(+),0.8792
FBXL19#chr16:30923626-30923644(+),0.0889
FBXL19#chr16:30923630-30923648(-),0.4649
FBXL19#chr16:30923635-30923653(-),0.661
FBXL19#chr16:30923771-30923789(-),0.9854
FBXL19#chr16:30923869-30923887(-),0.8209
FBXL19#chr16:30923891-30923909(+),0.9984
FBXO16#chr8:28489987-28490005(+),0.367
FBXO16#chr8:28490005-28490023(+),0.8209
FBXO16#chr8:28490062-28490080(+),0.0176
FBXO16#chr8:28490188-28490206(-),0.9531
FBXO16#chr8:28490205-28490223(-),0.9993
FBXO16#chr8:28490216-28490234(-),0.9854
FERD3L#chr7:19145629-19145647(-),0.9984
FERD3L#chr7:19145642-19145660(-),0.9227
FERD3L#chr7:19145799-19145817(-),0.7476
FERD3L#chr7:19145816-19145834(-),1.0
FERD3L#chr7:19145848-19145866(-),0.661
FERD3L#chr7:19145858-19145876(-),0.8209
FEV#chr2:218983882-218983900(-),0.9926
FEV#chr2:218984299-218984317(-),0.4649
FEV#chr2:218984863-218984881(-),0.5649
FEV#chr2:218984882-218984900(-),0.7476
FEV#chr2:218984965-218984983(-),0.8792
FEV#chr2:218985164-218985182(+),0.9964
FEZF1#chr7:122304437-122304455(-),1.0
FEZF1#chr7:122304481-122304499(-),1.0
FEZF1#chr7:122304485-122304503(-),1.0
FEZF1#chr7:122304498-122304516(-),1.0
FEZF1#chr7:122304634-122304652(+),1.0
FEZF1#chr7:122304720-122304738(-),1.0
FEZF2#chr3:62373460-62373478(-),0.2771
FEZF2#chr3:62373492-62373510(-),0.9731
FEZF2#chr3:62373498-62373516(+),0.9854
FEZF2#chr3:62373524-62373542(+),0.0319
FEZF2#chr3:62373532-62373550(-),0.9999
FEZF2#chr3:62373537-62373555(+),0.7476
FGF3#chr11:69818975-69818993(+),1.0
FGF3#chr11:69818988-69819006(-),0.0889
FGF3#chr11:69819161-69819179(-),0.9997
FGF3#chr11:69819174-69819192(-),0.367
FGF3#chr11:69819193-69819211(-),0.9964
FGF3#chr11:69819397-69819415(-),0.2771
FIGLA#chr2:70790394-70790412(-),0.7476
FIGLA#chr2:70790470-70790488(+),0.1366
FIGLA#chr2:70790586-70790604(-),1.0
FIGLA#chr2:70790605-70790623(+),0.0176
FIGLA#chr2:70790624-70790642(+),0.9984
FIGLA#chr2:70790655-70790673(-),1.0
FIZ1#chr19:55599431-55599449(+),0.0021
FIZ1#chr19:55599478-55599496(-),0.9854
FIZ1#chr19:55599481-55599499(-),1.0
FIZ1#chr19:55599489-55599507(+),0.7476
FIZ1#chr19:55599528-55599546(-),0.0889
FIZ1#chr19:55599538-55599556(-),1.0
FLI1#chr11:128694114-128694132(+),0.7476
FLI1#chr11:128694123-128694141(+),0.0889
FLI1#chr11:128694169-128694187(+),0.9854
FLI1#chr11:128694263-128694281(+),0.8209
FLI1#chr11:128694274-128694292(+),0.8792
FLI1#chr11:128694311-128694329(+),0.9731
FLYWCH1#chr16:2911990-2912008(+),0.4649
FLYWCH1#chr16:2912007-2912025(-),0.0021
FLYWCH1#chr16:2912039-2912057(-),0.1995
FLYWCH1#chr16:2912073-2912091(+),0.9984
FLYWCH1#chr16:2912399-2912417(-),0.9854
FLYWCH1#chr16:2912402-2912420(-),1.0
FOS#chr14:75278820-75278838(-),0.9993
FOS#chr14:75278829-75278847(-),0.9531
FOS#chr14:75278853-75278871(+),0.0176
FOS#chr14:75278934-75278952(-),0.9227
FOS#chr14:75279053-75279071(-),0.0548
FOS#chr14:75279082-75279100(-),0.9997
FOS#chr14:75280037-75280055(-),1.0
FOS#chr14:75280039-75280057(+),1.0
FOS#chr14:75280064-75280082(+),0.1995
FOS#chr14:75280079-75280097(-),0.1366
FOS#chr14:75280085-75280103(+),0.9964
FOS#chr14:75280089-75280107(+),0.2771
FOSB#chr19:45468003-45468021(+),0.8209
FOSB#chr19:45468008-45468026(+),0.8209
FOSB#chr19:45468029-45468047(+),1.0
FOSB#chr19:45468208-45468226(-),0.9531
FOSB#chr19:45468214-45468232(+),0.1366
FOSB#chr19:45468311-45468329(-),0.4649
FOSB#chr19:45469465-45469483(-),0.9997
FOSB#chr19:45469483-45469501(-),0.0176
FOSB#chr19:45469504-45469522(+),0.1995
FOSB#chr19:45469510-45469528(+),0.9964
FOSB#chr19:45469514-45469532(+),0.367
FOSB#chr19:45469543-45469561(-),0.5649
FOSL1#chr11:65899942-65899960(+),0.9227
FOSL1#chr11:65900009-65900027(+),0.0045
FOSL1#chr11:65900324-65900342(-),0.9854
FOSL1#chr11:65900326-65900344(+),0.9854
FOSL1#chr11:65900341-65900359(+),0.9999
FOSL1#chr11:65900350-65900368(+),0.0045
FOSL2#chr2:28392854-28392872(+),0.661
FOSL2#chr2:28392867-28392885(+),0.8209
FOSL2#chr2:28392925-28392943(+),0.9531
FOSL2#chr2:28393064-28393082(-),0.9531
FOSL2#chr2:28393274-28393292(-),0.0001
FOSL2#chr2:28393563-28393581(-),0.7476
FOXA1#chr14:37594968-37594986(-),0.9926
FOXA1#chr14:37595006-37595024(+),0.0548
FOXA1#chr14:37595214-37595232(-),0.367
FOXA1#chr14:37595220-37595238(+),0.9731
FOXA1#chr14:37595227-37595245(-),0.9964
FOXA1#chr14:37595248-37595266(-),0.9999
FOXA2#chr20:22584176-22584194(+),0.9731
FOXA2#chr20:22584194-22584212(-),0.8209
FOXA2#chr20:22584206-22584224(+),0.0
FOXA2#chr20:22584219-22584237(-),0.9926
FOXA2#chr20:22584571-22584589(+),0.9227
FOXA2#chr20:22584737-22584755(+),0.9997
FOXA3#chr19:45864323-45864341(+),0.1366
FOXA3#chr19:45864335-45864353(+),0.0548
FOXA3#chr19:45864338-45864356(+),1.0
FOXA3#chr19:45864388-45864406(-),0.0091
FOXA3#chr19:45864493-45864511(+),0.9731
FOXA3#chr19:45864496-45864514(+),1.0
FOXB1#chr15:60004259-60004277(+),0.8209
FOXB1#chr15:60004272-60004290(-),0.661
FOXB1#chr15:60004309-60004327(+),0.661
FOXB1#chr15:60004410-60004428(-),0.661
FOXB1#chr15:60004461-60004479(+),0.1366
FOXB1#chr15:60004673-60004691(-),0.9531
FOXB2#chr9:77019667-77019685(-),0.4649
FOXB2#chr9:77019701-77019719(-),0.9731
FOXB2#chr9:77019706-77019724(+),0.9227
FOXB2#chr9:77019725-77019743(-),0.8792
FOXB2#chr9:77019798-77019816(-),1.0
FOXB2#chr9:77019884-77019902(+),0.1995
FOXC1#chr6:1610046-1610064(+),0.9531
FOXC1#chr6:1610086-1610104(+),0.8792
FOXC1#chr6:1610142-1610160(-),0.9997
FOXC1#chr6:1610167-1610185(-),0.8209
FOXC1#chr6:1610548-1610566(+),0.1366
FOXC1#chr6:1610636-1610654(-),0.0176
FOXC2#chr16:86566897-86566915(+),0.9993
FOXC2#chr16:86566914-86566932(-),0.4649
FOXC2#chr16:86567049-86567067(-),0.1366
FOXC2#chr16:86567107-86567125(-),0.9926
FOXC2#chr16:86567149-86567167(-),0.0001
FOXC2#chr16:86567412-86567430(+),0.9531
FOXD1#chr5:73448566-73448584(-),1.0
FOXD1#chr5:73448698-73448716(+),1.0
FOXD1#chr5:73448708-73448726(+),0.2771
FOXD1#chr5:73448713-73448731(+),0.8792
FOXD1#chr5:73448717-73448735(-),0.9227
FOXD1#chr5:73448742-73448760(+),0.367
FOXD2#chr1:47438322-47438340(+),1.0
FOXD2#chr1:47438328-47438346(+),1.0
FOXD2#chr1:47438331-47438349(+),0.0319
FOXD2#chr1:47438338-47438356(+),0.2771
FOXD2#chr1:47438353-47438371(+),0.9926
FOXD2#chr1:47438382-47438400(+),0.0319
FOXD3#chr1:63322574-63322592(+),0.8209
FOXD3#chr1:63322593-63322611(-),0.367
FOXD3#chr1:63322628-63322646(-),0.8792
FOXD3#chr1:63322631-63322649(-),0.9854
FOXD3#chr1:63322654-63322672(-),0.367
FOXD3#chr1:63322797-63322815(+),0.9227
FOXD3#chr1:63323785-63323803(+),0.9731
FOXD3#chr1:63323807-63323825(+),0.0091
FOXD3#chr1:63323827-63323845(+),0.9227
FOXD3#chr1:63323830-63323848(+),0.7476
FOXD3#chr1:63323852-63323870(+),0.9227
FOXD3#chr1:63323880-63323898(-),0.9854
FOXD4L1#chr2:113499201-113499219(-),0.661
FOXD4L1#chr2:113499205-113499223(-),0.0091
FOXD4L1#chr2:113499462-113499480(+),0.9854
FOXD4L1#chr2:113499465-113499483(+),0.2771
