target_id	ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	type	locus	distance_mean_HonCM	distance_rank_HonCM	sig_dist_gt_NC_max_HonCM	distance_mean_HuangfuDE	distance_rank_HuangfuDE	sig_dist_gt_NC_max_HuangfuDE	distance_mean_HuangfuESC	distance_rank_HuangfuESC	sig_dist_gt_NC_max_HuangfuESC	n_datasets_with_data	n_datasets_significant	classification
ENSG00000183733|chr2:70790394-70790673	ENSG00000183733	FIGLA	FIGLA	Tal-related	bHLH	targeting	chr2:70790394-70790673	1.50032958984375	770.0	False	91.41763916015626	1263.0	False	579.1099029541016	229.0	False	3	0	convergent_nonsignificant
ENSG00000106038|chr7:27242793-27243181	ENSG00000106038	EVX1	EVX1	HOX	Homeodomain	targeting	chr7:27242793-27243181	1.0190338134765624	1400.0	False	98.81961669921876	584.0	False	579.0587951660157	230.0	False	3	0	convergent_nonsignificant
ENSG00000117318|chr1:23559248-23559534	ENSG00000117318	ID3	ID3		bHLH	targeting	chr1:23559248-23559534	1.28594970703125	994.0	False	103.49708251953123	273.0	False	578.9107452392578	231.0	False	3	0	convergent_nonsignificant
ENSG00000143995|chr2:66435107-66435374	ENSG00000143995	MEIS1	MEIS1	TALE-type homeo domain factors	Homeodomain	targeting	chr2:66435107-66435374	1.7989044189453125	563.0	False	89.25684204101563	1470.0	False	578.8749176025391	232.0	False	3	0	convergent_nonsignificant
ENSG00000212993|chr8:127415817-127416221	ENSG00000212993	POU5F1B	POU5F1B	POU domain factors	Homeodomain; POU	targeting	chr8:127415817-127416221	4.025637817382813	193.0	False	108.56961669921876	97.0	False	578.8089569091796	233.0	False	3	0	convergent_nonsignificant
ENSG00000198315|chr6:28141881-28142063	ENSG00000198315	ZKSCAN8	ZKSCAN8		C2H2 ZF	targeting	chr6:28141881-28142063	2.3953887939453127	367.0	False	96.39718627929688	813.0	False	578.7663879394531	234.0	False	3	0	convergent_nonsignificant
ENSG00000185420|chr1:246507012-246507262	ENSG00000185420	SMYD3	SMYD3		Unknown	targeting	chr1:246507012-246507262	1.525079345703125	744.0	False	88.41228637695312	1533.0	False	578.6813842773438	235.0	False	3	0	convergent_nonsignificant
ENSG00000123933|chr4:2261774-2262113	ENSG00000123933	MXD4	MXD4		bHLH	targeting	chr4:2261774-2262113	0.810150146484375	1774.0	False	97.80289916992189	672.0	False	578.6791137695312	236.0	False	3	0	convergent_nonsignificant
ENSG00000121653|chr11:45900113-45900504	ENSG00000121653	MAPK8IP1	MAPK8IP1			targeting	chr11:45900113-45900504	2.1624359130859374	436.0	False	80.96103515625	1965.0	False	578.5322265625	237.0	False	3	0	convergent_nonsignificant
ENSG00000125520|chr20:63739767-63740380	ENSG00000125520	SLC2A4RG	SLC2A4RG	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	chr20:63739767-63740380	1.657330322265625	653.0	False	108.1879638671875	107.0	False	578.3548187255859	238.0	False	3	0	convergent_nonsignificant
ENSG00000197213|chr19:56192556-56193059											97.97301025390624	652.0	False	578.2837738037109	239.0	False	2	0	convergent_nonsignificant
ENSG00000263001|chr7:74657753-74657931	ENSG00000263001	GTF2I	GTF2I		GTF2I-like	targeting	chr7:74657753-74657931	2.08563232421875	460.0	False	105.32841796875	190.0	False	578.101318359375	241.0	False	3	0	convergent_nonsignificant
non-targeting|59|non-targeting:59-59						negative control	non-targeting|59|non-targeting:59-59	0.83199462890625		False	98.55145874023438		False	577.9758087158203		False	3	0	convergent_nonsignificant
ENSG00000172216|chr20:50190831-50191410	ENSG00000172216	CEBPB	CEBPB	CEBP-related	bZIP	targeting	chr20:50190831-50191410	1.179583740234375	1138.0	False	90.61264038085938	1353.0	False	577.8368499755859	242.0	False	3	0	convergent_nonsignificant
ENSG00000276234|chr17:37406880-37407303	ENSG00000276234	TADA2A	TADA2A		Myb/SANT	targeting	chr17:37406880-37407303	0.9844696044921876	1465.0	False	91.18204345703126	1289.0	False	577.8241027832031	243.0	False	3	0	convergent_nonsignificant
ENSG00000167380|chr19:44165077-44165180	ENSG00000167380	ZNF226	ZNF226	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr19:44165077-44165180	1.0861846923828125	1286.0	False	87.04888305664062	1629.0	False	577.7866851806641	244.0	False	3	0	convergent_nonsignificant
ENSG00000005801|chr11:3378934-3379151	ENSG00000005801	ZNF195	ZNF195		C2H2 ZF	targeting	chr11:3378934-3379151	3.794256591796875	202.0	False	82.70673828125	1894.0	False	577.7592559814453	245.0	False	3	0	convergent_nonsignificant
ENSG00000100207|chr22:42214373-42214819	ENSG00000100207	TCF20	TCF20		Unknown	targeting	chr22:42214373-42214819	1.9769073486328128	496.0	False	77.87169799804687	2065.0	False	577.5490844726562	246.0	False	3	0	convergent_nonsignificant
ENSG00000101126|chr20:50930828-50931425	ENSG00000101126	ADNP	ADNP		Homeodomain	targeting	chr20:50930828-50931425	1.02576904296875	1388.0	False	88.95036010742187	1493.0	False	577.2775787353515	247.0	False	3	0	convergent_nonsignificant
ENSG00000183434|chrX:133218167-133218365	ENSG00000183434	TFDP3	TFDP3		E2F	targeting	chrX:133218167-133218365	0.6743316650390625	1921.0	False	99.77996215820312	507.0	False	577.2533966064453	248.0	False	3	0	convergent_nonsignificant
ENSG00000107077|chr9:6758033-6758359	ENSG00000107077	KDM4C	KDM4C			targeting	chr9:6758033-6758359	0.8440460205078125	1713.0	False	93.32032470703123	1074.0	False	577.2444885253906	249.0	False	3	0	convergent_nonsignificant
ENSG00000232237|chr1:201127066-201127234	ENSG00000232237	ASCL5	ASCL5		bHLH	targeting	chr1:201127066-201127234	1.0907989501953126	1279.0	False	89.59511108398438	1445.0	False	577.2231079101563	250.0	False	3	0	convergent_nonsignificant
ENSG00000143578|chr1:153967871-153968164	ENSG00000143578	CREB3L4	CREB3L4	CREB-related factors	bZIP	targeting	chr1:153967871-153968164	1.334326171875	937.0	False	109.41318969726562	81.0	False	577.1751159667969	251.0	False	3	0	convergent_nonsignificant
ENSG00000118900|chr16:4847461-4847749	ENSG00000118900	UBN1	UBN1		Unknown	targeting	chr16:4847461-4847749	1.44085693359375	829.0	False	98.83446655273436	583.0	False	577.1233642578125	252.0	False	3	0	convergent_nonsignificant
ENSG00000198715|chr1:156295450-156295682	ENSG00000198715	C1orf85	GLMP		Unknown	targeting	chr1:156295450-156295682	0.91492919921875	1587.0	False	82.8924560546875	1886.0	False	576.8943145751953	254.0	False	3	0	convergent_nonsignificant
ENSG00000168505|chr2:236167979-236168369	ENSG00000168505	GBX2	GBX2	HOX	Homeodomain	targeting	chr2:236167979-236168369	1.09521484375	1274.0	False	97.916455078125	660.0	False	576.8922790527344	255.0	False	3	0	convergent_nonsignificant
non-targeting|7|non-targeting:7-7						negative control	non-targeting|7|non-targeting:7-7	0.875128173828125		False	84.29356079101562		False	576.8652404785156		False	3	0	convergent_nonsignificant
ENSG00000061337|chr8:20303850-20303945	ENSG00000061337	LZTS1	LZTS1		Unknown	targeting	chr8:20303850-20303945	1.4586395263671874	812.0	False	87.919580078125	1570.0	False	576.6887237548829	256.0	False	3	0	convergent_nonsignificant
ENSG00000116819|chr1:35573297-35573621	ENSG00000116819	TFAP2E	TFAP2E	AP-2	AP-2	targeting	chr1:35573297-35573621	1.630078125	678.0	False	101.5412353515625	381.0	False	576.4740997314453	257.0	False	3	0	convergent_nonsignificant
ENSG00000168813|chr19:32345638-32345845	ENSG00000168813	ZNF507	ZNF507		C2H2 ZF	targeting	chr19:32345638-32345845	1.070513916015625	1317.0	False	92.15684814453124	1185.0	False	576.4455413818359	258.0	False	3	0	convergent_nonsignificant
ENSG00000167685|chr19:56141306-56141713	ENSG00000167685	ZNF444	ZNF444		C2H2 ZF	targeting	chr19:56141306-56141713	1.0801055908203123	1297.0	False	97.54234008789062	696.0	False	576.3398162841797	260.0	False	3	0	convergent_nonsignificant
ENSG00000007545|chr16:1612352-1612420	ENSG00000007545	CRAMP1L	CRAMP1		Myb/SANT	targeting	chr16:1612352-1612420	0.738787841796875	1874.0	False	94.676611328125	954.0	False	575.7915985107422	261.0	False	3	0	convergent_nonsignificant
ENSG00000176256|chr1:33864063-33864313	ENSG00000176256	HMGB4	HMGB4		HMG/Sox	targeting	chr1:33864063-33864313	2.6105743408203126	325.0	False	71.00797119140626	2148.0	False	575.7780609130859	262.0	False	3	0	convergent_nonsignificant
ENSG00000184517|chr16:75148500-75148770	ENSG00000184517	ZFP1	ZFP1		C2H2 ZF	targeting	chr16:75148500-75148770	1.846435546875	542.0	False	93.57152099609377	1047.0	False	575.7007690429688	263.0	False	3	0	convergent_nonsignificant
ENSG00000052850|chr11:44309662-44310019	ENSG00000052850	ALX4	ALX4		Homeodomain	targeting	chr11:44309662-44310019	1.04437255859375	1355.0	False	87.82459716796875	1581.0	False	575.5196533203125	264.0	False	3	0	convergent_nonsignificant
ENSG00000107485|chr10:8054872-8055251	ENSG00000107485	GATA3	GATA3	C4-GATA-related	GATA	targeting	chr10:8054872-8055251	0.779669189453125	1827.0	False	90.0867431640625	1406.0	False	575.4296813964844	265.0	False	3	0	convergent_nonsignificant
ENSG00000131115|chr19:44212565-44212765	ENSG00000131115	ZNF227	ZNF227		C2H2 ZF	targeting	chr19:44212565-44212765	0.9192840576171876	1578.0	False	85.9494384765625	1710.0	False	575.069921875	266.0	False	3	0	convergent_nonsignificant
ENSG00000164185|chr5:122129551-122129970	ENSG00000164185	ZNF474	ZNF474		C2H2 ZF	targeting	chr5:122129551-122129970	1.228289794921875	1075.0	False	100.94901733398436	424.0	False	574.9657165527344	267.0	False	3	0	convergent_nonsignificant
ENSG00000196267|chr19:52171255-52171661											88.84447631835937	1500.0	False	574.9533660888671	268.0	False	2	0	convergent_nonsignificant
ENSG00000198105|chr10:37857362-37858133	ENSG00000198105	ZNF248	ZNF248		C2H2 ZF	targeting	chr10:37857362-37858133	2.309869384765625	395.0	False	91.94338989257812	1209.0	False	574.7469818115235	269.0	False	3	0	convergent_nonsignificant
ENSG00000025434|chr11:47258018-47258122	ENSG00000025434	NR1H3	NR1H3		Nuclear receptor	targeting	chr11:47258018-47258122	0.729888916015625	1883.0	False	94.27474975585938	986.0	False	574.6005554199219	270.0	False	3	0	convergent_nonsignificant
ENSG00000221869|chr8:47737882-47738152	ENSG00000221869	CEBPD	CEBPD	CEBP-related	bZIP	targeting	chr8:47737882-47738152	0.93902587890625	1546.0	False	85.11065673828125	1756.0	False	574.5502197265625	271.0	False	3	0	convergent_nonsignificant
ENSG00000185252|chr22:20394177-20394269											97.022509765625	759.0	False	574.0320678710938	273.0	False	2	0	convergent_nonsignificant
ENSG00000126733|chrX:86148458-86148746	ENSG00000126733	DACH2	DACH2		Unknown	targeting	chrX:86148458-86148746	1.047540283203125	1350.0	False	85.55904541015624	1732.0	False	573.9688171386719	274.0	False	3	0	convergent_nonsignificant
ENSG00000198298|chr10:43606463-43606550	ENSG00000198298	ZNF485	ZNF485		C2H2 ZF	targeting	chr10:43606463-43606550	1.035870361328125	1372.0	False	101.82877197265626	360.0	False	573.9681091308594	275.0	False	3	0	convergent_nonsignificant
ENSG00000130940|chr1:10796226-10796602	ENSG00000130940	CASZ1	CASZ1	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	chr1:10796226-10796602	1.0363555908203126	1371.0	False	78.57687377929688	2045.0	False	573.4538330078125	276.0	False	3	0	convergent_nonsignificant
ENSG00000020256|chr20:52191376-52191771	ENSG00000020256	ZFP64	ZFP64		C2H2 ZF	targeting	chr20:52191376-52191771	1.62855224609375	679.0	False	103.6416259765625	268.0	False	573.4505981445312	277.0	False	3	0	convergent_nonsignificant
non-targeting|74|non-targeting:74-74						negative control	non-targeting|74|non-targeting:74-74	1.2432525634765623		False	85.79423828125		False	573.3090301513672		False	3	0	convergent_nonsignificant
ENSG00000120068|chr17:48614728-48615052	ENSG00000120068	HOXB8	HOXB8	HOX	Homeodomain	targeting	chr17:48614728-48615052	0.73602294921875	1877.0	False	86.96091918945312	1637.0	False	573.2893371582031	278.0	False	3	0	convergent_nonsignificant
ENSG00000049768|chrX:49264466-49264684	ENSG00000049768	FOXP3	FOXP3	FOX	Forkhead	targeting	chrX:49264466-49264684	1.2342926025390626	1068.0	False	101.72981567382811	368.0	False	573.2880340576172	279.0	False	3	0	convergent_nonsignificant
ENSG00000101266|chr20:543439-543753	ENSG00000101266	CSNK2A1	CSNK2A1			targeting	chr20:543439-543753	3.356637573242188	226.0	False	94.20072631835936	992.0	False	573.1824340820312	280.0	False	3	0	convergent_nonsignificant
ENSG00000118495|chr6:144008147-144008269	ENSG00000118495	PLAGL1	PLAGL1		C2H2 ZF	targeting	chr6:144008147-144008269	2.82362060546875	285.0	False	101.30087890625	401.0	False	572.9761627197265	281.0	False	3	0	convergent_nonsignificant
ENSG00000148400|chr9:136523467-136523919	ENSG00000148400	NOTCH1	NOTCH1		Unknown	targeting	chr9:136523467-136523919	0.97757568359375	1480.0	False	99.61323852539064	518.0	False	572.8664398193359	283.0	False	3	0	convergent_nonsignificant
ENSG00000168310|chr4:184474320-184474567	ENSG00000168310	IRF2	IRF2	Interferon-regulatory factors	IRF	targeting	chr4:184474320-184474567	0.9818206787109376	1471.0	False	95.217138671875	914.0	False	572.7203216552734	284.0	False	3	0	convergent_nonsignificant
ENSG00000177508|chr16:54286504-54286764	ENSG00000177508	IRX3	IRX3		Homeodomain	targeting	chr16:54286504-54286764	1.1486297607421876	1196.0	False	99.25068359375	551.0	False	572.7197937011719	285.0	False	3	0	convergent_nonsignificant
ENSG00000143190|chr1:167329073-167329510	ENSG00000143190	POU2F1	POU2F1	POU domain factors	Homeodomain; POU	targeting	chr1:167329073-167329510	1.7368408203125	607.0	False	82.3626220703125	1909.0	False	572.6676055908204	286.0	False	3	0	convergent_nonsignificant
ENSG00000173320|chr4:183906652-183906769	ENSG00000173320	STOX2	STOX2			targeting	chr4:183906652-183906769	1.074249267578125	1307.0	False	98.169091796875	639.0	False	572.6093933105469	288.0	False	3	0	convergent_nonsignificant
ENSG00000198081|chr18:5295464-5296003	ENSG00000198081	ZBTB14	ZBTB14	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr18:5295464-5296003	2.2537750244140624	410.0	False	108.88890380859377	90.0	False	572.5196563720704	289.0	False	3	0	convergent_nonsignificant
ENSG00000070444|chr17:2400671-2401135	ENSG00000070444	MNT	MNT	bHLH-ZIP	bHLH	targeting	chr17:2400671-2401135	1.1094146728515626	1257.0	False	89.773974609375	1432.0	False	572.3844421386718	291.0	False	3	0	convergent_nonsignificant
ENSG00000168062|chr11:64996888-64996986	ENSG00000168062	BATF2	BATF2		bZIP	targeting	chr11:64996888-64996986	1.4231781005859374	841.0	False	96.78637084960936	786.0	False	572.0980102539063	292.0	False	3	0	convergent_nonsignificant
non-targeting|29|non-targeting:29-29						negative control	non-targeting|29|non-targeting:29-29	1.0831878662109375		False	87.648291015625		False	572.0909912109375		False	3	0	convergent_nonsignificant
ENSG00000169951|chr16:30558285-30558367											101.0474609375	418.0	False	572.0338806152344	294.0	False	2	0	convergent_nonsignificant
ENSG00000168269|chr5:170105955-170106198	ENSG00000168269	FOXI1	FOXI1	FOX	Forkhead	targeting	chr5:170105955-170106198	1.4786590576171874	786.0	False	81.72158203125	1932.0	False	571.8830291748047	295.0	False	3	0	convergent_nonsignificant
ENSG00000180884|chr19:34963965-34964244											94.0831787109375	1003.0	False	571.8542572021485	296.0	False	2	0	convergent_nonsignificant
ENSG00000133937|chr14:94769612-94770077	ENSG00000133937	GSC	GSC	Paired-related HD factors	Homeodomain	targeting	chr14:94769612-94770077	1.3404449462890624	932.0	False	106.0108154296875	167.0	False	571.7913513183594	297.0	False	3	0	convergent_nonsignificant
ENSG00000179111|chr17:8123848-8124113	ENSG00000179111	HES7	HES7	Hairy-related factors	bHLH	targeting	chr17:8123848-8124113	1.1921783447265626	1122.0	False	91.65869140625	1239.0	False	571.4524353027343	298.0	False	3	0	convergent_nonsignificant
ENSG00000131196|chr18:79400300-79400411	ENSG00000131196	NFATC1	NFATC1		Rel	targeting	chr18:79400300-79400411	0.7635009765625	1848.0	False	103.10098876953126	289.0	False	571.448696899414	299.0	False	3	0	convergent_nonsignificant
ENSG00000197782|chr19:40090652-40090937											99.67874755859376	512.0	False	571.4003082275391	300.0	False	2	0	convergent_nonsignificant
ENSG00000278129|chr19:58278982-58279050											91.88211059570312	1217.0	False	571.1996520996094	302.0	False	2	0	convergent_nonsignificant
ENSG00000138083|chr2:44941742-44942140	ENSG00000138083	SIX3	SIX3		Homeodomain	targeting	chr2:44941742-44942140	0.765887451171875	1843.0	False	88.8036376953125	1509.0	False	571.154833984375	303.0	False	3	0	convergent_nonsignificant
ENSG00000196132|chr20:64164482-64164564	ENSG00000196132	MYT1	MYT1	MYT	C2H2 ZF	targeting	chr20:64164482-64164564	0.888079833984375	1643.0	False	91.27841186523438	1279.0	False	571.1320129394531	304.0	False	3	0	convergent_nonsignificant
ENSG00000120690|chr13:41018921-41019317	ENSG00000120690	ELF1	ELF1	Ets-related	Ets	targeting	chr13:41018921-41019317	2.68291015625	311.0	False	81.72525634765626	1931.0	False	571.1165924072266	305.0	False	3	0	convergent_nonsignificant
ENSG00000175329|chr22:35066158-35066389	ENSG00000175329	ISX	ISX	Paired-related HD factors	Homeodomain	targeting	chr22:35066158-35066389	0.8496978759765625	1705.0	False	109.04784545898436	88.0	False	571.1131652832031	306.0	False	3	0	convergent_nonsignificant
ENSG00000120693|chr13:36919721-36920264	ENSG00000120693	SMAD9	SMAD9		SMAD	targeting	chr13:36919721-36920264	1.672869873046875	640.0	False	85.020703125	1761.0	False	571.099819946289	307.0	False	3	0	convergent_nonsignificant
ENSG00000011590|chr19:35713418-35713601	ENSG00000011590	ZBTB32	ZBTB32	Other factors with up to three adjacent zinc fingers	C2H2 ZF	targeting	chr19:35713418-35713601	1.8007568359375	559.0	False	86.87059936523437	1648.0	False	570.9702667236328	308.0	False	3	0	convergent_nonsignificant
ENSG00000185697|chr8:66612966-66613289	ENSG00000185697	MYBL1	MYBL1	Myb/SANT domain factors	Myb/SANT	targeting	chr8:66612966-66613289	1.3494415283203125	924.0	False	89.89423828125	1425.0	False	570.9646575927734	309.0	False	3	0	convergent_nonsignificant
ENSG00000169297|chrX:30308627-30309361	ENSG00000169297	NR0B1	NR0B1		Unknown	targeting	chrX:30308627-30309361	0.9129425048828124	1592.0	False	105.51685791015623	185.0	False	570.9488464355469	310.0	False	3	0	convergent_nonsignificant
ENSG00000122859|chr10:69573174-69573395	ENSG00000122859	NEUROG3	NEUROG3		bHLH	targeting	chr10:69573174-69573395	1.1627166748046875	1176.0	False	92.20680541992188	1176.0	False	570.8543640136719	311.0	False	3	0	convergent_nonsignificant
ENSG00000067955|chr16:67029150-67029653	ENSG00000067955	CBFB	CBFB		Unknown	targeting	chr16:67029150-67029653	3.7812652587890634	204.0	False	73.94260864257812	2122.0	False	570.8354553222656	312.0	False	3	0	convergent_nonsignificant
ENSG00000124191|chr20:43914841-43914924	ENSG00000124191	TOX2	TOX2		HMG/Sox	targeting	chr20:43914841-43914924	3.0018798828125	269.0	False	104.34022827148438	226.0	False	570.6245056152344	313.0	False	3	0	convergent_nonsignificant
ENSG00000141956|chr21:41879012-41879330	ENSG00000141956	PRDM15	PRDM15		C2H2 ZF	targeting	chr21:41879012-41879330	2.3183258056640623	389.0	False	92.20823974609377	1175.0	False	570.4455444335938	314.0	False	3	0	convergent_nonsignificant
ENSG00000170100|chr16:89217699-89217799											89.57376708984376	1446.0	False	570.3889099121094	315.0	False	2	0	convergent_nonsignificant
ENSG00000227059|chr12:133235485-133235838	ENSG00000227059	ANHX	ANHX		Homeodomain	targeting	chr12:133235485-133235838	0.9064849853515624	1605.0	False	99.4412353515625	530.0	False	570.1896514892578	316.0	False	3	0	convergent_nonsignificant
ENSG00000100219|chr22:28800497-28800550	ENSG00000100219	XBP1	XBP1	XBP-1-related factors	bZIP	targeting	chr22:28800497-28800550	3.00211181640625	268.0	False	93.13856201171876	1089.0	False	570.1834197998047	317.0	False	3	0	convergent_nonsignificant
ENSG00000141644|chr18:50281312-50281567	ENSG00000141644	MBD1	MBD1		MBD; CxxC ZF	targeting	chr18:50281312-50281567	1.8837890625	524.0	False	89.87178955078124	1427.0	False	570.1548065185547	318.0	False	3	0	convergent_nonsignificant
ENSG00000131668|chr9:93955157-93955357	ENSG00000131668	BARX1	BARX1	NK	Homeodomain	targeting	chr9:93955157-93955357	0.8257049560546875	1743.0	False	102.42657470703124	327.0	False	570.0623077392578	320.0	False	3	0	convergent_nonsignificant
ENSG00000167555|chr19:52397845-52398303	ENSG00000167555	ZNF528	ZNF528	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr19:52397845-52398303	1.448492431640625	818.0	False	90.77384643554689	1338.0	False	569.8864654541015	321.0	False	3	0	convergent_nonsignificant
ENSG00000188786|chr1:37859113-37859621	ENSG00000188786	MTF1	MTF1	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr1:37859113-37859621	0.8030059814453125	1786.0	False	87.83338012695313	1578.0	False	569.7922119140625	322.0	False	3	0	convergent_nonsignificant
ENSG00000171467|chr6:43369183-43369425	ENSG00000171467	ZNF318	ZNF318		C2H2 ZF	targeting	chr6:43369183-43369425	0.8961456298828125	1634.0	False	90.53729858398438	1364.0	False	569.5882904052735	324.0	False	3	0	convergent_nonsignificant
ENSG00000177842|chr3:40506098-40506156											88.83197021484375	1503.0	False	569.5532989501953	325.0	False	2	0	convergent_nonsignificant
non-targeting|38|non-targeting:38-38						negative control	non-targeting|38|non-targeting:38-38	0.7402923583984375		False	97.3021728515625		False	569.5428619384766		False	3	0	convergent_nonsignificant
ENSG00000269699|chr19:56840668-56840770	ENSG00000269699	ZIM2	ZIM2		C2H2 ZF	targeting	chr19:56840668-56840770	1.0844329833984374	1289.0	False	99.96257934570312	490.0	False	569.375942993164	327.0	False	3	0	convergent_nonsignificant
ENSG00000162599|chr1:61082313-61082835	ENSG00000162599	NFIA	NFIA	Nuclear factor 1	SMAD	targeting	chr1:61082313-61082835	3.90714111328125	194.0	False	83.33805541992187	1869.0	False	569.2238037109375	328.0	False	3	0	convergent_nonsignificant
ENSG00000126603|chr16:4334854-4335075	ENSG00000126603	GLIS2	GLIS2	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr16:4334854-4335075	1.5934173583984377	704.0	False	89.00676879882812	1488.0	False	569.12568359375	329.0	False	3	0	convergent_nonsignificant
ENSG00000184486|chr6:98834545-98835076	ENSG00000184486	POU3F2	POU3F2	POU domain factors	Homeodomain; POU	targeting	chr6:98834545-98835076	1.8004547119140626	560.0	False	95.3854248046875	901.0	False	569.0009063720703	330.0	False	3	0	convergent_nonsignificant
ENSG00000165606|chr10:49395565-49396084	ENSG00000165606	DRGX	DRGX	Paired-related HD factors	Homeodomain	targeting	chr10:49395565-49396084	2.549224853515625	337.0	False	87.97098999023437	1565.0	False	568.9286346435547	331.0	False	3	0	convergent_nonsignificant
ENSG00000174738|chr3:23945281-23945412	ENSG00000174738	NR1D2	NR1D2	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	targeting	chr3:23945281-23945412	1.7450775146484374	597.0	False	82.60494995117188	1898.0	False	568.9115753173828	332.0	False	3	0	convergent_nonsignificant
ENSG00000290292|chr14:23285859-23286119	ENSG00000290292	HOMEZ	HOMEZ	HD-ZF	Homeodomain	targeting	chr14:23285859-23286119	1.128759765625	1226.0	False	92.88597412109377	1104.0	False	568.860220336914	334.0	False	3	0	convergent_nonsignificant
ENSG00000123364|chr12:53938848-53939296	ENSG00000123364	HOXC13	HOXC13	HOX	Homeodomain	targeting	chr12:53938848-53939296	1.224481201171875	1081.0	False	95.43750610351564	898.0	False	568.802783203125	335.0	False	3	0	convergent_nonsignificant
ENSG00000116833|chr1:200027620-200027926	ENSG00000116833	NR5A2	NR5A2		Nuclear receptor	targeting	chr1:200027620-200027926	0.967181396484375	1500.0	False	100.43446044921876	452.0	False	568.7536529541015	336.0	False	3	0	convergent_nonsignificant
ENSG00000196653|chr3:44712639-44712726	ENSG00000196653	ZNF502	ZNF502		C2H2 ZF	targeting	chr3:44712639-44712726	1.7209747314453123	620.0	False	93.689892578125	1037.0	False	568.6583465576172	337.0	False	3	0	convergent_nonsignificant
ENSG00000180626|chr17:5191773-5191885											92.8103271484375	1116.0	False	568.5751922607421	338.0	False	2	0	convergent_nonsignificant
ENSG00000163939|chr3:52685525-52685910	ENSG00000163939	PBRM1	PBRM1		HMG/Sox	targeting	chr3:52685525-52685910	1.66234130859375	650.0	False	79.49881591796876	2019.0	False	568.5111999511719	339.0	False	3	0	convergent_nonsignificant
ENSG00000165462|chr11:72243925-72244180	ENSG00000165462	PHOX2A	PHOX2A	Paired-related HD factors	Homeodomain	targeting	chr11:72243925-72244180	0.9147216796875	1588.0	False	81.53870239257813	1943.0	False	568.4851867675782	340.0	False	3	0	convergent_nonsignificant
ENSG00000149922|chr16:30091852-30091929	ENSG00000149922	TBX6	TBX6	TBX6-related factors	T-box	targeting	chr16:30091852-30091929	1.0055908203125	1429.0	False	91.94407958984377	1208.0	False	568.4755401611328	341.0	False	3	0	convergent_nonsignificant
ENSG00000165643|chr9:135699409-135699477	ENSG00000165643	SOHLH1	SOHLH1		bHLH	targeting	chr9:135699409-135699477	1.661724853515625	651.0	False	90.38092651367188	1375.0	False	568.2853881835938	343.0	False	3	0	convergent_nonsignificant
non-targeting|16|non-targeting:16-16						negative control	non-targeting|16|non-targeting:16-16	1.03193359375		False	88.33223266601563		False	568.2226531982421		False	3	0	convergent_nonsignificant
ENSG00000106852|chr9:122213805-122214066	ENSG00000106852	LHX6	LHX6	HD-LIM	Homeodomain	targeting	chr9:122213805-122214066	1.1412872314453124	1206.0	False	93.21176147460938	1081.0	False	568.1339508056641	344.0	False	3	0	convergent_nonsignificant
ENSG00000117475|chr1:169368201-169368254	ENSG00000117475	BLZF1	BLZF1		Unknown	targeting	chr1:169368201-169368254	0.80047607421875	1793.0	False	80.01968994140626	2001.0	False	568.1160247802734	345.0	False	3	0	convergent_nonsignificant
ENSG00000182348|chr7:88759453-88759920											83.11040649414062	1878.0	False	568.0796203613281	346.0	False	2	0	convergent_nonsignificant
ENSG00000108799|chr17:42744841-42745054	ENSG00000108799	EZH1	EZH1		Unknown	targeting	chr17:42744841-42745054	2.7139801025390624	308.0	False	86.19714965820313	1695.0	False	567.9324371337891	348.0	False	3	0	convergent_nonsignificant
ENSG00000184221|chr21:33070145-33070518	ENSG00000184221	OLIG1	OLIG1	Tal-related	bHLH	targeting	chr21:33070145-33070518	0.9823333740234376	1469.0	False	85.20458374023437	1750.0	False	567.8636749267578	350.0	False	3	0	convergent_nonsignificant
ENSG00000163666|chr3:57226215-57226365	ENSG00000163666	HESX1	HESX1	Paired-related HD factors	Homeodomain	targeting	chr3:57226215-57226365	0.904779052734375	1612.0	False	90.36600952148436	1377.0	False	567.7451721191406	351.0	False	3	0	convergent_nonsignificant
ENSG00000198482|chr19:52535991-52536409											84.02396240234376	1834.0	False	567.7350311279297	352.0	False	2	0	convergent_nonsignificant
ENSG00000135899|chr2:230219609-230219951	ENSG00000135899	SP110	SP110		SAND	targeting	chr2:230219609-230219951	1.618890380859375	686.0	False	103.94495849609376	246.0	False	567.7018188476562	353.0	False	3	0	convergent_nonsignificant
ENSG00000129194|chr17:7589761-7590075	ENSG00000129194	SOX15	SOX15	SOX-related factors	HMG/Sox	targeting	chr17:7589761-7590075	0.859710693359375	1689.0	False	88.09862060546875	1556.0	False	567.4212188720703	354.0	False	3	0	convergent_nonsignificant
