ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	n_disease_associations	mondo_ids	omim_ids	distance_mean_HonCM	distance_rank_HonCM	sig_dist_gt_NC_max_HonCM	distance_mean_HuangfuDE	distance_rank_HuangfuDE	sig_dist_gt_NC_max_HuangfuDE	distance_mean_HuangfuESC	distance_rank_HuangfuESC	sig_dist_gt_NC_max_HuangfuESC	n_datasets_with_data	n_datasets_significant	max_distance_across_datasets	classification
ENSG00000120693	SMAD9	SMAD9		SMAD	1		OMIM:615342	1.672869873046875	640.0	False	85.020703125	1761.0	False	571.099819946289	307.0	False	3	0	571.099819946289	convergent_nonsignificant
ENSG00000169297	NR0B1	NR0B1		Unknown	2		OMIM:300018;OMIM:300200	0.9129425048828124	1592.0	False	105.51685791015623	185.0	False	570.9488464355469	310.0	False	3	0	570.9488464355469	convergent_nonsignificant
ENSG00000122859	NEUROG3	NEUROG3		bHLH	1		OMIM:610370	1.1627166748046875	1176.0	False	92.20680541992188	1176.0	False	570.8543640136719	311.0	False	3	0	570.8543640136719	convergent_nonsignificant
ENSG00000067955	CBFB	CBFB		Unknown	1		OMIM:620099	3.7812652587890634	204.0	False	73.94260864257812	2122.0	False	570.8354553222656	312.0	False	3	0	570.8354553222656	convergent_nonsignificant
ENSG00000100219	XBP1	XBP1	XBP-1-related factors	bZIP	1		OMIM:612371	3.00211181640625	268.0	False	93.13856201171876	1089.0	False	570.1834197998047	317.0	False	3	0	570.1834197998047	convergent_nonsignificant
ENSG00000162599	NFIA	NFIA	Nuclear factor 1	SMAD	1		OMIM:613735	3.90714111328125	194.0	False	83.33805541992187	1869.0	False	569.2238037109375	328.0	False	3	0	569.2238037109375	convergent_nonsignificant
ENSG00000126603	GLIS2	GLIS2	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:611498	1.5934173583984377	704.0	False	89.00676879882812	1488.0	False	569.12568359375	329.0	False	3	0	569.12568359375	convergent_nonsignificant
ENSG00000123364	HOXC13	HOXC13	HOX	Homeodomain	1		OMIM:614931	1.224481201171875	1081.0	False	95.43750610351564	898.0	False	568.802783203125	335.0	False	3	0	568.802783203125	convergent_nonsignificant
ENSG00000163939	PBRM1	PBRM1		HMG/Sox	1		OMIM:144700	1.66234130859375	650.0	False	79.49881591796876	2019.0	False	568.5111999511719	339.0	False	3	0	568.5111999511719	convergent_nonsignificant
ENSG00000165462	PHOX2A	PHOX2A	Paired-related HD factors	Homeodomain	1		OMIM:602078	0.9147216796875	1588.0	False	81.53870239257813	1943.0	False	568.4851867675782	340.0	False	3	0	568.4851867675782	convergent_nonsignificant
ENSG00000149922	TBX6	TBX6	TBX6-related factors	T-box	1		OMIM:122600	1.0055908203125	1429.0	False	91.94407958984377	1208.0	False	568.4755401611328	341.0	False	3	0	568.4755401611328	convergent_nonsignificant
ENSG00000165643	SOHLH1	SOHLH1		bHLH	2		OMIM:617690;OMIM:618115	1.661724853515625	651.0	False	90.38092651367188	1375.0	False	568.2853881835938	343.0	False	3	0	568.2853881835938	convergent_nonsignificant
ENSG00000163666	HESX1	HESX1	Paired-related HD factors	Homeodomain	1		OMIM:182230	1.001226806640625	1440.0	False	90.91119384765624	1318.0	False	567.7451721191406	351.0	False	3	0	567.7451721191406	convergent_nonsignificant
ENSG00000198482	ZNF808	ZNF808		C2H2 ZF	1		OMIM:620991				84.02396240234376	1834.0	False	567.7350311279297	352.0	False	2	0	567.7350311279297	convergent_nonsignificant
ENSG00000135899	SP110	SP110		SAND	2		OMIM:235550;OMIM:607948	1.618890380859375	686.0	False	103.94495849609376	246.0	False	567.7018188476562	353.0	False	3	0	567.7018188476562	convergent_nonsignificant
ENSG00000008441	NFIX	NFIX	Nuclear factor 1	SMAD	2		OMIM:602535;OMIM:614753	1.4939178466796874	778.0	False	95.6707275390625	876.0	False	567.3804779052734	355.0	False	3	0	567.3804779052734	convergent_nonsignificant
ENSG00000106331	PAX4	PAX4	Paired plus homeo domain	Homeodomain; Paired box	3		OMIM:125853;OMIM:612225;OMIM:612227	0.811907958984375	1772.0	False	72.54876098632812	2137.0	False	567.3195495605469	356.0	False	3	0	567.3195495605469	convergent_nonsignificant
ENSG00000149968	MMP3	MMP3			1		OMIM:614466	0.8632568359375	1684.0	False	92.04920654296876	1194.0	False	566.9517364501953	360.0	False	3	0	566.9517364501953	convergent_nonsignificant
ENSG00000116044	NFE2L2	NFE2L2	Jun-related	bZIP	1		OMIM:617744	1.3299346923828126	942.0	False	103.9576416015625	244.0	False	566.4053833007813	365.0	False	3	0	566.4053833007813	convergent_nonsignificant
ENSG00000162676	GFI1	GFI1	More than 3 adjacent zinc fingers	C2H2 ZF	2		OMIM:607847;OMIM:613107	1.5202972412109377	749.0	False	101.5809326171875	379.0	False	566.3125640869141	367.0	False	3	0	566.3125640869141	convergent_nonsignificant
ENSG00000148826	NKX6-2	NKX6-2	NK	Homeodomain	1		OMIM:617560	0.8662750244140625	1678.0	False	104.52191162109376	222.0	False	565.7638366699218	377.0	False	3	0	565.7638366699218	convergent_nonsignificant
ENSG00000129535	NRL	NRL	Maf-related	bZIP	2		OMIM:613750;OMIM:621371	0.8279541015625	1737.0	False	105.70899047851564	176.0	False	565.3528289794922	382.0	False	3	0	565.3528289794922	convergent_nonsignificant
ENSG00000148704	VAX1	VAX1	NK	Homeodomain	1		OMIM:614402	3.18603515625	248.0	False	106.84959106445312	142.0	False	564.3980590820313	388.0	False	3	0	564.3980590820313	convergent_nonsignificant
ENSG00000103479	RBL2	RBL2		Unknown	1		OMIM:619690	1.37950439453125	881.0	False	107.32569580078123	124.0	False	564.2921600341797	390.0	False	3	0	564.2921600341797	convergent_nonsignificant
ENSG00000119614	VSX2	VSX2	Paired-related HD factors	Homeodomain	2		OMIM:610092;OMIM:610093	1.07757568359375	1302.0	False	97.603955078125	691.0	False	564.0916290283203	394.0	False	3	0	564.0916290283203	convergent_nonsignificant
ENSG00000095574	IKZF5	IKZF5		C2H2 ZF	1		OMIM:619130	1.63848876953125	667.0	False	104.16690673828126	234.0	False	563.5691162109375	400.0	False	3	0	563.5691162109375	convergent_nonsignificant
ENSG00000169083	AR	AR	Steroid hormone receptors (NR3)	Nuclear receptor	5		OMIM:300068;OMIM:300633;OMIM:301120;OMIM:312300;OMIM:313200	1.6721649169921875	641.0	False	85.14085693359375	1754.0	False	563.5177612304688	402.0	False	3	0	563.5177612304688	convergent_nonsignificant
ENSG00000170581	STAT2	STAT2		STAT	2		OMIM:616636;OMIM:618886	0.6746307373046875	1920.0	False	90.18363647460936	1397.0	False	563.4839660644532	404.0	False	3	0	563.4839660644532	convergent_nonsignificant
ENSG00000049167	ERCC8	ERCC8			2		OMIM:216400;OMIM:614621	0.8198760986328125	1755.0	False	102.63960571289064	316.0	False	563.2893188476562	407.0	False	3	0	563.2893188476562	convergent_nonsignificant
ENSG00000165702	GFI1B	GFI1B		C2H2 ZF	1		OMIM:187900	1.3294708251953125	943.0	False	97.6004638671875	692.0	False	562.2612060546875	419.0	False	3	0	562.2612060546875	convergent_nonsignificant
ENSG00000169594	BNC1	BNC1		C2H2 ZF	1		OMIM:618723	2.1528900146484373	441.0	False	81.35458374023438	1952.0	False	562.1002624511718	421.0	False	3	0	562.1002624511718	convergent_nonsignificant
ENSG00000014824	SLC30A9	SLC30A9		Unknown	1		OMIM:617595	1.8137420654296876	554.0	False	100.24063720703126	467.0	False	561.8346954345703	423.0	False	3	0	561.8346954345703	convergent_nonsignificant
ENSG00000152192	POU4F1	POU4F1	POU domain factors	Homeodomain; POU	1		OMIM:619352	1.77100830078125	585.0	False	98.66795654296877	600.0	False	561.717318725586	426.0	False	3	0	561.717318725586	convergent_nonsignificant
ENSG00000173068	BNC2	BNC2	Factors with multiple dispersed zinc fingers	C2H2 ZF	1		OMIM:618612	1.042938232421875	1356.0	False	90.70271606445311	1345.0	False	561.5547882080078	428.0	False	3	0	561.5547882080078	convergent_nonsignificant
ENSG00000137309	HMGA1	HMGA1		AT hook	1		OMIM:125853	1.3778106689453125	884.0	False	84.51973876953124	1798.0	False	561.536752319336	429.0	False	3	0	561.536752319336	convergent_nonsignificant
ENSG00000196110	ZNF699	ZNF699	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:619488				103.99505004882812	242.0	False	561.1069061279297	435.0	False	2	0	561.1069061279297	convergent_nonsignificant
ENSG00000064195	DLX3	DLX3		Homeodomain	2		OMIM:104510;OMIM:190320	1.013189697265625	1413.0	False	68.88396606445312	2155.0	False	560.9710723876954	437.0	False	3	0	560.9710723876954	convergent_nonsignificant
ENSG00000109101	FOXN1	FOXN1		Forkhead	3		OMIM:242700;OMIM:601705;OMIM:618806	3.158444213867188	254.0	False	98.65574951171877	602.0	False	560.6599578857422	441.0	False	3	0	560.6599578857422	convergent_nonsignificant
ENSG00000111087	GLI1	GLI1		C2H2 ZF	2		OMIM:174400;OMIM:618123	2.17178955078125	435.0	False	92.63622436523436	1134.0	False	560.6208801269531	442.0	False	3	0	560.6208801269531	convergent_nonsignificant
ENSG00000125347	IRF1	IRF1	Interferon-regulatory factors	IRF	3		OMIM:211980;OMIM:613659;OMIM:620668	1.28895263671875	990.0	False	89.32698974609374	1466.0	False	560.3544128417968	446.0	False	3	0	560.3544128417968	convergent_nonsignificant
ENSG00000119950	MXI1	MXI1	bHLH-ZIP	bHLH	1		OMIM:176807	1.6055023193359377	693.0	False	92.16138305664064	1182.0	False	560.1551788330078	452.0	False	3	0	560.1551788330078	convergent_nonsignificant
ENSG00000185960	SHOX	SHOX	Paired-related HD factors	Homeodomain	3		OMIM:127300;OMIM:249700;OMIM:300582	0.7953704833984375	1799.0	False	83.79116821289062	1845.0	False	559.7955291748046	459.0	False	3	0	559.7955291748046	convergent_nonsignificant
ENSG00000257923	CUX1	CUX1	HD-CUT	CUT; Homeodomain	1		OMIM:618330	3.1643463134765626	252.0	False	107.89966430664064	114.0	False	559.3265167236328	464.0	False	3	0	559.3265167236328	convergent_nonsignificant
ENSG00000103326	CAPN15	CAPN15		Unknown	1		OMIM:619318	0.8468414306640625	1709.0	False	84.8120361328125	1779.0	False	559.2484710693359	466.0	False	3	0	559.2484710693359	convergent_nonsignificant
ENSG00000061455	PRDM6	PRDM6		C2H2 ZF	1		OMIM:617039	3.127093505859375	259.0	False	101.216943359375	406.0	False	558.7079620361328	473.0	False	3	0	558.7079620361328	convergent_nonsignificant
ENSG00000132024	CC2D1A	CC2D1A		Unknown	1		OMIM:608443	1.15323486328125	1188.0	False	98.51531982421876	616.0	False	558.5324127197266	476.0	False	3	0	558.5324127197266	convergent_nonsignificant
ENSG00000196092	PAX5	PAX5	Paired domain only	Paired box	1		OMIM:615545	1.0521453857421874	1345.0	False	99.39274291992189	534.0	False	558.4799865722656	478.0	False	3	0	558.4799865722656	convergent_nonsignificant
ENSG00000164532	TBX20	TBX20	TBX1-related factors	T-box	1		OMIM:611363	2.8272705078125	284.0	False	79.14705200195313	2030.0	False	558.4628692626953	479.0	False	3	0	558.4628692626953	convergent_nonsignificant
ENSG00000147180	ZNF711	ZNF711		C2H2 ZF	1		OMIM:300803				86.81962280273437	1653.0	False	558.4282684326172	480.0	False	2	0	558.4282684326172	convergent_nonsignificant
ENSG00000143373	ZNF687	ZNF687		C2H2 ZF	1		OMIM:616833				91.60661010742189	1248.0	False	558.2375305175781	483.0	False	2	0	558.2375305175781	convergent_nonsignificant
ENSG00000116016	EPAS1	EPAS1	PAS domain factors	bHLH	1		OMIM:611783	2.209027099609375	425.0	False	89.63982543945312	1443.0	False	558.0322113037109	487.0	False	3	0	558.0322113037109	convergent_nonsignificant
ENSG00000169375	SIN3A	SIN3A		Unknown	1		OMIM:613406	4.20091552734375	188.0	False	109.75591430664062	75.0	False	557.6591918945312	493.0	False	3	0	557.6591918945312	convergent_nonsignificant
ENSG00000124827	GCM2	GCM2	GCM	GCM	2		OMIM:617343;OMIM:618883	0.951739501953125	1523.0	False	95.1692626953125	921.0	False	557.5159515380859	495.0	False	3	0	557.5159515380859	convergent_nonsignificant
ENSG00000111049	MYF5	MYF5	MyoD/ASC-related factors	bHLH	1		OMIM:618155	1.0611114501953125	1330.0	False	102.15760498046876	340.0	False	557.4327667236328	499.0	False	3	0	557.4327667236328	convergent_nonsignificant
ENSG00000166888	STAT6	STAT6		STAT	1		OMIM:620532	1.4604644775390625	809.0	False	95.7744873046875	867.0	False	557.4272186279297	500.0	False	3	0	557.4272186279297	convergent_nonsignificant
ENSG00000106410	NOBOX	NOBOX		Homeodomain	1		OMIM:611548	1.593408203125	705.0	False	78.83195190429687	2037.0	False	557.3037872314453	503.0	False	3	0	557.3037872314453	convergent_nonsignificant
ENSG00000111424	VDR	VDR	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	1		OMIM:277440	0.8868438720703125	1646.0	False	87.82367553710938	1582.0	False	556.7627716064453	516.0	False	3	0	556.7627716064453	convergent_nonsignificant
ENSG00000126705	AHDC1	AHDC1		AT hook	1		OMIM:615829	1.3902587890625	867.0	False	87.703515625	1590.0	False	556.3637573242188	522.0	False	3	0	556.3637573242188	convergent_nonsignificant
ENSG00000225830	ERCC6	ERCC6			7		OMIM:133540;OMIM:211980;OMIM:214150;OMIM:278800;OMIM:600630;OMIM:613761;OMIM:616946	4.24766845703125	186.0	False	100.95062255859376	423.0	False	555.8847076416016	530.0	False	3	0	555.8847076416016	convergent_nonsignificant
ENSG00000150907	FOXO1	FOXO1		Forkhead	1		OMIM:268220	0.8511688232421875	1702.0	False	84.5395263671875	1796.0	False	555.5312072753907	536.0	False	3	0	555.5312072753907	convergent_nonsignificant
ENSG00000106536	POU6F2	POU6F2	POU domain factors	Homeodomain; POU	1		OMIM:601583	2.7973724365234376	290.0	False	94.39306640625	977.0	False	555.3992279052734	539.0	False	3	0	555.3992279052734	convergent_nonsignificant
ENSG00000180318	ALX1	ALX1		Homeodomain	1		OMIM:613456	1.4421966552734375	826.0	False	81.18472290039062	1960.0	False	555.36650390625	540.0	False	3	0	555.36650390625	convergent_nonsignificant
ENSG00000140262	TCF12	TCF12	E2A	bHLH	2		OMIM:615314;OMIM:619718	1.5966278076171876	699.0	False	106.505908203125	152.0	False	554.6439208984375	548.0	False	3	0	554.6439208984375	convergent_nonsignificant
ENSG00000140009	ESR2	ESR2	Steroid hormone receptors (NR3)	Nuclear receptor	1		OMIM:618187	0.77515869140625	1834.0	False	109.79141845703126	74.0	False	554.4668334960937	550.0	False	3	0	554.4668334960937	convergent_nonsignificant
ENSG00000105722	ERF	ERF	Ets-related	Ets	2		OMIM:600775;OMIM:617180	0.861376953125	1687.0	False	97.16721801757812	741.0	False	554.3904724121094	551.0	False	3	0	554.3904724121094	convergent_nonsignificant
ENSG00000188994	ZNF292	ZNF292		C2H2 ZF	1		OMIM:619188	1.588238525390625	712.0	False	90.5890625	1357.0	False	554.0942108154297	556.0	False	3	0	554.0942108154297	convergent_nonsignificant
ENSG00000111676	ATN1	ATN1			2		OMIM:125370;OMIM:618494	1.59193115234375	708.0	False	79.35645141601563	2025.0	False	553.7362731933594	562.0	False	3	0	553.7362731933594	convergent_nonsignificant
ENSG00000176692	FOXC2	FOXC2	FOX	Forkhead	1		OMIM:153400	1.230938720703125	1072.0	False	96.10146484375	842.0	False	553.6379119873047	564.0	False	3	0	553.6379119873047	convergent_nonsignificant
ENSG00000159140	SON	SON		Unknown	1		OMIM:617140	2.4191802978515624	364.0	False	100.1708251953125	474.0	False	553.5289031982422	567.0	False	3	0	553.5289031982422	convergent_nonsignificant
ENSG00000186487	MYT1L	MYT1L	MYT	C2H2 ZF	1		OMIM:616521	1.775006103515625	582.0	False	90.7281494140625	1342.0	False	553.3788482666016	571.0	False	3	0	553.3788482666016	convergent_nonsignificant
ENSG00000148200	NR6A1	NR6A1	GCNF-related receptors (NR6)	Nuclear receptor	1		OMIM:621277	0.90616455078125	1606.0	False	90.94281005859376	1312.0	False	553.3090881347656	572.0	False	3	0	553.3090881347656	convergent_nonsignificant
ENSG00000128573	FOXP2	FOXP2	FOX	Forkhead	1		OMIM:602081	2.17318115234375	434.0	False	101.74376831054688	366.0	False	553.0799102783203	580.0	False	3	0	553.0799102783203	convergent_nonsignificant
ENSG00000131931	THAP1	THAP1	THAP-related factors	THAP finger	1		OMIM:602629	1.5948577880859376	703.0	False	74.42646484375	2117.0	False	552.9419525146484	584.0	False	3	0	552.9419525146484	convergent_nonsignificant
ENSG00000159216	RUNX1	RUNX1	Runt-related factors	Runt	2		OMIM:601399;OMIM:601626	1.0036773681640625	1432.0	False	101.49507446289064	388.0	False	552.661734008789	585.0	False	3	0	552.661734008789	convergent_nonsignificant
ENSG00000142611	PRDM16	PRDM16		C2H2 ZF	1		OMIM:615373	0.9530242919921876	1521.0	False	100.52537841796877	445.0	False	552.6441650390625	586.0	False	3	0	552.6441650390625	convergent_nonsignificant
ENSG00000165588	OTX2	OTX2	Paired-related HD factors	Homeodomain	2		OMIM:610125;OMIM:613986	0.96689453125	1501.0	False	92.87068481445311	1107.0	False	552.6000244140625	589.0	False	3	0	552.6000244140625	convergent_nonsignificant
ENSG00000184895	SRY	SRY	SOX-related factors	HMG/Sox	2		OMIM:400044;OMIM:400045	1.769403076171875	586.0	False	100.11788940429688	478.0	False	552.2032958984375	595.0	False	3	0	552.2032958984375	convergent_nonsignificant
ENSG00000147140	NONO	NONO		Unknown	1		OMIM:300967	1.2930206298828124	986.0	False	97.28310546875	728.0	False	551.3264801025391	609.0	False	3	0	551.3264801025391	convergent_nonsignificant
ENSG00000176678	FOXL1	FOXL1	FOX	Forkhead	1		OMIM:620576	0.91116943359375	1593.0	False	81.57630004882813	1940.0	False	551.2791534423828	610.0	False	3	0	551.2791534423828	convergent_nonsignificant
ENSG00000278570	NR2E3	NR2E3		Nuclear receptor	2		OMIM:268100;OMIM:611131	0.9727783203125	1485.0	False	87.38255615234375	1612.0	False	550.594125366211	619.0	False	3	0	550.594125366211	convergent_nonsignificant
ENSG00000131910	NR0B2	NR0B2		Unknown	1		OMIM:601665	0.814593505859375	1764.0	False	97.43043212890623	705.0	False	550.5683380126953	620.0	False	3	0	550.5683380126953	convergent_nonsignificant
ENSG00000128604	IRF5	IRF5	Interferon-regulatory factors	IRF	2		OMIM:612245;OMIM:612251	1.2385986328125	1063.0	False	95.20032958984376	915.0	False	550.186978149414	626.0	False	3	0	550.186978149414	convergent_nonsignificant
ENSG00000109320	NFKB1	NFKB1	NF-kappaB-related factors	Rel	1		OMIM:616576	1.351458740234375	919.0	False	95.3688232421875	903.0	False	549.8542633056641	629.0	False	3	0	549.8542633056641	convergent_nonsignificant
ENSG00000198914	POU3F3	POU3F3	POU domain factors	Homeodomain; POU	1		OMIM:618604	0.715533447265625	1894.0	False	97.17906494140624	738.0	False	549.7273254394531	631.0	False	3	0	549.7273254394531	convergent_nonsignificant
ENSG00000101076	HNF4A	HNF4A	RXR-related receptors (NR2)	Nuclear receptor	3		OMIM:125850;OMIM:125853;OMIM:616026	1.3826934814453125	873.0	False	92.2903564453125	1165.0	False	549.5043060302735	637.0	False	3	0	549.5043060302735	convergent_nonsignificant
ENSG00000205899	BHLHA9	BHLHA9		bHLH	2		OMIM:607539;OMIM:609432	1.01055908203125	1418.0	False	89.49468383789062	1453.0	False	549.2243530273438	642.0	False	3	0	549.2243530273438	convergent_nonsignificant
ENSG00000159184	HOXB13	HOXB13	HOX	Homeodomain	1		OMIM:610997	1.1263031005859374	1231.0	False	96.73572387695312	788.0	False	549.1652282714844	643.0	False	3	0	549.1652282714844	convergent_nonsignificant
ENSG00000157933	SKI	SKI		Unknown	1		OMIM:182212	1.000335693359375	1444.0	False	107.72225952148438	120.0	False	549.0294952392578	646.0	False	3	0	549.0294952392578	convergent_nonsignificant
ENSG00000125850	OVOL2	OVOL2	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:122000	2.3549468994140623	380.0	False	89.10679931640625	1480.0	False	548.9443237304688	647.0	False	3	0	548.9443237304688	convergent_nonsignificant
ENSG00000112041	TULP1	TULP1			2		OMIM:600132;OMIM:613843	0.9028045654296876	1619.0	False	107.46869506835938	121.0	False	548.6828063964844	652.0	False	3	0	548.6828063964844	convergent_nonsignificant
ENSG00000134532	SOX5	SOX5		HMG/Sox	1		OMIM:616803	1.215252685546875	1097.0	False	99.28373413085936	548.0	False	548.6618804931641	654.0	False	3	0	548.6618804931641	convergent_nonsignificant
ENSG00000074047	GLI2	GLI2	More than 3 adjacent zinc fingers	C2H2 ZF	2		OMIM:610829;OMIM:615849	1.2847991943359376	996.0	False	102.1781982421875	338.0	False	548.505160522461	657.0	False	3	0	548.505160522461	convergent_nonsignificant
ENSG00000066422	ZBTB11	ZBTB11	More than 3 adjacent zinc fingers	C2H2 ZF	1		OMIM:618383	1.184014892578125	1132.0	False	86.9964111328125	1632.0	False	548.5006164550781	658.0	False	3	0	548.5006164550781	convergent_nonsignificant
ENSG00000189120	SP6	SP6		C2H2 ZF	1		OMIM:620104	1.0248565673828125	1390.0	False	100.6767333984375	434.0	False	547.9950378417968	665.0	False	3	0	547.9950378417968	convergent_nonsignificant
ENSG00000106031	HOXA13	HOXA13	HOX	Homeodomain	2		OMIM:140000;OMIM:176305	0.9970123291015623	1447.0	False	98.16561889648438	640.0	False	547.9289489746094	668.0	False	3	0	547.9289489746094	convergent_nonsignificant
ENSG00000072364	AFF4	AFF4		Unknown	1		OMIM:616368	1.093817138671875	1275.0	False	95.54949340820312	890.0	False	547.7749847412109	671.0	False	3	0	547.7749847412109	convergent_nonsignificant
ENSG00000178573	MAF	MAF	Maf-related	bZIP	2		OMIM:601088;OMIM:610202	1.5097808837890625	764.0	False	109.64422607421876	78.0	False	547.4021392822266	678.0	False	3	0	547.4021392822266	convergent_nonsignificant
ENSG00000009950	MLXIPL	MLXIPL	bHLH-ZIP	bHLH	1		OMIM:194050	3.2896026611328124	233.0	False	85.69459838867188	1724.0	False	547.3591766357422	680.0	False	3	0	547.3591766357422	convergent_nonsignificant
ENSG00000159692	CTBP1	CTBP1		Unknown	2		OMIM:194190;OMIM:617915	1.8917633056640624	521.0	False	91.81991577148438	1221.0	False	546.9225219726562	689.0	False	3	0	546.9225219726562	convergent_nonsignificant
ENSG00000134438	RAX	RAX	Paired-related HD factors	Homeodomain	1		OMIM:611038	1.5898895263671875	711.0	False	99.25565795898436	550.0	False	546.87880859375	691.0	False	3	0	546.87880859375	convergent_nonsignificant
ENSG00000012504	NR1H4	NR1H4	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	1		OMIM:617049	1.4628265380859375	805.0	False	97.15533447265624	745.0	False	546.8011810302735	692.0	False	3	0	546.8011810302735	convergent_nonsignificant
ENSG00000136936	XPA	XPA		Unknown	1		OMIM:278700	1.5000579833984375	771.0	False	80.24970092773438	1989.0	False	546.7978912353516	693.0	False	3	0	546.7978912353516	convergent_nonsignificant
ENSG00000167394	ZNF668	ZNF668		C2H2 ZF	1		OMIM:620194				78.81237182617187	2038.0	False	546.2239715576172	706.0	False	2	0	546.2239715576172	convergent_nonsignificant
ENSG00000104884	ERCC2	ERCC2			3		OMIM:278730;OMIM:601675;OMIM:610756	4.441281127929687	176.0	False	105.59954223632812	181.0	False	546.0308471679688	712.0	False	3	0	546.0308471679688	convergent_nonsignificant
ENSG00000084093	REST	REST	Factors with multiple dispersed zinc fingers	C2H2 ZF	3		OMIM:612431;OMIM:616806;OMIM:617626	1.372149658203125	892.0	False	96.65850830078124	794.0	False	545.9445434570313	714.0	False	3	0	545.9445434570313	convergent_nonsignificant
ENSG00000124920	MYRF	MYRF		Ndt80/PhoG	3		OMIM:600165;OMIM:618113;OMIM:618280	1.3440460205078124	927.0	False	96.3454345703125	818.0	False	545.8401611328125	715.0	False	3	0	545.8401611328125	convergent_nonsignificant
ENSG00000134138	MEIS2	MEIS2	TALE-type homeo domain factors	Homeodomain	1		OMIM:600987	1.3554168701171876	917.0	False	102.36971435546874	331.0	False	545.4521484375	725.0	False	3	0	545.4521484375	convergent_nonsignificant
ENSG00000166402	TUB	TUB		Unknown	1		OMIM:616188	1.439544677734375	830.0	False	83.10466918945312	1879.0	False	545.4127746582031	726.0	False	3	0	545.4127746582031	convergent_nonsignificant
ENSG00000128610	FEZF1	FEZF1		C2H2 ZF	2		OMIM:146110;OMIM:616030	0.91397705078125	1589.0	False	90.61962280273436	1352.0	False	545.2643676757813	728.0	False	3	0	545.2643676757813	convergent_nonsignificant
ENSG00000125952	MAX	MAX	bHLH-ZIP	bHLH	2		OMIM:171300;OMIM:620712	1.56138916015625	719.0	False	85.10777587890625	1757.0	False	545.2208465576172	732.0	False	3	0	545.2208465576172	convergent_nonsignificant
ENSG00000112238	PRDM13	PRDM13	Factors with multiple dispersed zinc fingers	C2H2 ZF	2		OMIM:619761;OMIM:619909	2.3346527099609373	385.0	False	73.94144897460937	2123.0	False	544.9166046142578	740.0	False	3	0	544.9166046142578	convergent_nonsignificant
ENSG00000106546	AHR	AHR		bHLH	2		OMIM:618345;OMIM:620958	0.8948394775390625	1636.0	False	87.63600463867188	1596.0	False	544.4517578125	749.0	False	3	0	544.4517578125	convergent_nonsignificant
ENSG00000151090	THRB	THRB	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	3		OMIM:145650;OMIM:188570;OMIM:274300	1.7337982177734377	612.0	False	93.61370239257812	1045.0	False	544.3520599365235	750.0	False	3	0	544.3520599365235	convergent_nonsignificant
ENSG00000120094	HOXB1	HOXB1	HOX	Homeodomain	1		OMIM:614744	1.443109130859375	824.0	False	94.769580078125	948.0	False	543.9962799072266	756.0	False	3	0	543.9962799072266	convergent_nonsignificant
ENSG00000029993	HMGB3	HMGB3		HMG/Sox	1		OMIM:300915	1.95826416015625	500.0	False	96.95484008789064	765.0	False	543.7525115966797	760.0	False	3	0	543.7525115966797	convergent_nonsignificant
ENSG00000130726	TRIM28	TRIM28		Unknown	1		OMIM:621332	0.9247589111328124	1569.0	False	97.41549072265624	708.0	False	543.5491912841796	762.0	False	3	0	543.5491912841796	convergent_nonsignificant
ENSG00000126778	SIX1	SIX1	HD-SINE	Homeodomain	3		OMIM:113650;OMIM:605192;OMIM:608389	0.6968902587890625	1910.0	False	70.50126342773437	2151.0	False	543.4773986816406	765.0	False	3	0	543.4773986816406	convergent_nonsignificant
ENSG00000196712	NF1	NF1			5		OMIM:162200;OMIM:162210;OMIM:193520;OMIM:601321;OMIM:607785	2.7410980224609376	299.0	False	91.80945434570312	1225.0	False	543.1291046142578	769.0	False	3	0	543.1291046142578	convergent_nonsignificant
ENSG00000177045	SIX5	SIX5		Homeodomain	1		OMIM:610896	1.01646728515625	1405.0	False	92.66616821289062	1130.0	False	542.8379272460937	780.0	False	3	0	542.8379272460937	convergent_nonsignificant
ENSG00000099381	SETD1A	SETD1A			2		OMIM:618832;OMIM:619056	2.157598876953125	439.0	False	80.956640625	1966.0	False	542.7476013183593	783.0	False	3	0	542.7476013183593	convergent_nonsignificant
ENSG00000175387	SMAD2	SMAD2	SMAD factors	SMAD	2		OMIM:619656;OMIM:619657	1.1611053466796877	1178.0	False	83.21433715820312	1874.0	False	542.6152435302735	789.0	False	3	0	542.6152435302735	convergent_nonsignificant
ENSG00000100146	SOX10	SOX10	SOX-related factors	HMG/Sox	4		OMIM:146110;OMIM:609136;OMIM:611584;OMIM:613266	3.3029022216796875	231.0	False	104.08764038085936	239.0	False	542.3893798828125	793.0	False	3	0	542.3893798828125	convergent_nonsignificant
ENSG00000187098	MITF	MITF	bHLH-ZIP	bHLH	4		OMIM:103500;OMIM:193510;OMIM:614456;OMIM:617306	0.9313385009765623	1560.0	False	92.13285522460936	1190.0	False	542.2022399902344	796.0	False	3	0	542.2022399902344	convergent_nonsignificant
