guide_id	n_cells_detected	frac_cells_detected	n_cells_assigned	frac_cells_assigned	total_umi	mean_umi	median_umi	std_umi	max_umi	total_cells	label	gene_name
non-targeting_02465	5752	0.005458237649693496	135	0.0001281053690383557	80281.0	13.957058414464534	1.0	116.00553496925414	2815.0	1053820	non_targeting	
non-targeting_02466	6745	0.006400523808620068	176	0.0001670114440796341	82203.0	12.18724981467754	1.0	89.59263586262576	1687.0	1053820	non_targeting	
non-targeting_02467	4319	0.004098422880567839	127	0.00012051393976200869	52382.0	12.128270432970595	1.0	85.8571951677316	1731.0	1053820	non_targeting	
non-targeting_02468	1176	0.0011159401036230096	103	9.773965193296767e-05	11089.0	9.429421768707483	1.0	30.853424351657818	274.0	1053820	non_targeting	
non-targeting_02478	1335	0.0012668197604904063	57	5.408893359397241e-05	14854.0	11.126591760299625	1.0	58.854646101940425	824.0	1053820	non_targeting	
non-targeting_02484	12244	0.01161868250744909	194	0.00018409215995141486	164077.0	13.40060437765436	1.0	137.08571279445056	3999.0	1053820	non_targeting	
non-targeting_02487	2737	0.0025972177411702187	86	8.160786472073029e-05	31451.0	11.491048593350383	1.0	76.53741978892974	1242.0	1053820	non_targeting	
non-targeting_02488	2444	0.0023191816439240096	102	9.67907232734243e-05	28841.0	11.800736497545008	1.0	72.08117343735249	1272.0	1053820	non_targeting	
non-targeting_02493	446	0.00042322218215634546	28	2.6570002467214514e-05	3401.0	7.625560538116592	1.0	27.60566607734161	314.0	1053820	non_targeting	
non-targeting_02496	6923	0.006569433110018789	85	8.065893606118692e-05	89111.0	12.871731908132313	1.0	141.61812560413802	3887.0	1053820	non_targeting	
non-targeting_02498	260	0.00024672145148127764	26	2.4672145148127763e-05	1980.0	7.615384615384615	1.0	17.441940883260322	163.0	1053820	non_targeting	
non-targeting_02510	2418	0.002294509498775882	70	6.642500616803628e-05	23357.0	9.65963606286187	1.0	68.31746334853715	1480.0	1053820	non_targeting	
non-targeting_02511	709	0.0006727904196162532	81	7.686322142301341e-05	9543.0	13.459802538787024	1.0	39.20540290427145	362.0	1053820	non_targeting	
non-targeting_02513	3135	0.0029748913476684825	114	0.00010817786718794482	36192.0	11.544497607655503	1.0	73.16897387326313	1901.0	1053820	non_targeting	
non-targeting_02514	937	0.0008891461539921429	65	6.168036287031941e-05	9213.0	9.832443970117396	1.0	37.965421183754586	397.0	1053820	non_targeting	
non-targeting_02515	3711	0.0035214742555654665	183	0.00017365394469643773	46089.0	12.419563459983832	1.0	68.37590028766688	1275.0	1053820	non_targeting	
non-targeting_02520	14010	0.01329449052020269	175	0.00016606251542009072	161292.0	11.512633832976446	1.0	135.4597406850218	3758.0	1053820	non_targeting	
non-targeting_02524	3551	0.0033696456700385265	58	5.503786225351578e-05	33406.0	9.40749084764855	1.0	91.63697517082144	2865.0	1053820	non_targeting	
non-targeting_02537	63	5.9782505551232656e-05	0	0.0	128.0	2.0317460317460316	1.0	3.167134070609328	25.0	1053820	non_targeting	
non-targeting_02542	37	3.5110360403104896e-05	0	0.0	116.0	3.135135135135135	2.0	4.0680838318328165	23.0	1053820	non_targeting	
non-targeting_02567	2635	0.0025004270178967947	87	8.255679338027367e-05	37655.0	14.290322580645162	1.0	94.93206779840195	2081.0	1053820	non_targeting	
non-targeting_02570	5684	0.005393710500844547	85	8.065893606118692e-05	58380.0	10.270935960591133	1.0	107.59763969866093	3319.0	1053820	non_targeting	
non-targeting_02573	1802	0.0017099694444971628	92	8.730143667799054e-05	19636.0	10.896781354051054	1.0	61.392646534123685	1213.0	1053820	non_targeting	
non-targeting_02577	3690	0.0035015467537150556	107	0.00010153536657114118	50270.0	13.62330623306233	1.0	98.74747075168423	1954.0	1053820	non_targeting	
non-targeting_02578	1346	0.0012772579757453835	99	9.394393729479418e-05	11452.0	8.50817236255572	1.0	28.04399020123814	310.0	1053820	non_targeting	
non-targeting_02580	459	0.00043555825473040935	41	3.89060750412784e-05	4588.0	9.995642701525055	1.0	38.4801109050158	640.0	1053820	non_targeting	
non-targeting_02595	1523	0.001445218348484561	56	5.314000493442903e-05	15739.0	10.334208798424163	1.0	65.63268971410571	889.0	1053820	non_targeting	
non-targeting_02597	1215	0.0011529483213452013	44	4.1752861019908525e-05	12955.0	10.662551440329219	1.0	60.573076949279375	914.0	1053820	non_targeting	
non-targeting_02600	937	0.0008891461539921429	62	5.883357689168928e-05	9227.0	9.847385272145145	1.0	41.99361104140251	541.0	1053820	non_targeting	
non-targeting_02602	5103	0.004842382949649845	135	0.0001281053690383557	84812.0	16.62002743484225	1.0	125.4480492381273	2649.0	1053820	non_targeting	
non-targeting_02607	6548	0.006213584862690023	102	9.67907232734243e-05	73530.0	11.229383017715334	1.0	113.71895413443602	3798.0	1053820	non_targeting	
non-targeting_02608	427	0.00040519253762502134	44	4.1752861019908525e-05	4013.0	9.398126463700235	1.0	26.48061986321277	195.0	1053820	non_targeting	
non-targeting_02610	2568	0.0024368487977073886	112	0.00010628000986885806	33644.0	13.101246105919003	1.0	77.04530385298798	1502.0	1053820	non_targeting	
non-targeting_02611	402	0.00038146932113643694	10	9.489286595433756e-06	2255.0	5.609452736318408	2.0	8.19168430423826	82.0	1053820	non_targeting	
non-targeting_02628	2737	0.0025972177411702187	95	9.014822265662067e-05	31137.0	11.376324442820607	1.0	72.3146778766174	1555.0	1053820	non_targeting	
non-targeting_02633	3103	0.0029445256305630943	89	8.445465069936042e-05	43803.0	14.116339026748308	1.0	97.39991847591143	2186.0	1053820	non_targeting	
non-targeting_02643	1564	0.0014841244235258393	51	4.839536163671215e-05	11265.0	7.202685421994885	1.0	50.92816733481213	1480.0	1053820	non_targeting	
non-targeting_02649	1938	0.0018390237421950619	84	7.971000740164354e-05	19975.0	10.307017543859649	1.0	59.228947980927806	962.0	1053820	non_targeting	
non-targeting_02654	2710	0.002571596667362548	100	9.489286595433756e-05	40097.0	14.795940959409593	1.0	89.84486045575372	1628.0	1053820	non_targeting	
non-targeting_02668	936	0.0008881972253325994	69	6.547607750849292e-05	8569.0	9.15491452991453	1.0	36.08904788930843	448.0	1053820	non_targeting	
non-targeting_02691	49	4.64975043176254e-05	3	2.8467859786301266e-06	231.0	4.714285714285714	1.0	13.872598155783104	85.0	1053820	non_targeting	
non-targeting_02694	3897	0.0036979749862405343	94	8.91992939970773e-05	50145.0	12.867590454195534	1.0	99.78348857613416	2135.0	1053820	non_targeting	
non-targeting_02705	604	0.0005731529103641988	30	2.8467859786301264e-05	4624.0	7.655629139072848	1.0	34.713786477767755	388.0	1053820	non_targeting	
non-targeting_02712	33812	0.032085175836480614	316	0.00029986145641570667	391127.0	11.567697858748373	1.0	154.73331985472285	6271.0	1053820	non_targeting	
non-targeting_02729	5954	0.005649921238921258	248	0.00023533430756675713	86559.0	14.53795767551226	1.0	87.85875150060141	1704.0	1053820	non_targeting	
non-targeting_02736	5610	0.005323489780038337	91	8.635250801844718e-05	61066.0	10.885204991087344	1.0	104.68085789327343	2859.0	1053820	non_targeting	
non-targeting_02741	1223	0.0011605397506215484	51	4.839536163671215e-05	16609.0	13.580539656582175	1.0	72.97094380711577	1060.0	1053820	non_targeting	
non-targeting_02748	9483	0.00899869047844983	110	0.00010438215254977131	147369.0	15.540335336918696	1.0	175.15564591972782	5057.0	1053820	non_targeting	
non-targeting_02764	11314	0.01073617885407375	268	0.00025431288075762463	155600.0	13.752872547286549	1.0	109.437543092145	2340.0	1053820	non_targeting	
non-targeting_02766	2245	0.002130344840674878	199	0.00018883680324913174	24712.0	11.007572383073496	1.0	38.37774312805973	495.0	1053820	non_targeting	
non-targeting_02773	1020	0.0009679072327342431	63	5.9782505551232656e-05	8338.0	8.174509803921568	1.0	32.550487741517614	337.0	1053820	non_targeting	
non-targeting_02776	2322	0.002203412347459718	125	0.00011861608244292195	30082.0	12.955211024978468	1.0	68.50268087936438	1465.0	1053820	non_targeting	
non-targeting_02777	4329	0.004107912167163273	108	0.00010248429523068456	58974.0	13.623007623007624	1.0	106.62038664719172	1911.0	1053820	non_targeting	
non-targeting_02778	1230	0.0011671822512383519	86	8.160786472073029e-05	10538.0	8.567479674796749	1.0	35.413238753520055	578.0	1053820	non_targeting	
non-targeting_02779	8902	0.008447362927255129	196	0.0001859900172705016	116144.0	13.046955740283082	1.0	109.53912580573639	3116.0	1053820	non_targeting	
non-targeting_02785	904	0.0008578315082272115	83	7.876107874210018e-05	11246.0	12.440265486725664	1.0	45.513549163426504	596.0	1053820	non_targeting	
non-targeting_02787	1570	0.0014898179954830996	96	9.109715131616405e-05	18821.0	11.987898089171974	1.0	54.80447451433288	777.0	1053820	non_targeting	
non-targeting_02789	31179	0.029586646675902904	310	0.00029416788445844644	413185.0	13.252028608999646	1.0	169.0060825917794	7409.0	1053820	non_targeting	
non-targeting_02790	648	0.0006149057713841073	58	5.503786225351578e-05	8697.0	13.421296296296296	1.0	53.39310866245384	781.0	1053820	non_targeting	
non-targeting_02794	5756	0.00546203336433167	139	0.0001319010836765292	77687.0	13.496699096594858	1.0	107.79202859025797	2116.0	1053820	non_targeting	
non-targeting_02799	1517	0.0014395247765273008	70	6.642500616803628e-05	16037.0	10.57152274225445	1.0	61.34612505972499	1078.0	1053820	non_targeting	
non-targeting_02802	2895	0.002747148469378072	94	8.91992939970773e-05	34461.0	11.90362694300518	1.0	81.4822868995613	1355.0	1053820	non_targeting	
non-targeting_02803	4942	0.004689605435463362	49	4.64975043176254e-05	50761.0	10.271347632537434	1.0	130.71358113046858	4031.0	1053820	non_targeting	
non-targeting_02811	1497	0.0014205462033364332	82	7.78121500825568e-05	19622.0	13.10754843019372	1.0	61.418131118821506	751.0	1053820	non_targeting	
non-targeting_02816	1314	0.0012468922586399954	88	8.350572203981705e-05	18751.0	14.270167427701674	1.0	64.17039419027387	865.0	1053820	non_targeting	
non-targeting_02820	5596	0.00531020477880473	106	0.0001005864379115978	77155.0	13.787526804860615	1.0	128.64424487177635	3919.0	1053820	non_targeting	
non-targeting_02821	1211	0.0011491526067070278	83	7.876107874210018e-05	11837.0	9.77456647398844	1.0	36.53471880946539	342.0	1053820	non_targeting	
non-targeting_02823	13526	0.012835209048983698	614	0.0005826421969596326	151141.0	11.17410912317019	1.0	64.6361813815701	1501.0	1053820	non_targeting	
non-targeting_02829	346	0.0003283293162020079	5	4.744643297716878e-06	3521.0	10.176300578034683	1.0	96.2333724946289	1689.0	1053820	non_targeting	
non-targeting_02830	7627	0.007237478886337325	113	0.00010722893852840144	94391.0	12.375901402910712	1.0	128.0308167363557	4175.0	1053820	non_targeting	
non-targeting_02836	2347	0.0022271355639483024	104	9.868858059251105e-05	30759.0	13.105666808691947	1.0	76.3804634713525	1259.0	1053820	non_targeting	
non-targeting_02840	1390	0.001319010836765292	79	7.496536410392667e-05	12726.0	9.155395683453238	1.0	41.957261867340506	802.0	1053820	non_targeting	
non-targeting_02845	1536	0.0014575544210586248	65	6.168036287031941e-05	21542.0	14.024739583333334	1.0	76.91437448576404	1129.0	1053820	non_targeting	
non-targeting_02872	3008	0.0028543774079064737	104	9.868858059251105e-05	33349.0	11.086768617021276	1.0	74.16649513400522	1392.0	1053820	non_targeting	
non-targeting_02877	3391	0.0032178170845115865	158	0.00014993072820785333	45480.0	13.41197286936007	1.0	72.30537788750082	1008.0	1053820	non_targeting	
non-targeting_02879	6409	0.0060816837790134935	132	0.00012525858305972558	89768.0	14.00655328444375	1.0	120.12900417751426	2256.0	1053820	non_targeting	
non-targeting_02894	15015	0.014248163823043784	320	0.0003036571710538802	198706.0	13.233832833832833	1.0	115.68735354577123	3533.0	1053820	non_targeting	
non-targeting_02896	245	0.00023248752158812702	17	1.6131787212237384e-05	1570.0	6.408163265306122	1.0	13.448796877146005	119.0	1053820	non_targeting	
non-targeting_02900	10	9.489286595433756e-06	0	0.0	11.0	1.1	1.0	0.3	2.0	1053820	non_targeting	
non-targeting_02908	1873	0.0017773433793247424	120	0.00011387143914520506	19430.0	10.373731980779498	1.0	46.55940402722925	939.0	1053820	non_targeting	
non-targeting_02923	9295	0.008820291890455675	214	0.00020307073314228236	117000.0	12.587412587412587	1.0	108.64694500134412	2628.0	1053820	non_targeting	
non-targeting_02937	1781	0.0016900419426467519	127	0.00012051393976200869	28772.0	16.154969118472767	1.0	74.28748665118262	1146.0	1053820	non_targeting	
non-targeting_02949	2446	0.0023210795012430967	57	5.408893359397241e-05	28823.0	11.783728536385937	1.0	93.82623113270272	1670.0	1053820	non_targeting	
non-targeting_02957	2508	0.002379913078134786	126	0.00011956501110246531	39021.0	15.558612440191387	1.0	87.95755823705679	1705.0	1053820	non_targeting	
non-targeting_02960	2338	0.002218595206012412	71	6.737393482757967e-05	28618.0	12.240376390076989	1.0	81.42969937510675	1074.0	1053820	non_targeting	
non-targeting_02963	0	0.0	0	0.0	0.0				0.0	1053820	non_targeting	
non-targeting_02983	4997	0.004741796511738248	92	8.730143667799054e-05	53853.0	10.777066239743846	1.0	102.39629158654438	2385.0	1053820	non_targeting	
non-targeting_02989	18667	0.01771365128769619	174	0.00016511358676054734	349491.0	18.722397814324744	1.0	271.46034535707184	12861.0	1053820	non_targeting	
non-targeting_02996	8461	0.0080288853883965	252	0.00023913002220493063	93723.0	11.077059449237678	1.0	84.80674287780163	2362.0	1053820	non_targeting	
non-targeting_02999	979	0.0009290011576929646	68	6.452714884894954e-05	12370.0	12.635342185903983	1.0	56.50381509858394	804.0	1053820	non_targeting	
non-targeting_03001	4024	0.003818488926002543	135	0.0001281053690383557	71876.0	17.86182902584493	1.0	120.15466256710516	2924.0	1053820	non_targeting	
non-targeting_03004	4696	0.004456168985215691	104	9.868858059251105e-05	68955.0	14.6837734241908	1.0	124.01152729462395	2676.0	1053820	non_targeting	
non-targeting_03006	5439	0.00516122297925642	122	0.00011576929646429182	77232.0	14.199669056811913	1.0	133.98958912682266	3802.0	1053820	non_targeting	
non-targeting_03012	1994	0.0018921637471294907	62	5.883357689168928e-05	36439.0	18.27432296890672	1.0	129.20302914750366	2333.0	1053820	non_targeting	
non-targeting_03027	6818	0.0064697956007667345	98	9.29950086352508e-05	92899.0	13.625550014667057	1.0	133.80823495378473	2826.0	1053820	non_targeting	
non-targeting_03035	1030	0.0009773965193296769	100	9.489286595433756e-05	11385.0	11.053398058252426	1.0	37.79728843085235	550.0	1053820	non_targeting	
non-targeting_03037	1412	0.0013398872672752463	154	0.00014613501356967984	15117.0	10.706090651558073	1.0	31.873988653848507	484.0	1053820	non_targeting	
non-targeting_03045	2215	0.002101876980888577	98	9.29950086352508e-05	28571.0	12.898871331828442	1.0	78.01699573816128	1676.0	1053820	non_targeting	
non-targeting_03049	2010	0.0019073466056821848	83	7.876107874210018e-05	17981.0	8.945771144278607	1.0	53.2371353626326	1052.0	1053820	non_targeting	
non-targeting_03054	1045	0.0009916304492228274	65	6.168036287031941e-05	10964.0	10.491866028708134	1.0	46.38374551191515	434.0	1053820	non_targeting	
non-targeting_03060	718	0.0006813307775521436	35	3.321250308401814e-05	8325.0	11.594707520891365	1.0	60.289518066598916	1031.0	1053820	non_targeting	
non-targeting_03063	6884	0.006532424892296597	93	8.825036533753392e-05	77577.0	11.269174898314933	1.0	131.2176969566706	4388.0	1053820	non_targeting	
non-targeting_03068	1268	0.0012032415403010002	85	8.065893606118692e-05	13657.0	10.770504731861198	1.0	42.727755081672356	460.0	1053820	non_targeting	
non-targeting_03080	1391	0.0013199597654248354	96	9.109715131616405e-05	15277.0	10.98274622573688	1.0	44.37703295459177	494.0	1053820	non_targeting	
non-targeting_03081	3210	0.0030460609971342356	91	8.635250801844718e-05	35550.0	11.074766355140186	1.0	78.0442163516445	1438.0	1053820	non_targeting	
non-targeting_03097	27	2.562107380767114e-05	1	9.489286595433756e-07	172.0	6.37037037037037	1.0	20.32358263136539	108.0	1053820	non_targeting	
non-targeting_03108	65	6.168036287031941e-05	0	0.0	150.0	2.3076923076923075	2.0	1.635407048113023	7.0	1053820	non_targeting	
non-targeting_03123	512	0.0004858514736862083	49	4.64975043176254e-05	4862.0	9.49609375	1.0	44.653045987829444	900.0	1053820	non_targeting	
non-targeting_03124	827	0.0007847640014423716	88	8.350572203981705e-05	6397.0	7.735187424425635	1.0	17.88810464646112	142.0	1053820	non_targeting	
non-targeting_03129	473	0.0004488432559640166	49	4.64975043176254e-05	5323.0	11.253699788583509	1.0	34.71105605301851	403.0	1053820	non_targeting	
non-targeting_03141	14937	0.0141741473875994	216	0.00020496859046136912	190625.0	12.76193345383946	1.0	135.26289727100212	4105.0	1053820	non_targeting	
non-targeting_03155	1475	0.001399669772826479	64	6.073143421077604e-05	17785.0	12.057627118644067	1.0	68.15843010493592	936.0	1053820	non_targeting	
non-targeting_03158	1682	0.0015960980053519576	84	7.971000740164354e-05	17525.0	10.419143876337694	1.0	53.605782957149124	1010.0	1053820	non_targeting	
non-targeting_03171	2183	0.0020715112637831887	78	7.401643544438329e-05	28901.0	13.239120476408612	1.0	88.59688356753678	1925.0	1053820	non_targeting	
non-targeting_03197	787	0.0007468068550606366	31	2.941678844584464e-05	4819.0	6.123252858958069	1.0	8.49882602496629	63.0	1053820	non_targeting	
non-targeting_03198	276	0.00026190431003397167	36	3.4161431743561516e-05	3386.0	12.268115942028986	1.0	28.64248386501373	163.0	1053820	non_targeting	
non-targeting_03203	3278	0.003110588145983185	165	0.00015657322882465697	29666.0	9.050030506406346	1.0	52.77815068230274	1473.0	1053820	non_targeting	
non-targeting_03205	12875	0.01221745649162096	175	0.00016606251542009072	193209.0	15.00652427184466	1.0	157.5592745793708	3943.0	1053820	non_targeting	
non-targeting_03216	1391	0.0013199597654248354	96	9.109715131616405e-05	19109.0	13.737598849748382	1.0	58.875999679865245	689.0	1053820	non_targeting	
non-targeting_03219	2242	0.0021274980546962478	117	0.00011102465316657493	33757.0	15.05664585191793	1.0	75.34390319940034	1149.0	1053820	non_targeting	
non-targeting_03223	12013	0.01139947998709457	152	0.00014423715625059308	159808.0	13.302921834679097	1.0	154.78659585972218	6051.0	1053820	non_targeting	
non-targeting_03231	6247	0.005927957336167467	126	0.00011956501110246531	85181.0	13.635505042420363	1.0	120.51454638351449	2596.0	1053820	non_targeting	
non-targeting_03238	10105	0.009588924104685809	349	0.00033117610218063806	152692.0	15.1105393369619	1.0	97.45610185602467	1719.0	1053820	non_targeting	
non-targeting_03240	6129	0.005815983754341348	84	7.971000740164354e-05	87979.0	14.354543971284059	1.0	151.91820785846613	4083.0	1053820	non_targeting	
non-targeting_03246	4237	0.0040206107304852825	154	0.00014613501356967984	69758.0	16.46400755251357	1.0	109.1980721740157	2020.0	1053820	non_targeting	
non-targeting_03249	3672	0.003484466037843275	80	7.591429276347005e-05	59072.0	16.08714596949891	1.0	131.70871558366903	2330.0	1053820	non_targeting	
non-targeting_03262	4619	0.004383101478430852	61	5.788464823214591e-05	73729.0	15.962113011474345	1.0	216.35422069732715	7234.0	1053820	non_targeting	
non-targeting_03269	8908	0.008453056499212389	110	0.00010438215254977131	133658.0	15.004265828468792	1.0	184.35229759095867	6668.0	1053820	non_targeting	
non-targeting_03273	1619	0.001536315499800725	39	3.7008217722191643e-05	18936.0	11.69610870907968	1.0	88.6385129051356	1828.0	1053820	non_targeting	
non-targeting_03284	1288	0.0012222201134918676	60	5.693571957260253e-05	15900.0	12.34472049689441	1.0	64.31982239459455	801.0	1053820	non_targeting	
non-targeting_03290	676	0.0006414757738513219	48	4.5548575658082026e-05	5523.0	8.170118343195266	1.0	27.735048117297993	290.0	1053820	non_targeting	
non-targeting_03294	5743	0.005449697291757606	71	6.737393482757967e-05	79793.0	13.893957861744733	1.0	143.58823949540275	3536.0	1053820	non_targeting	
non-targeting_03296	6853	0.006503008103850753	178	0.00016890930139872083	87233.0	12.729169706697796	1.0	96.37432746108219	2005.0	1053820	non_targeting	
non-targeting_03306	1748	0.0016587272968818204	73	6.927179214666641e-05	22863.0	13.079519450800916	1.0	75.04943430633186	869.0	1053820	non_targeting	
non-targeting_03315	21099	0.02002144578770568	178	0.00016890930139872083	255890.0	12.12806294137163	1.0	171.35357669887338	6607.0	1053820	non_targeting	
non-targeting_03318	4753	0.004510257918809664	128	0.00012146286842155207	60831.0	12.798443088575636	1.0	91.39368686072805	1719.0	1053820	non_targeting	
non-targeting_03319	784	0.0007439600690820064	69	6.547607750849292e-05	5690.0	7.25765306122449	1.0	14.260421989134997	101.0	1053820	non_targeting	
non-targeting_03323	5585	0.005299766563549752	81	7.686322142301341e-05	70596.0	12.64028648164727	1.0	149.49041482495608	5749.0	1053820	non_targeting	
non-targeting_03342	4603	0.004367918619878158	88	8.350572203981705e-05	49531.0	10.760590918965892	1.0	93.37056372638443	2152.0	1053820	non_targeting	
non-targeting_03345	400	0.00037957146381735024	23	2.1825359169497636e-05	2410.0	6.025	1.0	9.80200872270577	88.0	1053820	non_targeting	
non-targeting_03347	2364	0.0022432673511605396	83	7.876107874210018e-05	27952.0	11.824027072758037	1.0	80.02228114862376	2121.0	1053820	non_targeting	
non-targeting_03358	1115	0.0010580554553908637	119	0.00011292251048566169	10146.0	9.099551569506726	1.0	25.68288763530494	359.0	1053820	non_targeting	
non-targeting_03368	2175	0.0020639198345068417	122	0.00011576929646429182	21603.0	9.932413793103448	1.0	52.3935376590136	1033.0	1053820	non_targeting	
non-targeting_03370	9000	0.00854035793589038	132	0.00012525858305972558	139666.0	15.518444444444444	1.0	158.18502069068862	3391.0	1053820	non_targeting	
non-targeting_03393	750	0.0007116964946575317	41	3.89060750412784e-05	6755.0	9.006666666666666	1.0	36.53931155466519	359.0	1053820	non_targeting	
non-targeting_03394	2659	0.0025232013057258354	98	9.29950086352508e-05	39707.0	14.933057540428733	1.0	93.97949350277462	1503.0	1053820	non_targeting	
non-targeting_03398	439	0.00041657968153954185	37	3.5110360403104896e-05	4517.0	10.289293849658314	1.0	50.67418503425898	744.0	1053820	non_targeting	
non-targeting_03404	1239	0.0011757226091742422	58	5.503786225351578e-05	12490.0	10.080710250201776	1.0	51.68327153028754	920.0	1053820	non_targeting	
non-targeting_03424	9370	0.008891461539921429	288	0.00027329145394849213	120081.0	12.81547491995731	1.0	89.13540594494884	1706.0	1053820	non_targeting	
non-targeting_03426	821	0.0007790704294851113	55	5.2191076274885654e-05	7350.0	8.95249695493301	1.0	34.1805257463053	350.0	1053820	non_targeting	
non-targeting_03438	4275	0.00405667001954793	181	0.00017175608737735097	47607.0	11.136140350877193	1.0	61.507796807754744	902.0	1053820	non_targeting	
non-targeting_03449	7366	0.006989808506196504	115	0.00010912679584748818	102595.0	13.928183546022264	1.0	152.7433899472005	6595.0	1053820	non_targeting	
non-targeting_03454	119	0.00011292251048566169	7	6.6425006168036285e-06	1930.0	16.218487394957982	1.0	96.9120852280986	987.0	1053820	non_targeting	
non-targeting_03471	1869	0.001773547664686569	106	0.0001005864379115978	33218.0	17.773140716960942	1.0	91.78588913576539	1359.0	1053820	non_targeting	
non-targeting_03473	910	0.0008635250801844718	87	8.255679338027367e-05	10421.0	11.451648351648352	1.0	38.9437657769165	381.0	1053820	non_targeting	
non-targeting_03475	3593	0.0034095006737393484	73	6.927179214666641e-05	47536.0	13.230169774561647	1.0	118.85157003531695	2391.0	1053820	non_targeting	
non-targeting_03478	402	0.00038146932113643694	23	2.1825359169497636e-05	2407.0	5.987562189054726	1.0	9.541339462239812	58.0	1053820	non_targeting	
non-targeting_03479	82	7.78121500825568e-05	0	0.0	316.0	3.8536585365853657	1.0	5.475270237722122	24.0	1053820	non_targeting	
non-targeting_03482	6161	0.0058463494714467365	126	0.00011956501110246531	74550.0	12.100308391494886	1.0	104.68948219424597	2786.0	1053820	non_targeting	
non-targeting_03483	5721	0.005428820861247651	188	0.0001783985879941546	67348.0	11.772067820311134	1.0	78.09767007883332	1922.0	1053820	non_targeting	
non-targeting_03484	42186	0.04003150443149684	550	0.0005219107627488566	568208.0	13.469112975868772	1.0	165.061667006321	9198.0	1053820	non_targeting	
non-targeting_03486	1570	0.0014898179954830996	68	6.452714884894954e-05	26936.0	17.15668789808917	1.0	105.89938577490106	1926.0	1053820	non_targeting	
non-targeting_03491	3202	0.0030384695678578886	78	7.401643544438329e-05	45432.0	14.188632104934417	1.0	127.00043042195011	4117.0	1053820	non_targeting	
non-targeting_03492	8092	0.007678730713024995	97	9.204607997570743e-05	98848.0	12.215521502718735	1.0	147.39904348092915	4815.0	1053820	non_targeting	
non-targeting_03500	12117	0.011498168567687081	96	9.109715131616405e-05	147600.0	12.181232978460015	1.0	180.09192631525676	8667.0	1053820	non_targeting	
non-targeting_03514	653	0.0006196504146818243	66	6.262929152986279e-05	9390.0	14.379785604900459	1.0	53.07188071347689	813.0	1053820	non_targeting	
non-targeting_03523	13480	0.012791558330644702	239	0.00022679394963086676	183167.0	13.588056379821959	1.0	144.85243373049235	6365.0	1053820	non_targeting	
non-targeting_03525	11493	0.010906037084132014	372	0.0003530014613501357	171833.0	14.951100669973027	1.0	110.04577823390878	2576.0	1053820	non_targeting	
non-targeting_03530	1767	0.0016767569414131447	62	5.883357689168928e-05	25195.0	14.258630447085455	1.0	86.84836034337428	1239.0	1053820	non_targeting	
non-targeting_03549	5258	0.0049894668918790686	134	0.00012715644037881231	79768.0	15.170787371624192	1.0	120.82739090737775	2559.0	1053820	non_targeting	
non-targeting_03552	230	0.00021825359169497637	24	2.2774287829041013e-05	1994.0	8.669565217391304	1.0	25.672594672184353	312.0	1053820	non_targeting	
non-targeting_03553	3619	0.003434172818887476	83	7.876107874210018e-05	44046.0	12.170765404807957	1.0	95.22568481864168	2260.0	1053820	non_targeting	
non-targeting_03554	2440	0.0023153859292858363	66	6.262929152986279e-05	34200.0	14.01639344262295	1.0	111.35962888035232	2063.0	1053820	non_targeting	
non-targeting_03555	354	0.00033592074547835496	24	2.2774287829041013e-05	3486.0	9.847457627118644	1.0	69.32637465171462	1274.0	1053820	non_targeting	
non-targeting_03560	415	0.00039380539371050083	48	4.5548575658082026e-05	3749.0	9.033734939759036	1.0	23.135302795680357	147.0	1053820	non_targeting	
non-targeting_03572	1552	0.001472737279611319	43	4.0803932360365144e-05	15247.0	9.82409793814433	1.0	75.78635435827643	1558.0	1053820	non_targeting	
non-targeting_03581	6781	0.006434685240363629	113	0.00010722893852840144	96358.0	14.209998525291255	1.0	142.56568221207792	5053.0	1053820	non_targeting	
non-targeting_03591	8025	0.007615152492835588	211	0.00020022394716365225	122042.0	15.20772585669782	1.0	121.06000917698246	3186.0	1053820	non_targeting	
non-targeting_03600	2356	0.0022356759218841926	99	9.394393729479418e-05	28051.0	11.906196943972835	1.0	67.69020321917016	1389.0	1053820	non_targeting	
non-targeting_03605	3048	0.0028923345542882085	116	0.00011007572450703156	40912.0	13.42257217847769	1.0	104.36048801630193	3475.0	1053820	non_targeting	
non-targeting_03614	1732	0.0016435444383291265	75	7.116964946575316e-05	19265.0	11.122979214780601	1.0	56.590812818975046	813.0	1053820	non_targeting	
non-targeting_03616	131	0.0001243096544001822	2	1.8978573190867511e-06	910.0	6.9465648854961835	1.0	47.67051563303121	468.0	1053820	non_targeting	
non-targeting_03617	1220	0.0011576929646429182	85	8.065893606118692e-05	16857.0	13.817213114754098	1.0	57.56739627206311	724.0	1053820	non_targeting	
non-targeting_03623	208	0.0001973771611850221	11	1.0438215254977131e-05	1291.0	6.206730769230769	1.0	11.547167188594827	57.0	1053820	non_targeting	
non-targeting_03624	1154	0.0010950636731130554	72	6.832286348712303e-05	8971.0	7.773830155979203	1.0	32.380455646272715	484.0	1053820	non_targeting	
non-targeting_03627	852	0.0008084872179309559	71	6.737393482757967e-05	9273.0	10.883802816901408	1.0	37.51599809731995	303.0	1053820	non_targeting	
non-targeting_03629	690	0.0006547607750849291	77	7.306750678483992e-05	7926.0	11.486956521739131	1.0	47.48971486831093	990.0	1053820	non_targeting	
