guide_id	gene_name	log2_fc	p_value	dataset	lab
SMARCD1#chr12:50085258-50085276(-)	SMARCD1	0.048959702	0.7887418020029138	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SMARCD1#chr12:50085598-50085616(+)	SMARCD1	0.10739105	0.7723333905411787	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SMARCD1#chr12:50085594-50085612(+)	SMARCD1	-0.80862933	8.628206127796348e-08	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SMARCD1#chr12:50085680-50085698(+)	SMARCD1	-0.16237701	0.1890991761833482	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SMARCD2#chr17:63842670-63842688(-)	SMARCD2	-0.7946022	4.022897320730415e-07	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SMARCD2#chr17:63842700-63842718(-)	SMARCD2	-0.7040495	4.0325964394306083e-13	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SMARCD2#chr17:63842721-63842739(-)	SMARCD2	-0.40682268	0.0044768744201217	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SMARCD2#chr17:63842687-63842705(-)	SMARCD2	-0.48415902	0.0004196292740801	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SMARCD2#chr17:63842945-63842963(+)	SMARCD2	-0.57875144	2.5391665198668884e-07	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SMARCD2#chr17:63842942-63842960(+)	SMARCD2	-2.3452625	3.090272684724964e-08	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SUZ12#chr17:31937137-31937155(-)	SUZ12	-1.0151634	0.0002964519266915	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SUZ12#chr17:31937142-31937160(-)	SUZ12	-0.54641485	0.1352978213315487	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SUZ12#chr17:31937193-31937211(+)	SUZ12	0.035292003	0.8161088349191983	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SUZ12#chr17:31937204-31937222(+)	SUZ12	0.4194255	0.161201480778409	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SUZ12#chr17:31937369-31937387(+)	SUZ12	-0.15643972	0.4690422582880642	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
SUZ12#chr17:31937316-31937334(+)	SUZ12	-0.4251694	0.004526689547644	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:56918702-56918720(-)	TCF12	-0.22809184	0.0041414758611437	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:56918698-56918716(+)	TCF12	-0.44943056	6.504616637073199e-13	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:56918718-56918736(+)	TCF12	-0.110597625	0.06902069982914	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:56918695-56918713(+)	TCF12	-0.36308995	1.3203949130822627e-05	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:56918970-56918988(-)	TCF12	-0.15070748	0.4327393400181383	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:56918689-56918707(-)	TCF12	-0.96197695	5.771956438620059e-26	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:57219458-57219476(+)	TCF12	0.12960902	0.1367560073957105	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:57219545-57219563(-)	TCF12	-0.047804922	0.5814081467566825	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:57219540-57219558(-)	TCF12	0.0038487518	0.9667556301111988	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:57219532-57219550(+)	TCF12	0.10167005	0.2256199484963816	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:57219656-57219674(+)	TCF12	-0.04487486	0.6886708334540035	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF12#chr15:57219562-57219580(+)	TCF12	-0.05691145	0.585687091477255	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L1#chr2:85133442-85133460(+)	TCF7L1	-0.51422787	2.1088787524221083e-34	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L1#chr2:85133581-85133599(+)	TCF7L1	-0.12767714	0.0377528338596318	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L1#chr2:85133469-85133487(-)	TCF7L1	-0.4695319	1.9117476763385704e-10	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L1#chr2:85133856-85133874(+)	TCF7L1	-0.10805858	0.3021450152178737	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L1#chr2:85133584-85133602(+)	TCF7L1	-0.20419662	0.0060377894040467	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L1#chr2:85133800-85133818(+)	TCF7L1	-0.7456573	9.192011558726057e-08	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L2#chr10:112950266-112950284(-)	TCF7L2	-0.20269221	0.3176653469567307	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L2#chr10:112950282-112950300(-)	TCF7L2	-0.71371865	2.139091580249897e-11	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L2#chr10:112950277-112950295(-)	TCF7L2	-0.21158937	0.0022741583828737	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L2#chr10:112950246-112950264(-)	TCF7L2	-0.4616158	9.142589480260402e-19	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L2#chr10:112950297-112950315(-)	TCF7L2	-1.0340004	1.0978992379935752e-23	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7L2#chr10:112950261-112950279(-)	TCF7L2	-0.74480873	5.9038215119343774e-08	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7#chr5:134114699-134114717(-)	TCF7	-0.2508391	0.373446302495047	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7#chr5:134114769-134114787(-)	TCF7	-0.1049653	0.7943620055767163	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7#chr5:134115497-134115515(+)	TCF7	-2.1038585	0.004636215858211	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7#chr5:134114704-134114722(+)	TCF7	-0.7014953	0.0301643446749428	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7#chr5:134115500-134115518(+)	TCF7	-0.6877675	0.3702540145691491	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
TCF7#chr5:134114765-134114783(-)	TCF7	-0.1598974	0.4998566805641475	Hon_WTC11-benchmark_TF-Perturb-seq	Hon
CD81#strong	CD81	-2.1571507	6.446118786912221e-129	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CD81#weak	CD81	-1.9515084	9.953291195945669e-171	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CD55#strong	CD55	-2.4459395	1.0893197576347691e-31	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NGFRAP1#B	NGFRAP1	-1.5663488	1.1482511564096021e-109	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NGFRAP1#A	NGFRAP1	-2.355461	0.0	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
TFRC#A	TFRC	-1.9892117	2.703990157761241e-199	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
AFF4#chr5:132963540-132963558(+)	AFF4	-1.1021218	9.015258890195142e-21	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
AFF4#chr5:132963579-132963597(-)	AFF4	-1.2814499	8.656501138191815e-16	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
AFF4#chr5:132963567-132963585(+)	AFF4	-0.89251155	3.5860346383374495e-18	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
AFF4#chr5:132963620-132963638(+)	AFF4	-0.93019557	1.6139779999732365e-19	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
AFF4#chr5:132963570-132963588(+)	AFF4	-2.6734936	1.811079712535851e-30	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
AFF4#chr5:132963573-132963591(+)	AFF4	-0.14156848	0.2066468951178214	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1A#chr1:26696017-26696035(-)	ARID1A	-0.40142235	3.3786843373159905e-06	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1A#chr1:26696019-26696037(+)	ARID1A	-0.21797675	0.0532747206133812	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1A#chr1:26696255-26696273(+)	ARID1A	-0.517145	6.728805208871113e-07	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1A#chr1:26696034-26696052(+)	ARID1A	-0.54864466	0.0004741225968085	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1A#chr1:26696464-26696482(-)	ARID1A	-0.38470992	9.934619562912203e-11	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1A#chr1:26696089-26696107(-)	ARID1A	-0.40715826	2.1365212047308053e-05	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156777673-156777691(-)	ARID1B	-0.17468013	1.0806233450625375e-05	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156777991-156778009(+)	ARID1B	-0.7288014	7.125061328978507e-30	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156777838-156777856(+)	ARID1B	-0.14123848	0.0204435125196923	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156777663-156777681(+)	ARID1B	0.052721597	0.2640155888644099	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156777978-156777996(+)	ARID1B	-0.29861516	0.0039195757278272	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156777964-156777982(+)	ARID1B	-0.48609674	1.3900009731516002e-11	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156779148-156779166(+)	ARID1B	-0.26254123	0.0067693439067533	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156779041-156779059(-)	ARID1B	-0.07441683	0.2558482918827321	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156779151-156779169(+)	ARID1B	-0.32119215	0.0002656251473769	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156779179-156779197(-)	ARID1B	-0.55385005	6.7993602009528035e-18	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156779185-156779203(-)	ARID1B	-0.18257909	0.0252349657929316	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARID1B#chr6:156779212-156779230(+)	ARID1B	-0.2546712	0.0002752441167266	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARNT#chr1:150876336-150876354(-)	ARNT	0.34946987	0.6503508048699196	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARNT#chr1:150876694-150876712(+)	ARNT	-0.58921707	0.03685151724024	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARNT#chr1:150876534-150876552(-)	ARNT	-2.4325764	3.418275751822884e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARNT#chr1:150876496-150876514(-)	ARNT	-0.9852813	1.480677658848372e-05	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARNT#chr1:150876545-150876563(-)	ARNT	-1.1295596	6.220305990402363e-06	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
ARNT#chr1:150876540-150876558(-)	ARNT	-1.2715739	1.2173513112075564e-05	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CLOCK#chr4:55546719-55546737(+)	CLOCK	-0.87381333	0.0001144488285896	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CLOCK#chr4:55546809-55546827(-)	CLOCK	-0.771015	0.0011862893368386	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CLOCK#chr4:55546763-55546781(+)	CLOCK	-0.6876712	0.111605293204784	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CLOCK#chr4:55546778-55546796(+)	CLOCK	-0.76605636	0.0003142488703741	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CLOCK#chr4:55546817-55546835(-)	CLOCK	-0.5505338	0.007291691721135	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CLOCK#chr4:55546775-55546793(+)	CLOCK	-0.5460068	0.0125134468131209	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CREBBP#chr16:3880184-3880202(-)	CREBBP	-0.15920739	0.1477385831106855	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CREBBP#chr16:3880190-3880208(+)	CREBBP	-0.0888449	0.3196947252453967	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CREBBP#chr16:3880623-3880641(+)	CREBBP	-0.8704838	0.000708322246336	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CREBBP#chr16:3880650-3880668(-)	CREBBP	-0.77685094	2.4942941813120932e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CREBBP#chr16:3880675-3880693(+)	CREBBP	-0.85753304	2.47149714290328e-10	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CREBBP#chr16:3880656-3880674(+)	CREBBP	-1.2225218	9.748524481353746e-07	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CTNNB1#chr3:41199530-41199548(+)	CTNNB1	-1.3998593	6.643430527127725e-14	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CTNNB1#chr3:41199540-41199558(+)	CTNNB1	-0.7365689	0.1998993738115187	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CTNNB1#chr3:41199687-41199705(-)	CTNNB1	-1.3957433	9.679153932717756e-17	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CTNNB1#chr3:41199513-41199531(+)	CTNNB1	-1.4383239	1.833796686149388e-19	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CTNNB1#chr3:41199692-41199710(-)	CTNNB1	-1.2587208	9.274860037168566e-19	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
CTNNB1#chr3:41199511-41199529(-)	CTNNB1	-0.61485404	2.481503672520866e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EED#chr11:86244792-86244810(+)	EED	-0.48715457	0.0287924440685477	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EED#chr11:86244781-86244799(+)	EED	-0.79157174	0.0036422723552977	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EED#chr11:86244814-86244832(+)	EED	-0.73561716	0.0046376150105953	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EED#chr11:86244776-86244794(+)	EED	-0.6850781	0.0083922122752556	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EED#chr11:86244821-86244839(+)	EED	-0.38201213	0.242016519507585	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EED#chr11:86245196-86245214(+)	EED	-0.4542921	0.2081301419093018	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EP300#chr22:41091729-41091747(-)	EP300	-0.58085513	0.0008785206158634	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EP300#chr22:41091738-41091756(+)	EP300	-0.72652394	7.512939555786311e-07	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EP300#chr22:41091897-41091915(+)	EP300	-0.36703053	0.0175554137484478	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EP300#chr22:41091822-41091840(+)	EP300	-0.8144898	1.4195069493710274e-06	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EP300#chr22:41092885-41092903(-)	EP300	-0.19558084	0.1144082880466436	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EP300#chr22:41091732-41091750(+)	EP300	-0.5131245	0.0180086218471963	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EZH2#chr7:148883770-148883788(+)	EZH2	-0.92202127	3.80290872090495e-14	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EZH2#chr7:148884246-148884264(+)	EZH2	-1.1396239	5.091979938710348e-07	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EZH2#chr7:148884043-148884061(+)	EZH2	-0.95003355	1.999210021062617e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EZH2#chr7:148884274-148884292(+)	EZH2	-1.9779636	2.8016455808344155e-14	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EZH2#chr7:148884256-148884274(-)	EZH2	-1.1541034	1.1766621655915832e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
EZH2#chr7:148883814-148883832(-)	EZH2	-1.4778447	2.1307046530938e-12	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HDAC1#chr1:32292165-32292183(+)	HDAC1	-1.7717893	1.195214653486359e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HDAC1#chr1:32292131-32292149(+)	HDAC1	-1.6912054	1.979501333235452e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HDAC1#chr1:32292504-32292522(+)	HDAC1	-1.8344576	0.0012349249642105	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HDAC1#chr1:32292127-32292145(+)	HDAC1	-1.6705518	1.4374240650599685e-13	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HDAC1#chr1:32292593-32292611(-)	HDAC1	-1.8250451	7.403490643689134e-05	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HDAC1#chr1:32292175-32292193(+)	HDAC1	-1.7804781	8.625084420247146e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HIF1A#chr14:61695524-61695542(+)	HIF1A	-0.9046538	0.0162165902355418	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HIF1A#chr14:61695519-61695537(+)	HIF1A	-2.1042664	4.638369000329779e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HIF1A#chr14:61695556-61695574(-)	HIF1A	-2.2438922	1.652117463594158e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HIF1A#chr14:61695530-61695548(-)	HIF1A	-2.143393	8.312864415883383e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HIF1A#chr14:61695592-61695610(-)	HIF1A	-0.8502474	0.0034400576906392	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HIF1A#chr14:61695605-61695623(-)	HIF1A	-2.3371224	2.175223891401093e-09	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HMGA2#chr12:65825064-65825082(-)	HMGA2	-1.4349478	6.361254346014275e-29	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HMGA2#chr12:65825073-65825091(+)	HMGA2	-0.7147336	5.0023688388834144e-20	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HMGA2#chr12:65825085-65825103(+)	HMGA2	-1.342674	8.822488439811841e-20	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HMGA2#chr12:65825083-65825101(-)	HMGA2	-1.5560564	1.1008168965523179e-29	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HMGA2#chr12:65825182-65825200(-)	HMGA2	-1.3842026	2.968873542200803e-21	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
HMGA2#chr12:65825304-65825322(-)	HMGA2	-1.4204528	3.300216414758307e-22	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
JARID2#chr6:15246061-15246079(-)	JARID2	-0.25822884	0.041228044033945	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
JARID2#chr6:15246032-15246050(-)	JARID2	-0.21208395	0.0086190641374965	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
JARID2#chr6:15246064-15246082(-)	JARID2	-0.17256087	0.0255262965982918	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
JARID2#chr6:15245952-15245970(+)	JARID2	-0.14881629	0.0441025613440438	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
JARID2#chr6:15246067-15246085(-)	JARID2	-0.28454214	0.0005596035109445	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
JARID2#chr6:15246019-15246037(+)	JARID2	-0.15163508	0.1424397240916033	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
KLF6#chr10:3784753-3784771(+)	KLF6	-0.5232351	0.1392854316783516	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
KLF6#chr10:3784981-3784999(+)	KLF6	-2.460207	6.131497470528122e-07	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
KLF6#chr10:3784794-3784812(-)	KLF6	-0.945743	0.0002846187784903	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
KLF6#chr10:3784955-3784973(+)	KLF6	-1.3998245	0.00115512648071	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
KLF6#chr10:3784918-3784936(+)	KLF6	-2.1636188	5.731401665677055e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
KLF6#chr10:3784756-3784774(+)	KLF6	-0.669829	0.1037889583872748	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
MYC#chr8:127735640-127735658(-)	MYC	0.03846696	0.8987147488027827	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
MYC#chr8:127736682-127736700(+)	MYC	0.05235885	0.8265044133258065	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
MYC#chr8:127736042-127736060(+)	MYC	-0.57023346	0.1846485024798179	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
MYC#chr8:127736323-127736341(+)	MYC	-0.45293158	0.2949894481981923	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
MYC#chr8:127736243-127736261(+)	MYC	-1.269923	0.038773180966204	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
MYC#chr8:127735559-127735577(-)	MYC	-0.5732921	0.0820370154509658	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NANOG#chr12:7789786-7789804(-)	NANOG	0.21487536	0.6748779781602444	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NANOG#chr12:7789901-7789919(-)	NANOG	-0.29331645	0.3904474770774041	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NANOG#chr12:7789867-7789885(-)	NANOG	-0.040851064	0.82567905800222	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NANOG#chr12:7789912-7789930(+)	NANOG	0.4412251	0.0181008927956783	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NANOG#chr12:7789883-7789901(+)	NANOG	-0.9773716	0.106295742996515	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NANOG#chr12:7789847-7789865(-)	NANOG	-1.0888386	0.0568147515038892	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NFIB#chr9:14314037-14314055(+)	NFIB	-1.6376716	2.132568722775944e-24	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NFIB#chr9:14314558-14314576(-)	NFIB	-0.78647166	3.6936563311459103e-10	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NFIB#chr9:14314053-14314071(+)	NFIB	-1.9487342	1.5522000715964093e-08	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NFIB#chr9:14314353-14314371(+)	NFIB	-1.5102386	8.51525265615869e-52	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NFIB#chr9:14314564-14314582(-)	NFIB	-0.6628071	0.1327348514512687	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
NFIB#chr9:14314567-14314585(-)	NFIB	-1.9979792	8.998417781505689e-34	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
PAX5#chr9:37033984-37034002(-)	PAX5	-0.639366	0.3968512213220565	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
PAX5#chr9:37034446-37034464(-)	PAX5	-1.0280014	0.0353570833134772	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
PAX5#chr9:37034369-37034387(+)	PAX5	-0.41438073	0.4562254446577387	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
PAX5#chr9:37034365-37034383(+)	PAX5	-1.0209258	0.0141391867636517	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
PAX5#chr9:37034436-37034454(+)	PAX5	-1.0147133	0.0249290415723603	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
PAX5#chr9:37034422-37034440(-)	PAX5	-0.96189374	0.0004301892792897	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31170169-31170187(-)	POU5F1	-0.6012667	0.5090879752211351	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31170654-31170672(+)	POU5F1	-0.014506242	0.9883120103446784	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31170203-31170221(+)	POU5F1	-0.6278091	0.1189673942520937	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31170652-31170670(-)	POU5F1	-0.28431046	0.2077986271118722	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31170702-31170720(-)	POU5F1	-0.48720637	0.547955745579388	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31170199-31170217(-)	POU5F1	-0.3824771	0.5909371246774728	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31180431-31180449(-)	POU5F1	-0.40430412	0.1303919427228783	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31180445-31180463(+)	POU5F1	-0.32738635	0.1966508954899601	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31180648-31180666(+)	POU5F1	0.037793297	0.85375502311605	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31180664-31180682(+)	POU5F1	-0.014294525	0.950471483609312	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31180692-31180710(-)	POU5F1	0.019137118	0.9246217918107824	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
POU5F1#chr6:31180667-31180685(+)	POU5F1	0.2931238	0.0696689137519031	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56907930-56907948(+)	REST	-0.87257075	1.456556197194039e-12	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56908287-56908305(+)	REST	-1.3453919	1.230368921942597e-07	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56908123-56908141(-)	REST	0.13134296	0.7060805633232177	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
REST#chr4:56907913-56907931(+)	REST	-1.4702505	4.311781468373268e-17	Huangfu_WTC11-benchmark_TF-Perturb-seq	Huangfu
