query	score	qStart	qEnd	qSize	identity	chrom	strand	tStart	tEnd	span
CHCHD3#chr7:133081828-133081846(+)	21	1	22	22	100.0%	chr7	+	133081827	133081849	22
CHCHD3#chr7:133081839-133081857(+)	21	1	22	22	100.0%	chr7	+	133081838	133081860	22
CHCHD3#chr7:133081859-133081877(-)	21	1	22	22	100.0%	chr7	-	133081855	133081877	22
CHCHD3#chr7:133081859-133081877(-)	20	1	21	22	100.0%	chr1	-	27201392	27201413	21
CHCHD3#chr7:133081936-133081954(-)	21	1	22	22	100.0%	chr7	-	133081932	133081954	22
CHCHD3#chr7:133081999-133082017(+)	21	1	22	22	100.0%	chr7	+	133081998	133082020	22
CHD7#chr8:60678741-60678759(+)	21	1	22	22	100.0%	chr8	+	60678740	60678762	22
CHD7#chr8:60678842-60678860(+)	21	1	22	22	100.0%	chr8	+	60678841	60678863	22
CHD7#chr8:60679000-60679018(+)	21	1	22	22	100.0%	chr8	+	60678999	60679021	22
CHD7#chr8:60679015-60679033(-)	21	1	22	22	100.0%	chr8	-	60679011	60679033	22
CHD7#chr8:60679043-60679061(+)	21	1	22	22	100.0%	chr8	+	60679042	60679064	22
CHD7#chr8:60679062-60679080(+)	21	1	22	22	100.0%	chr8	+	60679061	60679083	22
CHMP2A#chr19:58554638-58554656(+)	21	1	22	22	100.0%	chr19	+	58554637	58554659	22
CHMP2A#chr19:58554895-58554913(+)	21	1	22	22	100.0%	chr19	+	58554894	58554916	22
CHMP2A#chr19:58554931-58554949(-)	21	1	22	22	100.0%	chr19	-	58554927	58554949	22
CHMP2A#chr19:58554969-58554987(+)	21	1	22	22	100.0%	chr19	+	58554968	58554990	22
CHMP2A#chr19:58555057-58555075(-)	21	1	22	22	100.0%	chr19	-	58555053	58555075	22
CHMP2A#chr19:58555071-58555089(-)	21	1	22	22	100.0%	chr19	-	58555067	58555089	22
CIC#chr19:42283973-42283991(+)	21	1	22	22	100.0%	chr19	+	42283972	42283994	22
CIC#chr19:42284528-42284546(+)	21	1	22	22	100.0%	chr19	+	42284527	42284549	22
CIC#chr19:42284531-42284549(+)	21	1	22	22	100.0%	chr19	+	42284530	42284552	22
CIC#chr19:42284543-42284561(-)	21	1	22	22	100.0%	chr19	-	42284539	42284561	22
CIC#chr19:42284726-42284744(-)	21	1	22	22	100.0%	chr19	-	42284722	42284744	22
CIC#chr19:42284820-42284838(+)	21	1	22	22	100.0%	chr19	+	42284819	42284841	22
CIR1#chr2:174395256-174395274(+)	19	1	19	22	100.0%	chrX	+	1205442	1205461	19
CIR1#chr2:174395256-174395274(+)	19	1	19	22	100.0%	chr3	+	118885768	118885787	19
CIR1#chr2:174395256-174395274(+)	21	1	22	22	100.0%	chr2	+	174395255	174395277	22
CIR1#chr2:174395440-174395458(+)	21	1	22	22	100.0%	chr2	+	174395439	174395461	22
CIR1#chr2:174395531-174395549(-)	21	1	22	22	100.0%	chr2	-	174395527	174395549	22
CIR1#chr2:174395629-174395647(+)	21	1	22	22	100.0%	chr2	+	174395628	174395650	22
CIR1#chr2:174395686-174395704(-)	21	1	22	22	100.0%	chr2	-	174395682	174395704	22
CIR1#chr2:174395689-174395707(-)	21	1	22	22	100.0%	chr2	-	174395685	174395707	22
CIZ1#chr9:128191469-128191487(-)	21	1	22	22	100.0%	chr9	-	128191465	128191487	22
CIZ1#chr9:128191534-128191552(+)	21	1	22	22	100.0%	chr9	+	128191533	128191555	22
CIZ1#chr9:128191538-128191556(-)	21	1	22	22	100.0%	chr9	-	128191534	128191556	22
CIZ1#chr9:128191543-128191561(-)	21	1	22	22	100.0%	chr9	-	128191539	128191561	22
CIZ1#chr9:128191560-128191578(-)	21	1	22	22	100.0%	chr9	-	128191556	128191578	22
CIZ1#chr9:128191564-128191582(+)	21	1	22	22	100.0%	chr9	+	128191563	128191585	22
CLOCK#chr4:55546719-55546737(+)	21	1	22	22	100.0%	chr4	+	55546718	55546740	22
CLOCK#chr4:55546763-55546781(+)	21	1	22	22	100.0%	chr4	+	55546762	55546784	22
CLOCK#chr4:55546775-55546793(+)	21	1	22	22	100.0%	chr4	+	55546774	55546796	22
CLOCK#chr4:55546778-55546796(+)	21	1	22	22	100.0%	chr4	+	55546777	55546799	22
CLOCK#chr4:55546809-55546827(-)	21	1	22	22	100.0%	chr4	-	55546805	55546827	22
CLOCK#chr4:55546817-55546835(-)	21	1	22	22	100.0%	chr4	-	55546813	55546835	22
CNBP#chr3:129183655-129183673(+)	21	1	22	22	100.0%	chr3	+	129183654	129183676	22
CNBP#chr3:129183680-129183698(-)	21	1	22	22	100.0%	chr3	-	129183676	129183698	22
CNBP#chr3:129183703-129183721(-)	21	1	22	22	100.0%	chr3	-	129183699	129183721	22
CNBP#chr3:129183829-129183847(+)	21	1	22	22	100.0%	chr3	+	129183828	129183850	22
CNBP#chr3:129183871-129183889(-)	21	1	22	22	100.0%	chr3	-	129183867	129183889	22
CNBP#chr3:129183882-129183900(-)	21	1	22	22	100.0%	chr3	-	129183878	129183900	22
CNOT7#chr8:17246615-17246633(-)	21	1	22	22	100.0%	chr8	-	17246611	17246633	22
CNOT7#chr8:17246631-17246649(+)	21	1	22	22	100.0%	chr8	+	17246630	17246652	22
CNOT7#chr8:17246644-17246662(-)	21	1	22	22	100.0%	chr8	-	17246640	17246662	22
CNOT7#chr8:17246845-17246863(-)	21	1	22	22	100.0%	chr8	-	17246841	17246863	22
CNOT7#chr8:17246863-17246881(-)	21	1	22	22	100.0%	chr8	-	17246859	17246881	22
CNOT7#chr8:17246883-17246901(+)	21	1	22	22	100.0%	chr8	+	17246882	17246904	22
CNOT8#chr5:154858527-154858545(+)	21	1	22	22	100.0%	chr5	+	154858526	154858548	22
CNOT8#chr5:154858631-154858649(+)	21	1	22	22	100.0%	chr5	+	154858630	154858652	22
CNOT8#chr5:154858638-154858656(+)	21	1	22	22	100.0%	chr5	+	154858637	154858659	22
CNOT8#chr5:154858659-154858677(+)	21	1	22	22	100.0%	chr5	+	154858658	154858680	22
CNOT8#chr5:154858687-154858705(-)	21	1	22	22	100.0%	chr5	-	154858683	154858705	22
CNOT8#chr5:154858693-154858711(-)	21	1	22	22	100.0%	chr5	-	154858689	154858711	22
COX20#chr1:244835661-244835679(+)	21	1	22	22	100.0%	chr1	+	244835660	244835682	22
COX20#chr1:244835668-244835686(+)	21	1	22	22	100.0%	chr1	+	244835667	244835689	22
COX20#chr1:244835671-244835689(+)	21	1	22	22	100.0%	chr1	+	244835670	244835692	22
COX20#chr1:244835677-244835695(-)	21	1	22	22	100.0%	chr1	-	244835673	244835695	22
COX20#chr1:244835727-244835745(-)	20	1	21	22	100.0%	chr10	-	68632380	68632401	21
COX20#chr1:244835727-244835745(-)	21	1	22	22	100.0%	chr1	-	244835723	244835745	22
COX20#chr1:244835861-244835879(-)	21	1	22	22	100.0%	chr1	-	244835857	244835879	22
CPEB1#chr15:82628003-82628021(+)	21	1	22	22	100.0%	chr15	+	82628002	82628024	22
CPEB1#chr15:82628013-82628031(-)	21	1	22	22	100.0%	chr15	-	82628009	82628031	22
CPEB1#chr15:82628091-82628109(+)	19	1	19	22	100.0%	chr2	+	125688624	125688643	19
CPEB1#chr15:82628091-82628109(+)	21	1	22	22	100.0%	chr15	+	82628090	82628112	22
CPEB1#chr15:82628091-82628109(+)	19	1	19	22	100.0%	chr12	+	101799951	101799970	19
CPEB1#chr15:82628091-82628109(+)	19	1	19	22	100.0%	chr12	+	20867233	20867252	19
CPEB1#chr15:82628091-82628109(+)	19	1	19	22	100.0%	chr9	-	102399896	102399915	19
CPEB1#chr15:82628091-82628109(+)	19	1	19	22	100.0%	chr6	-	97401698	97401717	19
CPEB1#chr15:82628091-82628109(+)	19	1	19	22	100.0%	chr6	-	61106279	61106298	19
CPEB1#chr15:82628091-82628109(+)	19	1	19	22	100.0%	chr4	-	95735244	95735263	19
CPEB1#chr15:82628091-82628109(+)	19	1	19	22	100.0%	chr4	-	28861255	28861274	19
CPEB1#chr15:82628091-82628109(+)	19	1	19	22	100.0%	chr15	-	43982096	43982115	19
CPEB1#chr15:82628348-82628366(+)	21	1	22	22	100.0%	chr15	+	82628347	82628369	22
CPEB1#chr15:82628419-82628437(-)	21	1	22	22	100.0%	chr15	-	82628415	82628437	22
CPEB1#chr15:82628466-82628484(+)	21	1	22	22	100.0%	chr15	+	82628465	82628487	22
CPEB1#chr15:82647585-82647603(+)	21	1	22	22	100.0%	chr15	+	82647584	82647606	22
CPEB1#chr15:82647599-82647617(+)	21	1	22	22	100.0%	chr15	+	82647598	82647620	22
CPEB1#chr15:82647613-82647631(-)	21	1	22	22	100.0%	chr15	-	82647609	82647631	22
CPEB1#chr15:82647691-82647709(-)	21	1	22	22	100.0%	chr15	-	82647687	82647709	22
CPEB1#chr15:82647840-82647858(+)	21	1	22	22	100.0%	chr15	+	82647839	82647861	22
CPEB1#chr15:82648003-82648021(-)	21	1	22	22	100.0%	chr15	-	82647999	82648021	22
CPXCR1#chrX:88747206-88747224(+)	21	1	22	22	100.0%	chrX	+	88747205	88747227	22
CPXCR1#chrX:88747220-88747238(+)	21	1	22	22	100.0%	chrX	+	88747219	88747241	22
CPXCR1#chrX:88747227-88747245(+)	21	1	22	22	100.0%	chrX	+	88747226	88747248	22
CPXCR1#chrX:88747281-88747299(-)	21	1	22	22	100.0%	chrX	-	88747277	88747299	22
CPXCR1#chrX:88747294-88747312(-)	21	1	22	22	100.0%	chrX	-	88747290	88747312	22
CPXCR1#chrX:88747299-88747317(-)	21	1	22	22	100.0%	chrX	-	88747295	88747317	22
CRAMP1L#chr16:1612352-1612370(+)	21	1	22	22	100.0%	chr16	+	1612351	1612373	22
CRAMP1L#chr16:1612359-1612377(-)	21	1	22	22	100.0%	chr16	-	1612355	1612377	22
CRAMP1L#chr16:1612380-1612398(+)	21	1	22	22	100.0%	chr16	+	1612379	1612401	22
CRAMP1L#chr16:1612383-1612401(+)	21	1	22	22	100.0%	chr16	+	1612382	1612404	22
CRAMP1L#chr16:1612386-1612404(+)	21	1	22	22	100.0%	chr16	+	1612385	1612407	22
CRAMP1L#chr16:1612402-1612420(+)	21	1	22	22	100.0%	chr16	+	1612401	1612423	22
CRAMP1L#chr16:1614195-1614213(-)	21	1	22	22	100.0%	chr16	-	1614191	1614213	22
CRAMP1L#chr16:1614211-1614229(+)	21	1	22	22	100.0%	chr16	+	1614210	1614232	22
CRAMP1L#chr16:1614220-1614238(-)	21	1	22	22	100.0%	chr16	-	1614216	1614238	22
CRAMP1L#chr16:1614228-1614246(-)	21	1	22	22	100.0%	chr16	-	1614224	1614246	22
CRAMP1L#chr16:1614350-1614368(-)	21	1	22	22	100.0%	chr16	-	1614346	1614368	22
CRAMP1L#chr16:1614377-1614395(-)	21	1	22	22	100.0%	chr16	-	1614373	1614395	22
CREB1#chr2:207529949-207529967(+)	21	1	22	22	100.0%	chr2	+	207529948	207529970	22
CREB1#chr2:207529952-207529970(+)	21	1	22	22	100.0%	chr2	+	207529951	207529973	22
CREB1#chr2:207529977-207529995(+)	21	1	22	22	100.0%	chr2	+	207529976	207529998	22
CREB1#chr2:207529986-207530004(-)	21	1	22	22	100.0%	chr2	-	207529982	207530004	22
CREB1#chr2:207529998-207530016(+)	21	1	22	22	100.0%	chr2	+	207529997	207530019	22
CREB1#chr2:207530010-207530028(+)	21	1	22	22	100.0%	chr2	+	207530009	207530031	22
CREB3#chr9:35732435-35732453(-)	21	1	22	22	100.0%	chr9	-	35732431	35732453	22
CREB3#chr9:35732612-35732630(+)	21	1	22	22	100.0%	chr9	+	35732611	35732633	22
CREB3#chr9:35732642-35732660(+)	21	1	22	22	100.0%	chr9	+	35732641	35732663	22
CREB3#chr9:35732652-35732670(+)	21	1	22	22	100.0%	chr9	+	35732651	35732673	22
CREB3#chr9:35732659-35732677(+)	21	1	22	22	100.0%	chr9	+	35732658	35732680	22
CREB3#chr9:35732664-35732682(+)	21	1	22	22	100.0%	chr9	+	35732663	35732685	22
CREB3L1#chr11:46277718-46277736(+)	21	1	22	22	100.0%	chr11	+	46277717	46277739	22
CREB3L1#chr11:46277729-46277747(-)	21	1	22	22	100.0%	chr11	-	46277725	46277747	22
CREB3L1#chr11:46277901-46277919(-)	21	1	22	22	100.0%	chr11	-	46277897	46277919	22
CREB3L1#chr11:46278030-46278048(+)	21	1	22	22	100.0%	chr11	+	46278029	46278051	22
CREB3L1#chr11:46278062-46278080(-)	21	1	22	22	100.0%	chr11	-	46278058	46278080	22
CREB3L1#chr11:46278065-46278083(-)	21	1	22	22	100.0%	chr22	+	20229419	20229442	23
CREB3L1#chr11:46278065-46278083(-)	21	1	22	22	100.0%	chr11	-	46278061	46278083	22
CREB3L2#chr7:138001962-138001980(+)	21	1	22	22	100.0%	chr7	+	138001961	138001983	22
CREB3L2#chr7:138001986-138002004(+)	21	1	22	22	100.0%	chr7	+	138001985	138002007	22
CREB3L2#chr7:138002022-138002040(+)	21	1	22	22	100.0%	chr7	+	138002021	138002043	22
CREB3L2#chr7:138002030-138002048(-)	21	1	22	22	100.0%	chr7	-	138002026	138002048	22
CREB3L2#chr7:138002038-138002056(-)	21	1	22	22	100.0%	chr7	-	138002034	138002056	22
CREB3L2#chr7:138002071-138002089(-)	21	1	22	22	100.0%	chr7	-	138002067	138002089	22
CREB3L3#chr19:4153665-4153683(+)	21	1	22	22	100.0%	chr19	+	4153664	4153686	22
CREB3L3#chr19:4153669-4153687(+)	21	1	22	22	100.0%	chr19	+	4153668	4153690	22
CREB3L3#chr19:4153699-4153717(+)	21	1	22	22	100.0%	chr19	+	4153698	4153720	22
CREB3L3#chr19:4153714-4153732(-)	21	1	22	22	100.0%	chr19	-	4153710	4153732	22
CREB3L3#chr19:4153783-4153801(-)	21	1	22	22	100.0%	chr19	-	4153779	4153801	22
CREB3L3#chr19:4153993-4154011(+)	21	1	22	22	100.0%	chr19	+	4153992	4154014	22
CREB3L4#chr1:153967871-153967889(-)	21	1	22	22	100.0%	chr1	-	153967867	153967889	22
CREB3L4#chr1:153967906-153967924(-)	21	1	22	22	100.0%	chr1	-	153967902	153967924	22
CREB3L4#chr1:153967919-153967937(-)	21	1	22	22	100.0%	chr1	-	153967915	153967937	22
CREB3L4#chr1:153967928-153967946(+)	21	1	22	22	100.0%	chr1	+	153967927	153967949	22
CREB3L4#chr1:153967940-153967958(+)	21	1	22	22	100.0%	chr1	+	153967939	153967961	22
CREB3L4#chr1:153968146-153968164(-)	21	1	22	22	100.0%	chr1	-	153968142	153968164	22
CREB5#chr7:28412495-28412513(+)	21	1	22	22	100.0%	chr7	+	28412494	28412516	22
CREB5#chr7:28412654-28412672(+)	21	1	22	22	100.0%	chr7	+	28412653	28412675	22
CREB5#chr7:28412657-28412675(+)	21	1	22	22	100.0%	chr7	+	28412656	28412678	22
CREB5#chr7:28412671-28412689(+)	21	1	22	22	100.0%	chr7	+	28412670	28412692	22
CREB5#chr7:28412684-28412702(+)	21	1	22	22	100.0%	chr7	+	28412683	28412705	22
CREB5#chr7:28412701-28412719(-)	21	1	22	22	100.0%	chr7	-	28412697	28412719	22
CREB5#chr7:28435647-28435665(+)	21	1	22	22	100.0%	chr7	+	28435646	28435668	22
CREB5#chr7:28435678-28435696(+)	21	1	22	22	100.0%	chr7	+	28435677	28435699	22
CREB5#chr7:28435826-28435844(+)	21	1	22	22	100.0%	chr7	+	28435825	28435847	22
CREB5#chr7:28435929-28435947(+)	21	1	22	22	100.0%	chr7	+	28435928	28435950	22
CREB5#chr7:28435983-28436001(+)	21	1	22	22	100.0%	chr7	+	28435982	28436004	22
CREB5#chr7:28435990-28436008(+)	21	1	22	22	100.0%	chr7	+	28435989	28436011	22
CREBBP#chr16:3880184-3880202(-)	21	1	22	22	100.0%	chr16	-	3880180	3880202	22
CREBBP#chr16:3880190-3880208(+)	21	1	22	22	100.0%	chr16	+	3880189	3880211	22
CREBBP#chr16:3880623-3880641(+)	21	1	22	22	100.0%	chr16	+	3880622	3880644	22
CREBBP#chr16:3880650-3880668(-)	21	1	22	22	100.0%	chr16	-	3880646	3880668	22
CREBBP#chr16:3880656-3880674(+)	21	1	22	22	100.0%	chr16	+	3880655	3880677	22
CREBBP#chr16:3880675-3880693(+)	21	1	22	22	100.0%	chr16	+	3880674	3880696	22
CREBL2#chr12:12611865-12611883(+)	21	1	22	22	100.0%	chr12	+	12611864	12611886	22
CREBL2#chr12:12611873-12611891(-)	21	1	22	22	100.0%	chr12	-	12611869	12611891	22
CREBL2#chr12:12611909-12611927(+)	21	1	22	22	100.0%	chr12	+	12611908	12611930	22
CREBL2#chr12:12611913-12611931(+)	21	1	22	22	100.0%	chr12	+	12611912	12611934	22
CREBL2#chr12:12612075-12612093(-)	21	1	22	22	100.0%	chr12	-	12612071	12612093	22
CREBL2#chr12:12612081-12612099(-)	21	1	22	22	100.0%	chr12	-	12612077	12612099	22
CREBRF#chr5:173056364-173056382(+)	21	1	22	22	100.0%	chr5	+	173056363	173056385	22
CREBRF#chr5:173056387-173056405(+)	21	1	22	22	100.0%	chr5	+	173056386	173056408	22
CREBRF#chr5:173056395-173056413(+)	21	1	22	22	100.0%	chr5	+	173056394	173056416	22
CREBRF#chr5:173056402-173056420(+)	21	1	22	22	100.0%	chr5	+	173056401	173056423	22
CREBRF#chr5:173056465-173056483(-)	21	1	22	22	100.0%	chr5	-	173056461	173056483	22
CREBRF#chr5:173056468-173056486(-)	21	1	22	22	100.0%	chr5	-	173056464	173056486	22
CREBRF#chr5:173057409-173057427(+)	21	1	22	22	100.0%	chr5	+	173057408	173057430	22
CREBRF#chr5:173057437-173057455(-)	21	1	22	22	100.0%	chr5	-	173057433	173057455	22
CREBRF#chr5:173057442-173057460(-)	21	1	22	22	100.0%	chr5	-	173057438	173057460	22
CREBRF#chr5:173057452-173057470(-)	21	1	22	22	100.0%	chr5	-	173057448	173057470	22
CREBRF#chr5:173057454-173057472(+)	21	1	22	22	100.0%	chr5	+	173057453	173057475	22
CREBRF#chr5:173057471-173057489(+)	21	1	22	22	100.0%	chr5	+	173057470	173057492	22
CREBZF#chr11:85664859-85664877(+)	21	1	22	22	100.0%	chr11	+	85664858	85664880	22
CREBZF#chr11:85665025-85665043(+)	21	1	22	22	100.0%	chr11	+	85665024	85665046	22
CREBZF#chr11:85665030-85665048(+)	21	1	22	22	100.0%	chr11	+	85665029	85665051	22
CREBZF#chr11:85665053-85665071(+)	21	1	22	22	100.0%	chr11	+	85665052	85665074	22
CREBZF#chr11:85665083-85665101(-)	21	1	22	22	100.0%	chr11	-	85665079	85665101	22
CREBZF#chr11:85665094-85665112(+)	21	1	22	22	100.0%	chr11	+	85665093	85665115	22
CREM#chr10:35127292-35127310(+)	21	1	22	22	100.0%	chr10	+	35127291	35127313	22
CREM#chr10:35127304-35127322(+)	21	1	22	22	100.0%	chr10	+	35127303	35127325	22
CREM#chr10:35127338-35127356(+)	21	1	22	22	100.0%	chr10	+	35127337	35127359	22
CREM#chr10:35127343-35127361(+)	21	1	22	22	100.0%	chr10	+	35127342	35127364	22
CREM#chr10:35127352-35127370(-)	21	1	22	22	100.0%	chr10	-	35127348	35127370	22
CREM#chr10:35127371-35127389(-)	21	1	22	22	100.0%	chr10	-	35127367	35127389	22
CRTC1#chr19:18683705-18683723(+)	21	1	22	22	100.0%	chr19	+	18683704	18683726	22
CRTC1#chr19:18683724-18683742(-)	21	1	22	22	100.0%	chr19	-	18683720	18683742	22
CRTC1#chr19:18683745-18683763(+)	21	1	22	22	100.0%	chr19	+	18683744	18683766	22
CRTC1#chr19:18683748-18683766(+)	21	1	22	22	100.0%	chr19	+	18683747	18683769	22
CRTC1#chr19:18683751-18683769(+)	21	1	22	22	100.0%	chr19	+	18683750	18683772	22
CRTC1#chr19:18683955-18683973(+)	21	1	22	22	100.0%	chr19	+	18683954	18683976	22
CRTC2#chr1:153958148-153958166(-)	21	1	22	22	100.0%	chr1	-	153958144	153958166	22
CRTC2#chr1:153958285-153958303(-)	21	1	22	22	100.0%	chr1	-	153958281	153958303	22
CRTC2#chr1:153958588-153958606(-)	21	1	22	22	100.0%	chr1	-	153958584	153958606	22
CRTC2#chr1:153958591-153958609(-)	21	1	22	22	100.0%	chr1	-	153958587	153958609	22
CRTC2#chr1:153958594-153958612(-)	21	1	22	22	100.0%	chr1	-	153958590	153958612	22
CRTC2#chr1:153958629-153958647(-)	21	1	22	22	100.0%	chr1	-	153958625	153958647	22
CRTC3#chr15:90529917-90529935(-)	21	1	22	22	100.0%	chr15	-	90529913	90529935	22
CRTC3#chr15:90529953-90529971(-)	21	1	22	22	100.0%	chr15	-	90529949	90529971	22
CRTC3#chr15:90529960-90529978(+)	21	1	22	22	100.0%	chr15	+	90529959	90529981	22
CRTC3#chr15:90529988-90530006(+)	21	1	22	22	100.0%	chr15	+	90529987	90530009	22
CRTC3#chr15:90529992-90530010(+)	21	1	22	22	100.0%	chr15	+	90529991	90530013	22
CRTC3#chr15:90530308-90530326(+)	21	1	22	22	100.0%	chr15	+	90530307	90530329	22
CRX#chr19:47821957-47821975(+)	21	1	22	22	100.0%	chr19	+	47821956	47821978	22
CRX#chr19:47821961-47821979(-)	21	1	22	22	100.0%	chr19	-	47821957	47821979	22
CRX#chr19:47821964-47821982(+)	21	1	22	22	100.0%	chr19	+	47821963	47821985	22
CRX#chr19:47821993-47822011(-)	21	1	22	22	100.0%	chr19	-	47821989	47822011	22
CRX#chr19:47822000-47822018(-)	21	1	22	22	100.0%	chr19	-	47821996	47822018	22
CRX#chr19:47822009-47822027(+)	21	1	22	22	100.0%	chr19	+	47822008	47822030	22
CSNK2A1#chr20:543439-543457(-)	21	1	22	22	100.0%	chr20	-	543435	543457	22
CSNK2A1#chr20:543647-543665(+)	21	1	22	22	100.0%	chr20	+	543646	543668	22
CSNK2A1#chr20:543656-543674(+)	21	1	22	22	100.0%	chr20	+	543655	543677	22
CSNK2A1#chr20:543665-543683(-)	21	1	22	22	100.0%	chr20	-	543661	543683	22
CSNK2A1#chr20:543722-543740(+)	21	1	22	22	100.0%	chr20	+	543721	543743	22
CSNK2A1#chr20:543722-543740(+)	20	1	21	22	100.0%	chr11	+	11353279	11353300	21
CSNK2A1#chr20:543735-543753(+)	21	1	22	22	100.0%	chr20	+	543734	543756	22
CSRNP1#chr3:39153191-39153209(-)	21	1	22	22	100.0%	chr3	-	39153187	39153209	22
CSRNP1#chr3:39153499-39153517(-)	21	1	22	22	100.0%	chr3	-	39153495	39153517	22
CSRNP1#chr3:39153507-39153525(-)	21	1	22	22	100.0%	chr3	-	39153503	39153525	22
CSRNP1#chr3:39153517-39153535(+)	21	1	22	22	100.0%	chr3	+	39153516	39153538	22
CSRNP1#chr3:39153551-39153569(-)	21	1	22	22	100.0%	chr3	-	39153547	39153569	22
CSRNP1#chr3:39153555-39153573(+)	21	1	22	22	100.0%	chr3	+	39153554	39153576	22
CSRNP2#chr12:51083285-51083303(+)	21	1	22	22	100.0%	chr12	+	51083284	51083306	22
CSRNP2#chr12:51083359-51083377(-)	21	1	22	22	100.0%	chr12	-	51083355	51083377	22
CSRNP2#chr12:51083362-51083380(-)	21	1	22	22	100.0%	chr12	-	51083358	51083380	22
CSRNP2#chr12:51083365-51083383(-)	21	1	22	22	100.0%	chr12	-	51083361	51083383	22
CSRNP2#chr12:51083570-51083588(-)	21	1	22	22	100.0%	chr12	-	51083566	51083588	22
CSRNP2#chr12:51083580-51083598(-)	21	1	22	22	100.0%	chr12	-	51083576	51083598	22
CSRNP3#chr2:165469718-165469736(-)	21	1	22	22	100.0%	chr2	-	165469714	165469736	22
CSRNP3#chr2:165469732-165469750(-)	21	1	22	22	100.0%	chr2	-	165469728	165469750	22
CSRNP3#chr2:165469872-165469890(-)	21	1	22	22	100.0%	chr2	-	165469868	165469890	22
CSRNP3#chr2:165469964-165469982(-)	21	1	22	22	100.0%	chr2	-	165469960	165469982	22
CSRNP3#chr2:165470105-165470123(-)	21	1	22	22	100.0%	chr2	-	165470101	165470123	22
CSRNP3#chr2:165470181-165470199(+)	21	1	22	22	100.0%	chr2	+	165470180	165470202	22
CSRNP3#chr2:165572313-165572331(+)	21	1	22	22	100.0%	chr2	+	165572312	165572334	22
CSRNP3#chr2:165572341-165572359(-)	21	1	22	22	100.0%	chr2	-	165572337	165572359	22
CSRNP3#chr2:165572352-165572370(+)	21	1	22	22	100.0%	chr2	+	165572351	165572373	22
CSRNP3#chr2:165572358-165572376(-)	21	1	22	22	100.0%	chr2	-	165572354	165572376	22
CSRNP3#chr2:165572406-165572424(+)	21	1	22	22	100.0%	chr2	+	165572405	165572427	22
CSRNP3#chr2:165572427-165572445(+)	21	1	22	22	100.0%	chr2	+	165572426	165572448	22
CSRNP3#chr2:165572427-165572445(+)	19	1	19	22	100.0%	chr15	+	37598813	37598832	19
CTBP1#chr4:1248901-1248919(+)	21	1	22	22	100.0%	chr4	+	1248900	1248922	22
CTBP1#chr4:1248918-1248936(-)	21	1	22	22	100.0%	chr4	-	1248914	1248936	22
CTBP1#chr4:1248941-1248959(+)	21	1	22	22	100.0%	chr4	+	1248940	1248962	22
CTBP1#chr4:1249075-1249093(-)	21	1	22	22	100.0%	chr4	-	1249071	1249093	22
CTBP1#chr4:1249078-1249096(-)	21	1	22	22	100.0%	chr4	-	1249074	1249096	22
CTBP1#chr4:1249086-1249104(-)	21	1	22	22	100.0%	chr4	-	1249082	1249104	22
CTBP2#chr10:125160815-125160833(+)	21	1	22	22	100.0%	chr10	+	125160814	125160836	22
CTBP2#chr10:125160829-125160847(-)	21	1	22	22	100.0%	chr10	-	125160825	125160847	22
CTBP2#chr10:125160982-125161000(-)	21	1	22	22	100.0%	chr10	-	125160978	125161000	22
CTBP2#chr10:125160991-125161009(-)	21	1	22	22	100.0%	chr10	-	125160987	125161009	22
CTBP2#chr10:125160999-125161017(+)	21	1	22	22	100.0%	chr10	+	125160998	125161020	22
CTBP2#chr10:125161014-125161032(+)	21	1	22	22	100.0%	chr10	+	125161013	125161035	22
CTCF#chr16:67562457-67562475(-)	21	1	22	22	100.0%	chr16	-	67562453	67562475	22
CTCF#chr16:67562487-67562505(-)	21	1	22	22	100.0%	chr16	-	67562483	67562505	22
CTCF#chr16:67562592-67562610(+)	21	1	22	22	100.0%	chr16	+	67562591	67562613	22
CTCF#chr16:67562762-67562780(-)	21	1	22	22	100.0%	chr16	-	67562758	67562780	22
CTCF#chr16:67562848-67562866(-)	21	1	22	22	100.0%	chr16	-	67562844	67562866	22
CTCF#chr16:67563030-67563048(-)	21	1	22	22	100.0%	chr16	-	67563026	67563048	22
CTCFL#chr20:57524858-57524876(-)	20	1	22	22	95.2%	chr4	+	116836016	116836038	22
CTCFL#chr20:57524858-57524876(-)	21	1	22	22	100.0%	chr20	-	57524854	57524876	22
CTCFL#chr20:57524998-57525016(+)	21	1	22	22	100.0%	chr20	+	57524997	57525019	22
CTCFL#chr20:57525058-57525076(-)	21	1	22	22	100.0%	chr20	-	57525054	57525076	22
CTCFL#chr20:57525087-57525105(-)	21	1	22	22	100.0%	chr20	-	57525083	57525105	22
CTCFL#chr20:57525096-57525114(-)	21	1	22	22	100.0%	chr20	-	57525092	57525114	22
CTCFL#chr20:57525128-57525146(+)	21	1	22	22	100.0%	chr20	+	57525127	57525149	22
CTNNB1#chr3:41199511-41199529(-)	21	1	22	22	100.0%	chr3	-	41199507	41199529	22
CTNNB1#chr3:41199513-41199531(+)	21	1	22	22	100.0%	chr3	+	41199512	41199534	22
CTNNB1#chr3:41199530-41199548(+)	21	1	22	22	100.0%	chr3	+	41199529	41199551	22
CTNNB1#chr3:41199540-41199558(+)	21	1	22	22	100.0%	chr3	+	41199539	41199561	22
CTNNB1#chr3:41199687-41199705(-)	21	1	22	22	100.0%	chr3	-	41199683	41199705	22
