target_id	ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	type	cell_count	distance_mean	distance_rank_targeting	sig_distance_gt_NC_max	pval_mean	sig_pval_lt_0p05	n_outlier_grnas_in_run	n_grnas_in_run	locus
ENSG00000119715|chr14:76407528-76407832	ENSG00000119715	ESRRB	ESRRB	Steroid hormone receptors (NR3)	Nuclear receptor	targeting	2000	99.86229248046877	500.0	False	0.0	True	460	13534	chr14:76407528-76407832
ENSG00000234444|chr7:64314004-64314140	ENSG00000234444	ZNF736	ZNF736		C2H2 ZF	targeting	2000	99.84955444335938	501.0	False	0.0	True	460	13534	chr7:64314004-64314140
ENSG00000172939|chr3:38165607-38165890	ENSG00000172939	OXSR1	OXSR1			targeting	2000	99.83281860351562	502.0	False	0.0	True	460	13534	chr3:38165607-38165890
ENSG00000100426|chr22:49853834-49853962	ENSG00000100426	ZBED4	ZBED4	BED zinc finger factors	BED ZF	targeting	2000	99.82903442382812	503.0	False	0.0	True	460	13534	chr22:49853834-49853962
ENSG00000174485|chr15:65791857-65792268	ENSG00000174485	DENND4A	DENND4A			targeting	2000	99.82616577148436	504.0	False	0.0	True	460	13534	chr15:65791857-65792268
ENSG00000163872|chr3:183697802-183698247	ENSG00000163872	YEATS2	YEATS2		Unknown	targeting	2000	99.82299194335936	505.0	False	0.0	True	460	13534	chr3:183697802-183698247
ENSG00000176887|chr2:5692396-5692511	ENSG00000176887	SOX11	SOX11		HMG/Sox	targeting	2000	99.81689453125	506.0	False	0.0	True	460	13534	chr2:5692396-5692511
ENSG00000183434|chrX:133218167-133218365	ENSG00000183434	TFDP3	TFDP3		E2F	targeting	2000	99.77996215820312	507.0	False	0.0	True	460	13534	chrX:133218167-133218365
ENSG00000127528|chr19:16324879-16325244	ENSG00000127528	KLF2	KLF2	Three-zinc finger Kruppel-related	C2H2 ZF	targeting	2000	99.73786010742188	508.0	False	0.0	True	460	13534	chr19:16324879-16325244
ENSG00000111358|chr12:123633820-123633924	ENSG00000111358	GTF2H3	GTF2H3		Unknown	targeting	2000	99.70906982421874	509.0	False	0.0	True	460	13534	chr12:123633820-123633924
ENSG00000267041|chr19:36772561-36772801	ENSG00000267041	ZNF850	ZNF850	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	99.69183959960938	510.0	False	0.0	True	460	13534	chr19:36772561-36772801
ENSG00000083307|chr8:101492459-101493230	ENSG00000083307	GRHL2	GRHL2	Grainyhead-related factors	Grainyhead	targeting	2000	99.69042358398436	511.0	False	0.0	True	460	13534	chr8:101492459-101493230
ENSG00000197782|chr19:40090652-40090937	ENSG00000197782	ZNF780A	ZNF780A		C2H2 ZF	targeting	2000	99.67874755859376	512.0	False	0.0	True	460	13534	chr19:40090652-40090937
ENSG00000118526|chr6:133889105-133889211	ENSG00000118526	TCF21	TCF21	Tal-related	bHLH	targeting	2000	99.66672973632812	513.0	False	0.0	True	460	13534	chr6:133889105-133889211
ENSG00000087510|chr20:56629301-56629748	ENSG00000087510	TFAP2C	TFAP2C	AP-2	AP-2	targeting	2000	99.6443359375	514.0	False	0.0	True	460	13534	chr20:56629301-56629748
ENSG00000062194|chr5:57173821-57174338	ENSG00000062194	GPBP1	GPBP1		Unknown	targeting	2000	99.63843383789064	515.0	False	0.0	True	460	13534	chr5:57173821-57174338
ENSG00000188321|chr19:9324199-9324432	ENSG00000188321	ZNF559	ZNF559		C2H2 ZF	targeting	2000	99.626318359375	516.0	False	0.0	True	460	13534	chr19:9324199-9324432
ENSG00000181472|chr6:151391075-151391689	ENSG00000181472	ZBTB2	ZBTB2		C2H2 ZF	targeting	2000	99.61552124023436	517.0	False	0.0	True	460	13534	chr6:151391075-151391689
ENSG00000148400|chr9:136523467-136523919	ENSG00000148400	NOTCH1	NOTCH1		Unknown	targeting	2000	99.61323852539064	518.0	False	0.0	True	460	13534	chr9:136523467-136523919
ENSG00000100811|chr14:100238828-100239527	ENSG00000100811	YY1	YY1	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	99.60602416992188	519.0	False	0.0	True	460	13534	chr14:100238828-100239527
ENSG00000140382|chr15:77420898-77421124	ENSG00000140382	HMG20A	HMG20A		HMG/Sox	targeting	2000	99.59786987304688	520.0	False	0.0	True	460	13534	chr15:77420898-77421124
ENSG00000273274|chr1:32465059-32465434	ENSG00000273274	ZBTB8B	ZBTB8B	Other factors with up to three adjacent zinc fingers	C2H2 ZF	targeting	2000	99.59142456054688	521.0	False	0.0	True	460	13534	chr1:32465059-32465434
ENSG00000229676|chr19:22634333-22634755	ENSG00000229676	ZNF492	ZNF492		C2H2 ZF	targeting	2000	99.57869873046874	522.0	False	0.0	True	460	13534	chr19:22634333-22634755
ENSG00000131061|chr20:33731978-33732065	ENSG00000131061	ZNF341	ZNF341	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	2000	99.57390747070312	523.0	False	0.0	True	460	13534	chr20:33731978-33732065
ENSG00000114126|chr3:142149260-142149484	ENSG00000114126	TFDP2	TFDP2		E2F	targeting	2000	99.56632690429689	524.0	False	0.0	True	460	13534	chr3:142149260-142149484
ENSG00000198807|chr14:36661870-36662298	ENSG00000198807	PAX9	PAX9	Paired domain only	Paired box	targeting	2000	99.54750366210938	525.0	False	0.0	True	460	13534	chr14:36661870-36662298
ENSG00000110768|chr11:18322583-18322852	ENSG00000110768	GTF2H1	GTF2H1		Unknown	targeting	2000	99.54271240234377	526.0	False	0.0	True	460	13534	chr11:18322583-18322852
ENSG00000063515|chr22:19149909-19150251	ENSG00000063515	GSC2	GSC2	Paired-related HD factors	Homeodomain	targeting	2000	99.54031372070312	527.0	False	0.0	True	460	13534	chr22:19149909-19150251
ENSG00000114861|chr3:71543111-71543526	ENSG00000114861	FOXP1	FOXP1	FOX	Forkhead	targeting	2000	99.46098022460936	528.0	False	0.0	True	460	13534	chr3:71543111-71543526
ENSG00000102189|chr12:92929090-92929274	ENSG00000102189	EEA1	EEA1		C2H2 ZF	targeting	2000	99.45679321289064	529.0	False	0.0	True	460	13534	chr12:92929090-92929274
non-targeting|67|non-targeting:67-67						negative control	2000	99.45647583007812		False	0.0	True	460	13534	non-targeting|67|non-targeting:67-67
ENSG00000227059|chr12:133235485-133235838	ENSG00000227059	ANHX	ANHX		Homeodomain	targeting	2000	99.4412353515625	530.0	False	0.0	True	460	13534	chr12:133235485-133235838
non-targeting|82|non-targeting:82-82						negative control	2000	99.42293701171874		False	0.0	True	460	13534	non-targeting|82|non-targeting:82-82
ENSG00000154832|chr18:50287456-50287678	ENSG00000154832	CXXC1	CXXC1		CxxC	targeting	2000	99.40769653320312	531.0	False	0.0	True	460	13534	chr18:50287456-50287678
ENSG00000220201|chr19:10305381-10305644	ENSG00000220201	ZGLP1	ZGLP1	C4-GATA-related	GATA	targeting	2000	99.4027099609375	532.0	False	0.0	True	460	13534	chr19:10305381-10305644
ENSG00000102974|chr16:67562457-67563048	ENSG00000102974	CTCF	CTCF	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	99.39310913085936	533.0	False	0.0	True	460	13534	chr16:67562457-67563048
ENSG00000196092|chr9:37033984-37034464	ENSG00000196092	PAX5	PAX5	Paired domain only	Paired box	targeting	2000	99.39274291992189	534.0	False	0.0	True	460	13534	chr9:37033984-37034464
ENSG00000151322|chr14:32934669-32935147	ENSG00000151322	NPAS3	NPAS3	PAS	bHLH	targeting	2000	99.39069213867188	535.0	False	0.0	True	460	13534	chr14:32934669-32935147
ENSG00000143257|chr1:161238132-161238265	ENSG00000143257	NR1I3	NR1I3	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	targeting	2000	99.36061401367188	536.0	False	0.0	True	460	13534	chr1:161238132-161238265
ENSG00000189308|chr4:83010690-83010834	ENSG00000189308	LIN54	LIN54		TCR/CxC	targeting	2000	99.352587890625	537.0	False	0.0	True	460	13534	chr4:83010690-83010834
ENSG00000006194|chr16:3263823-3264213	ENSG00000006194	ZNF263	ZNF263	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	99.34747314453124	538.0	False	0.0	True	460	13534	chr16:3263823-3264213
ENSG00000171872|chr1:44118838-44119110	ENSG00000171872	KLF17	KLF17	Three-zinc finger Kruppel-related	C2H2 ZF	targeting	2000	99.3290771484375	539.0	False	0.0	True	460	13534	chr1:44118838-44119110
ENSG00000119866|chr2:60553025-60553601	ENSG00000119866	BCL11A	BCL11A	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	2000	99.31719970703124	540.0	False	0.0	True	460	13534	chr2:60553025-60553601
ENSG00000167074|chr22:41381930-41382010	ENSG00000167074	TEF	TEF	CEBP-related	bZIP	targeting	2000	99.31168212890626	541.0	False	0.0	True	460	13534	chr22:41381930-41382010
ENSG00000141002|chr16:89873615-89873688	ENSG00000141002	TCF25	TCF25		Unknown	targeting	2000	99.30281982421874	542.0	False	0.0	True	460	13534	chr16:89873615-89873688
ENSG00000174796|chr4:75514441-75514710	ENSG00000174796	THAP6	THAP6		THAP finger	targeting	2000	99.29525756835938	543.0	False	0.0	True	460	13534	chr4:75514441-75514710
ENSG00000120068|chr17:48613218-48613484	ENSG00000120068	HOXB8	HOXB8	HOX	Homeodomain	targeting	2000	99.29421997070312	544.0	False	0.0	True	460	13534	chr17:48613218-48613484
ENSG00000139083|chr12:11649771-11650195	ENSG00000139083	ETV6	ETV6	Ets-related	Ets	targeting	2000	99.2886474609375	545.0	False	0.0	True	460	13534	chr12:11649771-11650195
ENSG00000167635|chr19:36215153-36215198	ENSG00000167635	ZNF146	ZNF146	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	99.28790283203124	546.0	False	0.0	True	460	13534	chr19:36215153-36215198
ENSG00000186564|chr1:47438322-47438400	ENSG00000186564	FOXD2	FOXD2	FOX	Forkhead	targeting	2000	99.28439331054688	547.0	False	0.0	True	460	13534	chr1:47438322-47438400
ENSG00000134532|chr12:23895747-23896025	ENSG00000134532	SOX5	SOX5		HMG/Sox	targeting	2000	99.28373413085936	548.0	False	0.0	True	460	13534	chr12:23895747-23896025
ENSG00000085644|chr16:3135152-3135374	ENSG00000085644	ZNF213	ZNF213	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	99.27291870117188	549.0	False	0.0	True	460	13534	chr16:3135152-3135374
ENSG00000134438|chr18:59273308-59273406	ENSG00000134438	RAX	RAX	Paired-related HD factors	Homeodomain	targeting	2000	99.25565795898436	550.0	False	0.0	True	460	13534	chr18:59273308-59273406
ENSG00000177508|chr16:54286504-54286764	ENSG00000177508	IRX3	IRX3		Homeodomain	targeting	2000	99.25068359375	551.0	False	0.0	True	460	13534	chr16:54286504-54286764
ENSG00000162664|chr1:89995135-89995651	ENSG00000162664	ZNF326	ZNF326		C2H2 ZF	targeting	2000	99.23929443359376	552.0	False	0.0	True	460	13534	chr1:89995135-89995651
ENSG00000218891|chr19:55580641-55580850	ENSG00000218891	ZNF579	ZNF579		C2H2 ZF	targeting	2000	99.2347900390625	553.0	False	0.0	True	460	13534	chr19:55580641-55580850
ENSG00000159263|chr21:36699107-36699564	ENSG00000159263	SIM2	SIM2		bHLH	targeting	2000	99.2338623046875	554.0	False	0.0	True	460	13534	chr21:36699107-36699564
ENSG00000135164|chr7:87152460-87152889	ENSG00000135164	DMTF1	DMTF1	Myb-SANT	Myb/SANT	targeting	2000	99.22855834960936	555.0	False	0.0	True	460	13534	chr7:87152460-87152889
ENSG00000188171|chr19:20661066-20661608	ENSG00000188171	ZNF626	ZNF626		C2H2 ZF	targeting	2000	99.22810668945311	556.0	False	0.0	True	460	13534	chr19:20661066-20661608
ENSG00000176472|chr19:43533413-43533800	ENSG00000176472	ZNF575	ZNF575		C2H2 ZF	targeting	2000	99.22601928710938	557.0	False	0.0	True	460	13534	chr19:43533413-43533800
ENSG00000137265|chr6:391762-391959	ENSG00000137265	IRF4	IRF4	Interferon-regulatory factors	IRF	targeting	2000	99.18516235351562	558.0	False	0.0	True	460	13534	chr6:391762-391959
ENSG00000188909|chr11:122981695-122981810	ENSG00000188909	BSX	BSX	NK	Homeodomain	targeting	2000	99.16806640625	559.0	False	0.0	True	460	13534	chr11:122981695-122981810
ENSG00000186026|chr19:44072127-44072357	ENSG00000186026	ZNF284	ZNF284		C2H2 ZF	targeting	2000	99.13202514648438	560.0	False	0.0	True	460	13534	chr19:44072127-44072357
ENSG00000169926|chr15:31326875-31327247	ENSG00000169926	KLF13	KLF13	Three-zinc finger Kruppel-related	C2H2 ZF	targeting	2000	99.12335815429688	561.0	False	0.0	True	460	13534	chr15:31326875-31327247
ENSG00000174306|chr20:41317403-41317725	ENSG00000174306	ZHX3	ZHX3		Homeodomain	targeting	2000	99.11851806640624	562.0	False	0.0	True	460	13534	chr20:41317403-41317725
ENSG00000171827|chr19:37469357-37469633	ENSG00000171827	ZNF570	ZNF570		C2H2 ZF	targeting	2000	99.11163330078124	563.0	False	0.0	True	460	13534	chr19:37469357-37469633
ENSG00000105997|chr7:27152320-27152554	ENSG00000105997	HOXA3	HOXA3	HOX	Homeodomain	targeting	2000	99.108642578125	564.0	False	0.0	True	460	13534	chr7:27152320-27152554
ENSG00000157514|chrX:107716580-107717039	ENSG00000157514	TSC22D3	TSC22D3		Unknown	targeting	2000	99.1044921875	565.0	False	0.0	True	460	13534	chrX:107716580-107717039
ENSG00000105261|chr19:36111180-36111670	ENSG00000105261	OVOL3	OVOL3		C2H2 ZF	targeting	2000	99.09953002929689	566.0	False	0.0	True	460	13534	chr19:36111180-36111670
ENSG00000130522|chr19:18281310-18281622	ENSG00000130522	JUND	JUND	Jun-related	bZIP	targeting	2000	99.07866821289062	567.0	False	0.0	True	460	13534	chr19:18281310-18281622
ENSG00000105991|chr7:27095656-27095993	ENSG00000105991	HOXA1	HOXA1	HOX	Homeodomain	targeting	2000	99.05328369140624	568.0	False	0.0	True	460	13534	chr7:27095656-27095993
ENSG00000127124|chr1:41700740-41700991	ENSG00000127124	HIVEP3	HIVEP3		C2H2 ZF	targeting	2000	99.02376098632811	569.0	False	0.0	True	460	13534	chr1:41700740-41700991
non-targeting|18|non-targeting:18-18						negative control	2000	99.007080078125		False	0.0	True	460	13534	non-targeting|18|non-targeting:18-18
ENSG00000134107|chr3:4979339-4979538	ENSG00000134107	BHLHE40	BHLHE40	Hairy-related factors	bHLH	targeting	2000	98.9880126953125	570.0	False	0.0	True	460	13534	chr3:4979339-4979538
ENSG00000134317|chr2:9951703-9951788	ENSG00000134317	GRHL1	GRHL1	Grainyhead-related factors	Grainyhead	targeting	2000	98.96900634765623	571.0	False	0.0	True	460	13534	chr2:9951703-9951788
ENSG00000171817|chr19:37551366-37551599	ENSG00000171817	ZNF540	ZNF540		C2H2 ZF	targeting	2000	98.96512451171876	572.0	False	0.0	True	460	13534	chr19:37551366-37551599
ENSG00000165244|chr9:96417943-96418397	ENSG00000165244	ZNF367	ZNF367		C2H2 ZF	targeting	2000	98.93822631835936	573.0	False	0.0	True	460	13534	chr9:96417943-96418397
ENSG00000248496|chr6:28587057-28587321	ENSG00000248496					targeting	2000	98.93209228515624	574.0	False	0.0	True	460	13534	chr6:28587057-28587321
ENSG00000149136|chr11:57335432-57335883	ENSG00000149136	SSRP1	SSRP1		HMG/Sox	targeting	1800	98.93086547851564	575.0	False	0.0	True	460	13534	chr11:57335432-57335883
ENSG00000138073|chr2:27134161-27134632	ENSG00000138073	PREB	PREB		Unknown	targeting	1896	98.91458740234376	576.0	False	0.0	True	460	13534	chr2:27134161-27134632
ENSG00000171956|chr15:60004259-60004691	ENSG00000171956	FOXB1	FOXB1	FOX	Forkhead	targeting	2000	98.90535278320311	577.0	False	0.0	True	460	13534	chr15:60004259-60004691
ENSG00000131116|chr19:43619333-43619634	ENSG00000131116	ZNF428	ZNF428		C2H2 ZF	targeting	2000	98.89463500976562	578.0	False	0.0	True	460	13534	chr19:43619333-43619634
ENSG00000170178|chr2:176099808-176100181	ENSG00000170178	HOXD12	HOXD12	HOX	Homeodomain	targeting	2000	98.885009765625	579.0	False	0.0	True	460	13534	chr2:176099808-176100181
ENSG00000186446|chr3:44729629-44729728	ENSG00000186446	ZNF501	ZNF501		C2H2 ZF	targeting	2000	98.87297973632812	580.0	False	0.0	True	460	13534	chr3:44729629-44729728
ENSG00000173480|chr19:57916103-57916587	ENSG00000173480	ZNF417	ZNF417	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	2000	98.8723876953125	581.0	False	0.0	True	460	13534	chr19:57916103-57916587
ENSG00000178175|chr5:72506901-72507674	ENSG00000178175	ZNF366	ZNF366		C2H2 ZF	targeting	2000	98.848583984375	582.0	False	0.0	True	460	13534	chr5:72506901-72507674
ENSG00000118900|chr16:4847461-4847749	ENSG00000118900	UBN1	UBN1		Unknown	targeting	2000	98.83446655273436	583.0	False	0.0	True	460	13534	chr16:4847461-4847749
ENSG00000106038|chr7:27242793-27243181	ENSG00000106038	EVX1	EVX1	HOX	Homeodomain	targeting	2000	98.81961669921876	584.0	False	0.0	True	460	13534	chr7:27242793-27243181
ENSG00000140632|chr16:4847114-4847305	ENSG00000140632	GLYR1	GLYR1		AT hook	targeting	2000	98.80508422851562	585.0	False	0.0	True	460	13534	chr16:4847114-4847305
ENSG00000256463|chr18:78979845-78980452	ENSG00000256463	SALL3	SALL3	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	2000	98.80192260742189	586.0	False	0.0	True	460	13534	chr18:78979845-78980452
ENSG00000112333|chr6:108166052-108166564	ENSG00000112333	NR2E1	NR2E1		Nuclear receptor	targeting	2000	98.76615600585936	587.0	False	0.0	True	460	13534	chr6:108166052-108166564
ENSG00000197213|chr19:56197524-56197908	ENSG00000197213	ZSCAN5B	ZSCAN5B		C2H2 ZF	targeting	2000	98.74907836914062	588.0	False	0.0	True	460	13534	chr19:56197524-56197908
ENSG00000099364|chr16:30923626-30923909	ENSG00000099364	FBXL19	FBXL19		CxxC	targeting	2000	98.74672241210938	589.0	False	0.0	True	460	13534	chr16:30923626-30923909
ENSG00000120093|chr17:48589980-48590235	ENSG00000120093	HOXB3	HOXB3	HOX	Homeodomain	targeting	2000	98.74354858398438	590.0	False	0.0	True	460	13534	chr17:48589980-48590235
ENSG00000169714|chr3:129183655-129183900	ENSG00000169714	CNBP	CNBP		Unknown	targeting	2000	98.7415771484375	591.0	False	0.0	True	460	13534	chr3:129183655-129183900
ENSG00000267508|chr19:44401379-44401597	ENSG00000267508	ZNF285	ZNF285		C2H2 ZF	targeting	2000	98.73131713867188	592.0	False	0.0	True	460	13534	chr19:44401379-44401597
ENSG00000150051|chr10:27743072-27743528	ENSG00000150051	MKX	MKX	TALE-type HD	Homeodomain	targeting	2000	98.72926635742188	593.0	False	0.0	True	460	13534	chr10:27743072-27743528
ENSG00000148300|chr9:133417559-133418015	ENSG00000148300	REXO4	REXO4		Unknown	targeting	2000	98.71016845703124	594.0	False	0.0	True	460	13534	chr9:133417559-133418015
ENSG00000116833|chr1:200039585-200039718	ENSG00000116833	NR5A2	NR5A2		Nuclear receptor	targeting	2000	98.70869750976564	595.0	False	0.0	True	460	13534	chr1:200039585-200039718
ENSG00000174282|chr17:7479228-7479639	ENSG00000174282	ZBTB4	ZBTB4		C2H2 ZF	targeting	2000	98.70484619140623	596.0	False	0.0	True	460	13534	chr17:7479228-7479639
ENSG00000110693|chr11:16341166-16341238	ENSG00000110693	SOX6	SOX6		HMG/Sox	targeting	2000	98.68200073242188	597.0	False	0.0	True	460	13534	chr11:16341166-16341238
ENSG00000122034|chr13:27424631-27425138	ENSG00000122034	GTF3A	GTF3A		C2H2 ZF	targeting	2000	98.68037109375	598.0	False	0.0	True	460	13534	chr13:27424631-27425138
ENSG00000197928|chr19:53254674-53254882	ENSG00000197928	ZNF677	ZNF677	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	98.67765502929689	599.0	False	0.0	True	460	13534	chr19:53254674-53254882
ENSG00000152192|chr13:78603113-78603615	ENSG00000152192	POU4F1	POU4F1	POU domain factors	Homeodomain; POU	targeting	2000	98.66795654296877	600.0	False	0.0	True	460	13534	chr13:78603113-78603615
ENSG00000197863|chr19:36838291-36838371	ENSG00000197863	ZNF790	ZNF790		C2H2 ZF	targeting	2000	98.66602783203123	601.0	False	0.0	True	460	13534	chr19:36838291-36838371
ENSG00000109101|chr17:28506259-28506588	ENSG00000109101	FOXN1	FOXN1		Forkhead	targeting	2000	98.65574951171877	602.0	False	0.0	True	460	13534	chr17:28506259-28506588
ENSG00000169155|chr9:126805040-126805144	ENSG00000169155	ZBTB43	ZBTB43		C2H2 ZF	targeting	2000	98.65094604492188	603.0	False	0.0	True	460	13534	chr9:126805040-126805144
ENSG00000131759|chr17:40342381-40342588	ENSG00000131759	RARA	RARA	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	targeting	2000	98.6427490234375	604.0	False	0.0	True	460	13534	chr17:40342381-40342588
ENSG00000121075|chr17:61456284-61456679	ENSG00000121075	TBX4	TBX4	TBX2-related factors	T-box	targeting	2000	98.62380981445312	605.0	False	0.0	True	460	13534	chr17:61456284-61456679
ENSG00000261221|chr19:55613576-55613726	ENSG00000261221	ZNF865	ZNF865	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	98.62037353515623	606.0	False	0.0	True	460	13534	chr19:55613576-55613726
ENSG00000122691|chr7:19117247-19117637	ENSG00000122691	TWIST1	TWIST1	Tal-related	bHLH	targeting	2000	98.58021850585938	607.0	False	0.0	True	460	13534	chr7:19117247-19117637
ENSG00000131196|chr18:79395945-79396155	ENSG00000131196	NFATC1	NFATC1		Rel	targeting	2000	98.57938232421876	608.0	False	0.0	True	460	13534	chr18:79395945-79396155
ENSG00000172262|chr5:43120927-43121760	ENSG00000172262	ZNF131	ZNF131	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	98.56690673828123	609.0	False	0.0	True	460	13534	chr5:43120927-43121760
ENSG00000179059|chr4:187995781-187996027	ENSG00000179059	ZFP42	ZFP42	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	98.56024780273438	610.0	False	0.0	True	460	13534	chr4:187995781-187996027
ENSG00000139651|chr12:53180727-53181195	ENSG00000139651	ZNF740	ZNF740	Other factors with up to three adjacent zinc fingers	C2H2 ZF	targeting	2000	98.5520751953125	611.0	False	0.0	True	460	13534	chr12:53180727-53181195
non-targeting|59|non-targeting:59-59						negative control	2000	98.55145874023438		False	0.0	True	460	13534	non-targeting|59|non-targeting:59-59
ENSG00000133111|chr13:36819231-36819318	ENSG00000133111	RFXAP	RFXAP		Unknown	targeting	2000	98.54701538085938	612.0	False	0.0	True	460	13534	chr13:36819231-36819318
ENSG00000186448|chr3:44625038-44625248	ENSG00000186448	ZNF197	ZNF197		C2H2 ZF	targeting	2000	98.5396240234375	613.0	False	0.0	True	460	13534	chr3:44625038-44625248
ENSG00000142409|chr19:56120825-56121263	ENSG00000142409	ZNF787	ZNF787		C2H2 ZF	targeting	2000	98.53804321289064	614.0	False	0.0	True	460	13534	chr19:56120825-56121263
ENSG00000197587|chr1:46506659-46507174	ENSG00000197587	DMBX1	DMBX1		Homeodomain	targeting	2000	98.5181884765625	615.0	False	0.0	True	460	13534	chr1:46506659-46507174
non-targeting|6|non-targeting:6-6						negative control	2000	98.5177490234375		False	0.0	True	460	13534	non-targeting|6|non-targeting:6-6
ENSG00000132024|chr19:13906226-13906292	ENSG00000132024	CC2D1A	CC2D1A		Unknown	targeting	2000	98.51531982421876	616.0	False	0.0	True	460	13534	chr19:13906226-13906292
ENSG00000162367|chr1:47229238-47229777	ENSG00000162367	TAL1	TAL1		bHLH	targeting	2000	98.50572509765624	617.0	False	0.0	True	460	13534	chr1:47229238-47229777
ENSG00000198554|chr14:55026736-55027062	ENSG00000198554	WDHD1	WDHD1		HMG/Sox	targeting	2000	98.5013916015625	618.0	False	0.0	True	460	13534	chr14:55026736-55027062
ENSG00000081059|chr5:134114699-134115518	ENSG00000081059	TCF7	TCF7	TCF-7-related factors	HMG/Sox	targeting	2000	98.490625	619.0	False	0.0	True	460	13534	chr5:134114699-134115518
ENSG00000257315|chr1:203796090-203796511	ENSG00000257315	ZBED6	ZBED6		BED ZF	targeting	2000	98.48097534179688	620.0	False	0.0	True	460	13534	chr1:203796090-203796511
ENSG00000039600|chr5:157671198-157671445	ENSG00000039600	SOX30	SOX30	SOX-related factors	HMG/Sox	targeting	2000	98.48084106445312	621.0	False	0.0	True	460	13534	chr5:157671198-157671445
non-targeting|70|non-targeting:70-70						negative control	2000	98.46055297851562		False	0.0	True	460	13534	non-targeting|70|non-targeting:70-70
ENSG00000147133|chrX:71366391-71366859	ENSG00000147133	TAF1	TAF1		Unknown	targeting	518	98.4592041015625	622.0	False	0.0	True	460	13534	chrX:71366391-71366859
ENSG00000053254|chr14:89416760-89417237	ENSG00000053254	FOXN3	FOXN3	FOX	Forkhead	targeting	2000	98.45220336914062	623.0	False	0.0	True	460	13534	chr14:89416760-89417237
non-targeting|27|non-targeting:27-27						negative control	2000	98.44912109375		False	0.0	True	460	13534	non-targeting|27|non-targeting:27-27
ENSG00000186951|chr22:46150517-46150847	ENSG00000186951	PPARA	PPARA		Nuclear receptor	targeting	2000	98.439599609375	624.0	False	0.0	True	460	13534	chr22:46150517-46150847
ENSG00000125820|chr20:21513964-21514062	ENSG00000125820	NKX2-2	NKX2-2	NK	Homeodomain	targeting	2000	98.43614501953124	625.0	False	0.0	True	460	13534	chr20:21513964-21514062
ENSG00000173011|chr4:7043374-7043923	ENSG00000173011	TADA2B	TADA2B		Myb/SANT	targeting	2000	98.432373046875	626.0	False	0.0	True	460	13534	chr4:7043374-7043923
ENSG00000175197|chr12:57520012-57520445	ENSG00000175197	DDIT3	DDIT3		bZIP	targeting	2000	98.39826049804688	627.0	False	0.0	True	460	13534	chr12:57520012-57520445
ENSG00000072310|chr17:17823142-17823619	ENSG00000072310	SREBF1	SREBF1	bHLH-ZIP	bHLH	targeting	2000	98.38991088867188	628.0	False	0.0	True	460	13534	chr17:17823142-17823619
ENSG00000172667|chr3:179071730-179071820	ENSG00000172667	ZMAT3	ZMAT3		C2H2 ZF	targeting	2000	98.37233276367188	629.0	False	0.0	True	460	13534	chr3:179071730-179071820
ENSG00000122085|chr2:241102129-241102342	ENSG00000122085	MTERFD2	MTERF4		mTERF	targeting	2000	98.33497924804688	630.0	False	0.0	True	460	13534	chr2:241102129-241102342
ENSG00000078399|chr7:27165269-27165544	ENSG00000078399	HOXA9	HOXA9	HOX	Homeodomain	targeting	2000	98.31649780273438	631.0	False	0.0	True	460	13534	chr7:27165269-27165544
ENSG00000198556|chr7:99472891-99472977	ENSG00000198556	ZNF789	ZNF789		C2H2 ZF	targeting	2000	98.31018676757812	632.0	False	0.0	True	460	13534	chr7:99472891-99472977
ENSG00000175787|chr9:94259319-94259530	ENSG00000175787	ZNF169	ZNF169		C2H2 ZF	targeting	2000	98.30784912109377	633.0	False	0.0	True	460	13534	chr9:94259319-94259530
ENSG00000149050|chr11:7020261-7020367	ENSG00000149050	ZNF214	ZNF214	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	2000	98.28677368164062	634.0	False	0.0	True	460	13534	chr11:7020261-7020367
ENSG00000113580|chr5:143403435-143404105	ENSG00000113580	NR3C1	NR3C1	Steroid hormone receptors (NR3)	Nuclear receptor	targeting	2000	98.2775634765625	635.0	False	0.0	True	460	13534	chr5:143403435-143404105
non-targeting|94|non-targeting:94-94						negative control	2000	98.2461181640625		False	0.0	True	460	13534	non-targeting|94|non-targeting:94-94
ENSG00000019485|chr11:45095797-45096082	ENSG00000019485	PRDM11	PRDM11		Myb/SANT	targeting	2000	98.22074584960936	636.0	False	0.0	True	460	13534	chr11:45095797-45096082
