,pval_outlier
GPBP1#chr5:57173821-57173839(+),1.0
GPBP1#chr5:57174054-57174072(+),1.0
GPBP1#chr5:57174081-57174099(-),1.0
GPBP1#chr5:57174086-57174104(+),1.0
GPBP1#chr5:57174278-57174296(+),1.0
GPBP1#chr5:57174320-57174338(+),1.0
GPBP1L1#chr1:45686266-45686284(-),1.0
GPBP1L1#chr1:45686468-45686486(+),1.0
GPBP1L1#chr1:45686507-45686525(-),1.0
GPBP1L1#chr1:45686536-45686554(+),1.0
GPBP1L1#chr1:45686541-45686559(-),1.0
GPBP1L1#chr1:45686817-45686835(-),1.0
GRHL1#chr2:9951703-9951721(+),1.0
GRHL1#chr2:9951713-9951731(-),1.0
GRHL1#chr2:9951718-9951736(-),0.8792
GRHL1#chr2:9951763-9951781(-),0.9531
GRHL1#chr2:9951766-9951784(-),0.7476
GRHL1#chr2:9951770-9951788(-),0.0889
GRHL2#chr8:101492459-101492477(-),0.8792
GRHL2#chr8:101492500-101492518(-),0.9997
GRHL2#chr8:101492605-101492623(+),0.0
GRHL2#chr8:101492668-101492686(-),0.7476
GRHL2#chr8:101493045-101493063(-),0.9854
GRHL2#chr8:101493212-101493230(+),0.9993
GRHL3#chr1:24319344-24319362(+),1.0
GRHL3#chr1:24319371-24319389(-),1.0
GRHL3#chr1:24319384-24319402(-),1.0
GRHL3#chr1:24319513-24319531(+),1.0
GRHL3#chr1:24319519-24319537(-),1.0
GRHL3#chr1:24319943-24319961(+),1.0
GSC#chr14:94769612-94769630(+),0.9214
GSC#chr14:94769685-94769703(+),0.5
GSC#chr14:94769846-94769864(+),1.0
GSC#chr14:94769900-94769918(+),0.3192
GSC#chr14:94770059-94770077(+),0.8266
GSC2#chr22:19149909-19149927(+),1.0
GSC2#chr22:19150116-19150134(-),1.0
GSC2#chr22:19150183-19150201(+),1.0
GSC2#chr22:19150201-19150219(+),1.0
GSC2#chr22:19150207-19150225(+),1.0
GSC2#chr22:19150233-19150251(+),1.0
GSX1#chr13:27792500-27792518(+),1.0
GSX1#chr13:27792506-27792524(-),1.0
GSX1#chr13:27792527-27792545(-),1.0
GSX1#chr13:27792555-27792573(-),1.0
GSX1#chr13:27792567-27792585(-),1.0
GSX1#chr13:27792737-27792755(+),1.0
GSX2#chr4:54100171-54100189(+),0.4649
GSX2#chr4:54100185-54100203(-),0.0319
GSX2#chr4:54100212-54100230(-),1.0
GSX2#chr4:54100219-54100237(+),1.0
GSX2#chr4:54100226-54100244(-),0.1366
GSX2#chr4:54100251-54100269(+),1.0
GTF2A1#chr14:81220447-81220465(+),0.9731
GTF2A1#chr14:81220472-81220490(+),0.7476
GTF2A1#chr14:81220822-81220840(-),0.7476
GTF2A1#chr14:81220875-81220893(-),0.1995
GTF2A1#chr14:81220898-81220916(-),1.0
GTF2A1#chr14:81220913-81220931(-),0.9964
GTF2A1L#chr2:48617809-48617827(-),0.8209
GTF2A1L#chr2:48617875-48617893(+),0.9984
GTF2A1L#chr2:48617880-48617898(+),0.8209
GTF2A1L#chr2:48617892-48617910(-),0.0001
GTF2A1L#chr2:48617904-48617922(+),1.0
GTF2A1L#chr2:48617909-48617927(-),0.9997
GTF2A2#chr15:59657160-59657178(-),1.0
GTF2A2#chr15:59657254-59657272(+),1.0
GTF2A2#chr15:59657323-59657341(-),1.0
GTF2A2#chr15:59657438-59657456(+),1.0
GTF2A2#chr15:59657458-59657476(-),1.0
GTF2A2#chr15:59657472-59657490(-),1.0
GTF2B#chr1:88891086-88891104(-),1.0
GTF2B#chr1:88891312-88891330(-),0.2771
GTF2B#chr1:88891399-88891417(-),1.0
GTF2B#chr1:88891464-88891482(+),1.0
GTF2B#chr1:88891468-88891486(+),0.2771
GTF2B#chr1:88891486-88891504(+),0.1366
GTF2E1#chr3:120742738-120742756(+),1.0
GTF2E1#chr3:120742803-120742821(-),0.367
GTF2E1#chr3:120742817-120742835(-),0.9531
GTF2E1#chr3:120742948-120742966(-),0.9926
GTF2E1#chr3:120742951-120742969(+),0.9997
GTF2E1#chr3:120742956-120742974(+),0.7476
GTF2F1#chr19:6393083-6393101(-),1.0
GTF2F1#chr19:6393086-6393104(-),1.0
GTF2F1#chr19:6393109-6393127(+),1.0
GTF2F1#chr19:6393118-6393136(+),1.0
GTF2F1#chr19:6393122-6393140(-),1.0
GTF2F1#chr19:6393127-6393145(-),1.0
GTF2F2#chr13:45120463-45120481(+),1.0
GTF2F2#chr13:45120508-45120526(+),1.0
GTF2F2#chr13:45120546-45120564(-),1.0
GTF2F2#chr13:45120557-45120575(-),1.0
GTF2F2#chr13:45120575-45120593(-),1.0
GTF2F2#chr13:45120666-45120684(+),1.0
GTF2H1#chr11:18322583-18322601(-),1.0
GTF2H1#chr11:18322593-18322611(+),1.0
GTF2H1#chr11:18322601-18322619(-),1.0
GTF2H1#chr11:18322636-18322654(-),1.0
GTF2H1#chr11:18322751-18322769(+),1.0
GTF2H1#chr11:18322834-18322852(-),1.0
GTF2H3#chr12:123633820-123633838(-),1.0
GTF2H3#chr12:123633832-123633850(+),1.0
GTF2H3#chr12:123633857-123633875(+),1.0
GTF2H3#chr12:123633861-123633879(-),1.0
GTF2H3#chr12:123633883-123633901(-),1.0
GTF2H3#chr12:123633906-123633924(-),1.0
GTF2I#chr7:74657753-74657771(-),0.0889
GTF2I#chr7:74657810-74657828(-),0.2771
GTF2I#chr7:74657831-74657849(-),0.7476
GTF2I#chr7:74657834-74657852(+),1.0
GTF2I#chr7:74657902-74657920(+),1.0
GTF2I#chr7:74657913-74657931(-),0.8209
GTF2IRD1#chr7:74453961-74453979(+),1.0
GTF2IRD1#chr7:74453965-74453983(+),1.0
GTF2IRD1#chr7:74454043-74454061(-),1.0
GTF2IRD1#chr7:74454148-74454166(-),1.0
GTF2IRD1#chr7:74454156-74454174(+),1.0
GTF2IRD1#chr7:74454242-74454260(-),1.0
GTF3A#chr13:27424631-27424649(+),0.9854
GTF3A#chr13:27424674-27424692(-),0.0
GTF3A#chr13:27424739-27424757(-),0.8792
GTF3A#chr13:27424747-27424765(+),0.0319
GTF3A#chr13:27425000-27425018(-),0.9997
GTF3A#chr13:27425120-27425138(-),0.9926
GTF3C3#chr2:196799439-196799457(+),1.0
GTF3C3#chr2:196799448-196799466(+),1.0
GTF3C3#chr2:196799464-196799482(+),1.0
GTF3C3#chr2:196799638-196799656(-),1.0
GTF3C3#chr2:196799674-196799692(-),1.0
GTF3C3#chr2:196799678-196799696(-),1.0
GZF1#chr20:23362171-23362189(+),1.0
GZF1#chr20:23362184-23362202(+),1.0
GZF1#chr20:23362188-23362206(-),1.0
GZF1#chr20:23362191-23362209(+),1.0
GZF1#chr20:23362289-23362307(-),1.0
GZF1#chr20:23362410-23362428(+),1.0
HAND1#chr5:154477779-154477797(+),0.9964
HAND1#chr5:154477830-154477848(+),0.1366
HAND1#chr5:154477998-154478016(-),0.5649
HAND1#chr5:154478161-154478179(-),0.661
HAND1#chr5:154478176-154478194(-),1.0
HAND1#chr5:154478186-154478204(-),1.0
HAND2#chr4:173528891-173528909(+),1.0
HAND2#chr4:173528910-173528928(+),1.0
HAND2#chr4:173528916-173528934(+),1.0
HAND2#chr4:173528966-173528984(-),1.0
HAND2#chr4:173528971-173528989(-),1.0
HAND2#chr4:173528988-173529006(-),1.0
HAND2#chr4:173529737-173529755(+),0.661
HAND2#chr4:173530047-173530065(-),1.0
HAND2#chr4:173530136-173530154(+),0.9993
HAND2#chr4:173530139-173530157(+),0.8792
HAND2#chr4:173530152-173530170(+),0.0045
HAND2#chr4:173530168-173530186(+),0.4649
HBP1#chr7:107168995-107169013(+),1.0
HBP1#chr7:107169001-107169019(+),1.0
HBP1#chr7:107169015-107169033(+),1.0
HBP1#chr7:107169025-107169043(+),1.0
HBP1#chr7:107169048-107169066(+),1.0
HBP1#chr7:107169069-107169087(+),1.0
HCFC1#chrX:153971169-153971187(-),1.0
HCFC1#chrX:153971194-153971212(-),1.0
HCFC1#chrX:153971197-153971215(-),1.0
HCFC1#chrX:153971614-153971632(-),1.0
HCFC1#chrX:153971726-153971744(+),1.0
HCFC1#chrX:153971755-153971773(+),1.0
HCLS1#chr3:121660717-121660735(-),1.0
HCLS1#chr3:121660838-121660856(-),0.9993
HCLS1#chr3:121660853-121660871(-),0.1995
HCLS1#chr3:121660864-121660882(+),0.9227
HCLS1#chr3:121660868-121660886(-),0.0889
HCLS1#chr3:121660895-121660913(-),0.9997
HDAC1#chr1:32292127-32292145(+),1.0
HDAC1#chr1:32292131-32292149(+),1.0
HDAC1#chr1:32292165-32292183(+),0.9731
HDAC1#chr1:32292175-32292193(+),0.661
HDAC1#chr1:32292504-32292522(+),0.8792
HDAC1#chr1:32292593-32292611(-),0.9854
HDAC3#chr5:141636432-141636450(+),1.0
HDAC3#chr5:141636489-141636507(-),1.0
HDAC3#chr5:141636651-141636669(+),1.0
HDAC3#chr5:141636740-141636758(+),1.0
HDAC3#chr5:141636759-141636777(+),1.0
HDAC3#chr5:141636852-141636870(-),1.0
HDAC4#chr2:239400976-239400994(-),0.9926
HDAC4#chr2:239401001-239401019(-),0.9731
HDAC4#chr2:239401007-239401025(-),0.7476
HDAC4#chr2:239401291-239401309(+),0.367
HDAC4#chr2:239401344-239401362(+),0.9731
HDAC4#chr2:239401427-239401445(-),0.0004
HDAC5#chr17:44123413-44123431(+),1.0
HDAC5#chr17:44123416-44123434(+),1.0
HDAC5#chr17:44123575-44123593(-),1.0
HDAC5#chr17:44123579-44123597(+),1.0
HDAC5#chr17:44123582-44123600(+),1.0
HDAC5#chr17:44123592-44123610(-),1.0
HDGF#chr1:156751590-156751608(+),0.9984
HDGF#chr1:156751593-156751611(+),0.2771
HDGF#chr1:156751611-156751629(+),0.9531
HDGF#chr1:156751617-156751635(+),0.9531
HDGF#chr1:156751626-156751644(+),0.1366
HDGF#chr1:156751696-156751714(-),0.9997
HDX#chrX:84502155-84502173(+),0.9964
HDX#chrX:84502288-84502306(-),0.2771
HDX#chrX:84502355-84502373(+),0.9531
HDX#chrX:84502368-84502386(+),0.9731
HDX#chrX:84502393-84502411(-),0.9854
HDX#chrX:84502437-84502455(-),0.1366
HELT#chr4:185018653-185018671(+),0.2771
HELT#chr4:185018810-185018828(+),0.9997
HELT#chr4:185018839-185018857(+),0.4649
HELT#chr4:185018848-185018866(+),0.9997
HELT#chr4:185018901-185018919(-),0.9227
HELT#chr4:185018904-185018922(-),0.8209
HELZ2#chr20:63563711-63563729(+),1.0
HELZ2#chr20:63563983-63564001(+),1.0
HELZ2#chr20:63564027-63564045(-),1.0
HELZ2#chr20:63564030-63564048(+),1.0
HELZ2#chr20:63564040-63564058(-),1.0
HELZ2#chr20:63564059-63564077(-),1.0
HELZ2#chr20:63573740-63573758(-),0.9984
HELZ2#chr20:63573981-63573999(+),0.9993
HELZ2#chr20:63574049-63574067(-),1.0
HELZ2#chr20:63574205-63574223(-),0.0889
HELZ2#chr20:63574218-63574236(-),0.9854
HELZ2#chr20:63574245-63574263(-),0.9227
HES1#chr3:194136116-194136134(+),0.0176
HES1#chr3:194136133-194136151(+),0.0889
HES1#chr3:194136139-194136157(+),1.0
HES1#chr3:194136188-194136206(-),0.1366
HES1#chr3:194136198-194136216(-),1.0
HES1#chr3:194136205-194136223(-),1.0
HES2#chr1:6419843-6419861(+),0.9964
HES2#chr1:6419852-6419870(+),1.0
HES2#chr1:6419871-6419889(+),0.5649
HES2#chr1:6419878-6419896(-),0.9227
HES2#chr1:6419901-6419919(-),0.367
HES2#chr1:6419913-6419931(-),0.7476
HES2#chr1:6424593-6424611(+),0.0548
HES2#chr1:6424602-6424620(+),0.7476
HES2#chr1:6424635-6424653(-),1.0
HES2#chr1:6424644-6424662(-),0.9997
HES2#chr1:6424649-6424667(-),0.367
HES2#chr1:6424669-6424687(-),0.661
HES3#chr1:6244174-6244192(+),1.0
HES3#chr1:6244195-6244213(+),1.0
HES3#chr1:6244221-6244239(+),1.0
HES3#chr1:6244227-6244245(+),1.0
HES3#chr1:6244238-6244256(-),1.0
HES3#chr1:6244245-6244263(+),1.0
HES4#chr1:1000005-1000023(+),1.0
HES4#chr1:1000010-1000028(+),0.8792
HES4#chr1:1000014-1000032(-),0.661
HES4#chr1:1000054-1000072(+),0.8792
HES4#chr1:1000057-1000075(+),0.5649
HES4#chr1:1000070-1000088(-),0.9993
HES5#chr1:2530052-2530070(+),0.1366
HES5#chr1:2530160-2530178(+),0.9227
HES5#chr1:2530168-2530186(+),0.9854
HES5#chr1:2530176-2530194(+),0.8792
HES5#chr1:2530231-2530249(+),0.4649
HES5#chr1:2530273-2530291(+),1.0
HES6#chr2:238239969-238239987(-),0.9854
HES6#chr2:238240014-238240032(+),0.9964
HES6#chr2:238240020-238240038(-),0.4649
HES6#chr2:238240130-238240148(+),0.9993
HES6#chr2:238240324-238240342(-),0.5649
HES6#chr2:238240599-238240617(-),0.0889
HES7#chr17:8123848-8123866(-),0.5649
HES7#chr17:8124030-8124048(-),0.1995
HES7#chr17:8124058-8124076(-),1.0
HES7#chr17:8124075-8124093(-),0.4649
HES7#chr17:8124092-8124110(-),0.9926
HES7#chr17:8124095-8124113(-),1.0
HESX1#chr3:57199735-57199753(+),1.0
HESX1#chr3:57199891-57199909(+),1.0
HESX1#chr3:57199907-57199925(+),1.0
HESX1#chr3:57199922-57199940(-),1.0
HESX1#chr3:57199961-57199979(+),1.0
HESX1#chr3:57199970-57199988(-),1.0
HESX1#chr3:57226215-57226233(-),1.0
HESX1#chr3:57226266-57226284(+),1.0
HESX1#chr3:57226304-57226322(+),1.0
HESX1#chr3:57226311-57226329(-),1.0
HESX1#chr3:57226323-57226341(+),1.0
HESX1#chr3:57226347-57226365(+),1.0
HEY1#chr8:79767421-79767439(-),1.0
HEY1#chr8:79767606-79767624(-),1.0
HEY1#chr8:79767674-79767692(-),1.0
HEY1#chr8:79767680-79767698(+),1.0
HEY1#chr8:79767707-79767725(+),1.0
HEY1#chr8:79767760-79767778(-),1.0
HEY2#chr6:125749605-125749623(+),0.9997
HEY2#chr6:125749625-125749643(+),0.1366
HEY2#chr6:125749642-125749660(-),0.9993
HEY2#chr6:125749664-125749682(-),0.5649
HEY2#chr6:125749667-125749685(-),0.0548
HEY2#chr6:125749817-125749835(+),0.9926
HEYL#chr1:39639444-39639462(-),0.661
HEYL#chr1:39639576-39639594(+),0.661
HEYL#chr1:39639582-39639600(-),0.0548
HEYL#chr1:39639603-39639621(-),0.8792
HEYL#chr1:39639613-39639631(-),1.0
HEYL#chr1:39639644-39639662(-),0.9731
HHEX#chr10:92689947-92689965(+),1.0
HHEX#chr10:92689988-92690006(-),0.7476
HHEX#chr10:92689990-92690008(+),0.8209
HHEX#chr10:92690024-92690042(-),0.9854
HHEX#chr10:92690035-92690053(-),1.0
HHEX#chr10:92690179-92690197(-),0.4649
HIC1#chr17:2055106-2055124(+),1.0
HIC1#chr17:2055132-2055150(+),1.0
HIC1#chr17:2055135-2055153(+),1.0
HIC1#chr17:2055192-2055210(-),1.0
HIC1#chr17:2055382-2055400(-),1.0
HIC1#chr17:2055534-2055552(-),1.0
HIF1A#chr14:61695519-61695537(+),0.0
HIF1A#chr14:61695524-61695542(+),0.0889
HIF1A#chr14:61695530-61695548(-),0.9993
HIF1A#chr14:61695556-61695574(-),0.9227
HIF1A#chr14:61695592-61695610(-),0.9984
HIF1A#chr14:61695605-61695623(-),0.9531
HIF3A#chr19:46297059-46297077(+),1.0
HIF3A#chr19:46297095-46297113(+),1.0
HIF3A#chr19:46297098-46297116(+),1.0
HIF3A#chr19:46297243-46297261(-),1.0
HIF3A#chr19:46297253-46297271(+),1.0
HIF3A#chr19:46297303-46297321(+),1.0
HIF3A#chr19:46298414-46298432(-),1.0
HIF3A#chr19:46298426-46298444(-),1.0
HIF3A#chr19:46298477-46298495(-),1.0
HIF3A#chr19:46298497-46298515(-),1.0
HIF3A#chr19:46298551-46298569(-),1.0
HIF3A#chr19:46298596-46298614(+),1.0
HINFP#chr11:119121581-119121599(+),1.0
HINFP#chr11:119121585-119121603(+),1.0
HINFP#chr11:119121619-119121637(+),1.0
HINFP#chr11:119121629-119121647(+),1.0
HINFP#chr11:119121633-119121651(-),1.0
HINFP#chr11:119121646-119121664(+),1.0
HIRA#chr22:19431326-19431344(+),1.0
HIRA#chr22:19431442-19431460(-),1.0
HIRA#chr22:19431693-19431711(-),1.0
HIRA#chr22:19431700-19431718(+),1.0
HIRA#chr22:19431712-19431730(-),1.0
HIRA#chr22:19431726-19431744(+),1.0
HIRA#chr22:19447438-19447456(-),1.0
HIRA#chr22:19447613-19447631(+),1.0
HIRA#chr22:19447616-19447634(+),1.0
HIRA#chr22:19447632-19447650(-),1.0
HIRA#chr22:19447675-19447693(-),1.0
HIRA#chr22:19447688-19447706(-),1.0
HIVEP1#chr6:12011754-12011772(-),1.0
HIVEP1#chr6:12011959-12011977(-),1.0
HIVEP1#chr6:12011962-12011980(-),1.0
HIVEP1#chr6:12012007-12012025(-),1.0
HIVEP1#chr6:12012029-12012047(+),1.0
HIVEP1#chr6:12012035-12012053(-),1.0
HIVEP2#chr6:142944844-142944862(-),1.0
HIVEP2#chr6:142944950-142944968(+),1.0
HIVEP2#chr6:142945001-142945019(-),1.0
HIVEP2#chr6:142945087-142945105(+),1.0
HIVEP2#chr6:142945158-142945176(-),1.0
HIVEP2#chr6:142945197-142945215(-),1.0
HIVEP3#chr1:41700740-41700758(+),0.0045
HIVEP3#chr1:41700771-41700789(+),1.0
HIVEP3#chr1:41700886-41700904(-),0.367
HIVEP3#chr1:41700914-41700932(+),1.0
HIVEP3#chr1:41700970-41700988(+),0.9964
HIVEP3#chr1:41700973-41700991(+),0.367
HIVEP3#chr1:41918239-41918257(+),0.9948
HIVEP3#chr1:41918456-41918474(-),0.9366
HIVEP3#chr1:41918583-41918601(+),0.7186
HIVEP3#chr1:41918667-41918685(-),0.0969
HIVEP3#chr1:41918877-41918895(-),1.0
HIVEP3#chr1:41918883-41918901(-),1.0
HIVEP3#chr1:41918887-41918905(-),1.0
HIVEP3#chr1:41918893-41918911(-),1.0
HKR1#chr19:37317887-37317905(+),0.9731
HKR1#chr19:37317892-37317910(+),0.9964
HKR1#chr19:37317921-37317939(+),0.9854
HKR1#chr19:37317975-37317993(+),1.0
HKR1#chr19:37317985-37318003(-),0.0319
HKR1#chr19:37318062-37318080(+),0.0045
HKR1#chr19:37334666-37334684(+),0.5649
HKR1#chr19:37334673-37334691(+),0.367
HKR1#chr19:37334691-37334709(+),0.9926
HKR1#chr19:37334702-37334720(-),0.5649
HKR1#chr19:37334705-37334723(-),0.9997
HKR1#chr19:37334735-37334753(-),0.9854
HLF#chr17:55264965-55264983(+),0.9984
HLF#chr17:55264968-55264986(+),0.4649
HLF#chr17:55265022-55265040(-),0.9531
HLF#chr17:55265084-55265102(-),0.9984
HLF#chr17:55265087-55265105(-),0.9731
HLF#chr17:55265225-55265243(+),0.0319
HLF#chr17:55267646-55267664(-),1.0
HLF#chr17:55267674-55267692(+),1.0
HLF#chr17:55267801-55267819(+),1.0
HLF#chr17:55267812-55267830(+),1.0
HLF#chr17:55267816-55267834(-),1.0
HLF#chr17:55267997-55268015(-),1.0
HLTF#chr3:149086130-149086148(-),0.1995
HLTF#chr3:149086216-149086234(+),0.8792
HLTF#chr3:149086456-149086474(-),0.9227
HLTF#chr3:149086458-149086476(+),0.8792
HLTF#chr3:149086490-149086508(-),1.0
HLTF#chr3:149086498-149086516(-),0.661
HLX#chr1:220879449-220879467(+),0.9731
HLX#chr1:220879458-220879476(-),0.367
HLX#chr1:220879643-220879661(+),0.9731
HLX#chr1:220879685-220879703(-),0.9531
HLX#chr1:220879691-220879709(-),0.9531
HLX#chr1:220879905-220879923(-),1.0
HMBOX1#chr8:28890364-28890382(+),0.0319
HMBOX1#chr8:28890392-28890410(+),0.8792
HMBOX1#chr8:28890602-28890620(-),0.2771
HMBOX1#chr8:28890605-28890623(-),0.9731
HMBOX1#chr8:28890616-28890634(-),0.9926
HMBOX1#chr8:28890658-28890676(+),0.9926
HMG20A#chr15:77420898-77420916(+),1.0
HMG20A#chr15:77420911-77420929(+),1.0
HMG20A#chr15:77420933-77420951(+),1.0
HMG20A#chr15:77420938-77420956(+),1.0
HMG20A#chr15:77420992-77421010(-),1.0
HMG20A#chr15:77421106-77421124(+),1.0
HMG20B#chr19:3572949-3572967(+),0.2771
HMG20B#chr19:3573008-3573026(-),0.7476
HMG20B#chr19:3573023-3573041(-),0.7476
HMG20B#chr19:3573186-3573204(+),0.9227
HMG20B#chr19:3573401-3573419(-),0.4649
HMG20B#chr19:3573415-3573433(-),0.7476
HMG20B#chr19:3574338-3574356(-),1.0
HMG20B#chr19:3574378-3574396(+),1.0
HMG20B#chr19:3574386-3574404(-),1.0
HMG20B#chr19:3574390-3574408(+),1.0
HMG20B#chr19:3574407-3574425(-),1.0
HMG20B#chr19:3574441-3574459(+),1.0
HMGA1#chr6:34236888-34236906(-),1.0
HMGA1#chr6:34236895-34236913(+),1.0
HMGA1#chr6:34236954-34236972(+),1.0
HMGA1#chr6:34237064-34237082(+),1.0
HMGA1#chr6:34237184-34237202(-),1.0
HMGA1#chr6:34237196-34237214(-),1.0
HMGA2#chr12:65825064-65825082(-),1.0
HMGA2#chr12:65825073-65825091(+),1.0
HMGA2#chr12:65825083-65825101(-),1.0
HMGA2#chr12:65825085-65825103(+),1.0
HMGA2#chr12:65825182-65825200(-),1.0
HMGA2#chr12:65825304-65825322(-),1.0
HMGB1#chr13:30465527-30465545(+),1.0
HMGB1#chr13:30465649-30465667(+),1.0
HMGB1#chr13:30465675-30465693(-),1.0
HMGB1#chr13:30465776-30465794(-),1.0
HMGB1#chr13:30465943-30465961(+),1.0
HMGB1#chr13:30465949-30465967(-),1.0
HMGB1#chr13:30617290-30617308(+),1.0
HMGB1#chr13:30617431-30617449(+),1.0
HMGB1#chr13:30617483-30617501(-),1.0
HMGB1#chr13:30617487-30617505(+),1.0
HMGB1#chr13:30617492-30617510(-),1.0
HMGB1#chr13:30617524-30617542(+),1.0
HMGB2#chr4:173334068-173334086(+),1.0
HMGB2#chr4:173334241-173334259(+),1.0
HMGB2#chr4:173334299-173334317(+),1.0
HMGB2#chr4:173334332-173334350(-),1.0
HMGB2#chr4:173334334-173334352(+),1.0
HMGB2#chr4:173334382-173334400(-),1.0
HMGB3#chrX:150983336-150983354(-),1.0
HMGB3#chrX:150983356-150983374(+),1.0
HMGB3#chrX:150983484-150983502(-),0.4649
HMGB3#chrX:150983680-150983698(+),0.2771
HMGB3#chrX:150983689-150983707(+),0.1366
HMGB3#chrX:150983702-150983720(+),1.0
HMGB4#chr1:33864063-33864081(-),0.2771
HMGB4#chr1:33864113-33864131(+),0.9731
HMGB4#chr1:33864125-33864143(-),0.0319
HMGB4#chr1:33864151-33864169(-),0.0889
HMGB4#chr1:33864280-33864298(+),1.0
HMGB4#chr1:33864295-33864313(-),1.0
HMGN2#chr1:26472410-26472428(+),1.0
HMGN2#chr1:26472448-26472466(-),1.0
HMGN2#chr1:26472679-26472697(+),1.0
HMGN2#chr1:26472691-26472709(+),1.0
HMGN2#chr1:26472804-26472822(+),1.0
HMGN2#chr1:26472876-26472894(-),1.0
HMGN3#chr6:79234445-79234463(-),0.1995
HMGN3#chr6:79234654-79234672(+),1.0
HMGN3#chr6:79234675-79234693(-),1.0
HMGN3#chr6:79234679-79234697(-),1.0
HMGN3#chr6:79234689-79234707(+),0.5649
HMGN3#chr6:79234727-79234745(-),0.661
HMGXB3#chr5:150000722-150000740(-),0.367
HMGXB3#chr5:150000735-150000753(-),0.9854
HMGXB3#chr5:150000745-150000763(-),0.661
HMGXB3#chr5:150000755-150000773(-),0.9997
HMGXB3#chr5:150000760-150000778(+),1.0
HMGXB3#chr5:150000787-150000805(-),0.9227
HMGXB4#chr22:35257503-35257521(+),0.0176
HMGXB4#chr22:35257514-35257532(+),0.9993
HMGXB4#chr22:35257521-35257539(+),0.8209
HMGXB4#chr22:35257537-35257555(+),0.9993
HMGXB4#chr22:35257543-35257561(+),0.7476
HMGXB4#chr22:35257551-35257569(-),0.661
HMX1#chr4:8871797-8871815(+),1.0
HMX1#chr4:8871806-8871824(-),1.0
HMX1#chr4:8871825-8871843(-),1.0
HMX1#chr4:8871837-8871855(-),1.0
HMX1#chr4:8871849-8871867(-),1.0
HMX1#chr4:8872002-8872020(-),1.0
HMX2#chr10:123148104-123148122(+),1.0
HMX2#chr10:123148137-123148155(+),1.0
HMX2#chr10:123148162-123148180(+),1.0
HMX2#chr10:123148183-123148201(+),1.0
HMX2#chr10:123148200-123148218(-),1.0
HMX2#chr10:123148210-123148228(-),1.0
HMX3#chr10:123135982-123136000(-),0.367
HMX3#chr10:123136026-123136044(+),0.4649
HMX3#chr10:123136048-123136066(+),0.7476
HMX3#chr10:123136158-123136176(+),0.9993
HMX3#chr10:123136204-123136222(-),1.0
HMX3#chr10:123136360-123136378(+),0.9997
HNF1A#chr12:120978550-120978568(+),1.0
HNF1A#chr12:120978564-120978582(+),1.0
HNF1A#chr12:120978575-120978593(-),1.0
HNF1A#chr12:120978751-120978769(+),1.0
HNF1A#chr12:120978807-120978825(+),1.0
HNF1A#chr12:120979119-120979137(+),1.0
HNF1B#chr17:37744991-37745009(-),0.9993
HNF1B#chr17:37744999-37745017(-),0.5649
HNF1B#chr17:37745001-37745019(+),1.0
HNF1B#chr17:37745009-37745027(-),0.0889
HNF1B#chr17:37745023-37745041(+),1.0
HNF1B#chr17:37745027-37745045(-),0.1995
HNF4A#chr20:44401209-44401227(-),1.0
HNF4A#chr20:44401236-44401254(-),0.367
HNF4A#chr20:44401320-44401338(-),0.9854
HNF4A#chr20:44401322-44401340(+),0.8792
HNF4A#chr20:44401335-44401353(-),0.4649
HNF4A#chr20:44401477-44401495(+),0.9999
HNF4G#chr8:75407668-75407686(-),1.0
HNF4G#chr8:75407902-75407920(-),1.0
HNF4G#chr8:75408038-75408056(+),1.0
HNF4G#chr8:75408043-75408061(-),1.0
HNF4G#chr8:75408050-75408068(+),1.0
HNF4G#chr8:75408080-75408098(-),1.0
HNF4G#chr8:75539906-75539924(+),0.9964
HNF4G#chr8:75539913-75539931(+),0.9984
HNF4G#chr8:75539981-75539999(+),0.367
HNF4G#chr8:75540060-75540078(+),0.7476
HNF4G#chr8:75540135-75540153(+),0.5649
HNF4G#chr8:75540141-75540159(+),0.7476
HNRNPK#chr9:83979739-83979757(+),0.9854
HNRNPK#chr9:83979957-83979975(+),1.0
HNRNPK#chr9:83980187-83980205(-),0.367
HNRNPK#chr9:83980190-83980208(-),0.9993
HNRNPK#chr9:83980381-83980399(+),0.8209
HNRNPK#chr9:83980605-83980623(-),0.5649
HNRNPU#chr1:244864256-244864274(-),1.0
HNRNPU#chr1:244864428-244864446(+),1.0
HNRNPU#chr1:244864448-244864466(+),1.0
HNRNPU#chr1:244864455-244864473(-),1.0
HNRNPU#chr1:244864475-244864493(-),1.0
HNRNPU#chr1:244864481-244864499(-),1.0
HOMEZ#chr14:23285859-23285877(+),0.9531
HOMEZ#chr14:23285876-23285894(+),0.9227
HOMEZ#chr14:23286036-23286054(+),0.9993
HOMEZ#chr14:23286068-23286086(-),0.0091
HOMEZ#chr14:23286099-23286117(-),0.9926
HOMEZ#chr14:23286101-23286119(+),0.7476
HOPX#chr4:56655786-56655804(+),1.0
HOPX#chr4:56655966-56655984(+),1.0
HOPX#chr4:56655970-56655988(-),1.0
HOPX#chr4:56655981-56655999(+),1.0
HOPX#chr4:56655994-56656012(-),1.0
HOPX#chr4:56655999-56656017(+),1.0
HOPX#chr4:56680799-56680817(-),1.0
HOPX#chr4:56681039-56681057(-),1.0
HOPX#chr4:56681221-56681239(-),1.0
HOPX#chr4:56681237-56681255(+),1.0
