target_id	ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	type	locus	distance_mean_HuangfuDE	distance_rank_HuangfuDE	sig_dist_gt_NC_max_HuangfuDE	distance_mean_HuangfuESC	distance_rank_HuangfuESC	sig_dist_gt_NC_max_HuangfuESC	n_datasets_with_data	n_datasets_significant	classification
ENSG00000167380|chr19:44141571-44141667	ENSG00000167380	ZNF226	ZNF226	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr19:44141571-44141667	104.23811645507811	231.0	False	588.9341491699219	147.0	False	2	0	convergent_nonsignificant
ENSG00000173451|chr12:71663070-71663470	ENSG00000173451	THAP2	THAP2		THAP finger	targeting	chr12:71663070-71663470	91.45962524414062	1258.0	False	588.9266815185547	148.0	False	2	0	convergent_nonsignificant
ENSG00000136367|chr14:23555709-23555907	ENSG00000136367	ZFHX2	ZFHX2		Homeodomain	targeting	chr14:23555709-23555907	93.32669067382812	1072.0	False	588.7568634033203	149.0	False	2	0	convergent_nonsignificant
ENSG00000112182|chr6:90296557-90296779	ENSG00000112182	BACH2	BACH2	Jun-related	bZIP	targeting	chr6:90296557-90296779	102.49125366210936	321.0	False	588.7438873291015	150.0	False	2	0	convergent_nonsignificant
ENSG00000106261|chr7:100015610-100015983	ENSG00000106261	ZKSCAN1	ZKSCAN1	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr7:100015610-100015983	96.18706665039062	835.0	False	588.7263122558594	151.0	False	2	0	convergent_nonsignificant
ENSG00000148513|chr10:37125662-37125900	ENSG00000148513	ANKRD30A	ANKRD30A		Unknown	targeting	chr10:37125662-37125900	89.80340576171875	1429.0	False	588.4443450927735	152.0	False	2	0	convergent_nonsignificant
ENSG00000229544|chr10:124449538-124450027	ENSG00000229544	NKX1-2	NKX1-2		Homeodomain	targeting	chr10:124449538-124450027	93.81272583007812	1023.0	False	588.2315124511719	153.0	False	2	0	convergent_nonsignificant
ENSG00000198353|chr12:54053840-54054486	ENSG00000198353	HOXC4	HOXC4	HOX	Homeodomain	targeting	chr12:54053840-54054486	103.877197265625	250.0	False	588.0238739013672	154.0	False	2	0	convergent_nonsignificant
ENSG00000105419|chr19:47419060-47419533	ENSG00000105419	MEIS3	MEIS3	TALE-type homeo domain factors	Homeodomain	targeting	chr19:47419060-47419533	97.39400024414064	711.0	False	588.014697265625	155.0	False	2	0	convergent_nonsignificant
ENSG00000198028|chr19:9498329-9498565	ENSG00000198028	ZNF560	ZNF560		C2H2 ZF	targeting	chr19:9498329-9498565	92.49518432617188	1146.0	False	587.9013488769531	156.0	False	2	0	convergent_nonsignificant
ENSG00000197016|chr19:56567472-56567742	ENSG00000197016	ZNF470	ZNF470	Other factors with up to three adjacent zinc fingers	C2H2 ZF	targeting	chr19:56567472-56567742	92.38704223632811	1154.0	False	587.7926055908204	157.0	False	2	0	convergent_nonsignificant
ENSG00000188981|chr4:3249156-3249361	ENSG00000188981	MSANTD1	MSANTD1	Myb-SANT	MADF	targeting	chr4:3249156-3249361	89.42801513671876	1458.0	False	587.6442352294922	158.0	False	2	0	convergent_nonsignificant
ENSG00000153147|chr4:143513688-143514112	ENSG00000153147	SMARCA5	SMARCA5		Myb/SANT	targeting	chr4:143513688-143514112	91.39895629882812	1268.0	False	587.3718383789062	159.0	False	2	0	convergent_nonsignificant
ENSG00000126012|chrX:53224936-53225167	ENSG00000126012	KDM5C	KDM5C		ARID/BRIGHT	targeting	chrX:53224936-53225167	86.69296264648438	1663.0	False	587.3581237792969	160.0	False	2	0	convergent_nonsignificant
ENSG00000126003|chr20:32207339-32207732	ENSG00000126003	PLAGL2	PLAGL2	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr20:32207339-32207732	85.406396484375	1739.0	False	587.3156646728515	161.0	False	2	0	convergent_nonsignificant
ENSG00000198039|chr7:64882559-64882971	ENSG00000198039	ZNF273	ZNF273		C2H2 ZF	targeting	chr7:64882559-64882971	92.3698486328125	1156.0	False	587.2065795898437	162.0	False	2	0	convergent_nonsignificant
ENSG00000049618|chr6:156777663-156778009	ENSG00000049618	ARID1B	ARID1B		ARID/BRIGHT	targeting	chr6:156777663-156778009	102.9640869140625	299.0	False	587.1201965332032	163.0	False	2	0	convergent_nonsignificant
ENSG00000143365|chr1:151831572-151831764	ENSG00000143365	RORC	RORC	Thyroid hormone receptor-related factors (NR1)	Nuclear receptor	targeting	chr1:151831572-151831764	79.8046142578125	2011.0	False	587.0199645996094	164.0	False	2	0	convergent_nonsignificant
ENSG00000117707|chr1:213987944-213988486	ENSG00000117707	PROX1	PROX1	HD-PROS factors	Prospero	targeting	chr1:213987944-213988486	100.27644653320311	465.0	False	586.938998413086	165.0	False	2	0	convergent_nonsignificant
ENSG00000121060|chr17:56913644-56914016	ENSG00000121060	TRIM25	TRIM25		Unknown	targeting	chr17:56913644-56914016	96.81054077148436	780.0	False	586.7937774658203	166.0	False	2	0	convergent_nonsignificant
ENSG00000104903|chr19:13102421-13102889	ENSG00000104903	LYL1	LYL1		bHLH	targeting	chr19:13102421-13102889	94.14044799804688	998.0	False	586.7730072021484	167.0	False	2	0	convergent_nonsignificant
ENSG00000168875|chr3:137764309-137764690	ENSG00000168875	SOX14	SOX14	SOX-related factors	HMG/Sox	targeting	chr3:137764309-137764690	88.06183471679688	1559.0	False	586.7481689453125	168.0	False	2	0	convergent_nonsignificant
ENSG00000198466|chr19:57849864-57850330	ENSG00000198466	ZNF587	ZNF587		C2H2 ZF	targeting	chr19:57849864-57850330	100.19740600585938	471.0	False	586.4994018554687	169.0	False	2	0	convergent_nonsignificant
ENSG00000180257|chr19:52962453-52962859	ENSG00000180257	ZNF816	ZNF816	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr19:52962453-52962859	86.9385498046875	1640.0	False	586.4718963623047	170.0	False	2	0	convergent_nonsignificant
ENSG00000167034|chr8:23682459-23682968	ENSG00000167034	NKX3-1	NKX3-1	NK	Homeodomain	targeting	chr8:23682459-23682968	85.70546875	1722.0	False	586.4089538574219	171.0	False	2	0	convergent_nonsignificant
ENSG00000178338|chr5:178859971-178860059	ENSG00000178338	ZNF354B	ZNF354B		C2H2 ZF	targeting	chr5:178859971-178860059	97.93732299804688	657.0	False	586.3490844726563	172.0	False	2	0	convergent_nonsignificant
ENSG00000196378|chr8:144786891-144787326	ENSG00000196378	ZNF34	ZNF34		C2H2 ZF	targeting	chr8:144786891-144787326	84.94141845703125	1768.0	False	586.2679321289063	173.0	False	2	0	convergent_nonsignificant
ENSG00000124203|chr20:59191056-59191404	ENSG00000124203	ZNF831	ZNF831	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	chr20:59191056-59191404	83.538134765625	1860.0	False	586.2676391601562	174.0	False	2	0	convergent_nonsignificant
ENSG00000174586|chr19:58362645-58362762	ENSG00000174586	ZNF497	ZNF497	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr19:58362645-58362762	72.35986328125	2139.0	False	586.243051147461	175.0	False	2	0	convergent_nonsignificant
ENSG00000069812|chr1:6424593-6424687	ENSG00000069812	HES2	HES2	Hairy-related factors	bHLH	targeting	chr1:6424593-6424687	95.62998046875	883.0	False	586.1889587402344	176.0	False	2	0	convergent_nonsignificant
ENSG00000087903|chr19:6110396-6110505	ENSG00000087903	RFX2	RFX2	RFX-related factors	RFX	targeting	chr19:6110396-6110505	86.0787353515625	1703.0	False	586.0724578857422	177.0	False	2	0	convergent_nonsignificant
ENSG00000152467|chr19:58034095-58034377	ENSG00000152467	ZSCAN1	ZSCAN1		C2H2 ZF	targeting	chr19:58034095-58034377	84.58568115234375	1791.0	False	586.0145141601563	178.0	False	2	0	convergent_nonsignificant
ENSG00000157557|chr21:38805495-38806394	ENSG00000157557	ETS2	ETS2	Ets-related	Ets	targeting	chr21:38805495-38806394	92.96348876953124	1100.0	False	585.9058837890625	179.0	False	2	0	convergent_nonsignificant
ENSG00000197362|chr7:149090514-149090726	ENSG00000197362	ZNF786	ZNF786		C2H2 ZF	targeting	chr7:149090514-149090726	98.13012084960936	641.0	False	585.7335571289062	180.0	False	2	0	convergent_nonsignificant
ENSG00000118260|chr2:207529949-207530028	ENSG00000118260	CREB1	CREB1	CREB-related factors	bZIP	targeting	chr2:207529949-207530028	101.11324462890624	413.0	False	585.6835540771484	181.0	False	2	0	convergent_nonsignificant
ENSG00000205250|chr16:67192147-67192662	ENSG00000205250	E2F4	E2F4	E2F	E2F	targeting	chr16:67192147-67192662	90.81356201171874	1332.0	False	585.4294311523438	182.0	False	2	0	convergent_nonsignificant
ENSG00000080603|chr16:30698167-30699349	ENSG00000080603	SRCAP	SRCAP		AT hook	targeting	chr16:30698167-30699349	90.60899658203124	1354.0	False	585.3015258789062	183.0	False	2	0	convergent_nonsignificant
ENSG00000170561|chr5:2751254-2751657	ENSG00000170561	IRX2	IRX2	TALE-type HD	Homeodomain	targeting	chr5:2751254-2751657	94.45740966796876	970.0	False	585.2014526367187	184.0	False	2	0	convergent_nonsignificant
non-targeting|11|non-targeting:11-11						negative control	non-targeting|11|non-targeting:11-11	93.34369506835938		False	584.9669799804688		False	2	0	convergent_nonsignificant
ENSG00000165804|chr14:21097948-21098619	ENSG00000165804	ZNF219	ZNF219		C2H2 ZF	targeting	chr14:21097948-21098619	84.343505859375	1809.0	False	584.9611572265625	185.0	False	2	0	convergent_nonsignificant
ENSG00000108773|chr17:42121038-42121356	ENSG00000108773	KAT2A	KAT2A		Unknown	targeting	chr17:42121038-42121356	96.28060302734374	827.0	False	584.9171813964844	186.0	False	2	0	convergent_nonsignificant
ENSG00000167377|chr16:71489230-71489327	ENSG00000167377	ZNF23	ZNF23		C2H2 ZF	targeting	chr16:71489230-71489327	86.36412963867187	1683.0	False	584.9093536376953	187.0	False	2	0	convergent_nonsignificant
ENSG00000124813|chr6:45422307-45422407	ENSG00000124813	RUNX2	RUNX2	Runt-related factors	Runt	targeting	chr6:45422307-45422407	109.34179077148436	82.0	False	584.5029388427735	188.0	False	2	0	convergent_nonsignificant
ENSG00000234444|chr7:64307448-64307870	ENSG00000234444	ZNF736	ZNF736		C2H2 ZF	targeting	chr7:64307448-64307870	92.62747802734376	1135.0	False	584.4329162597656	189.0	False	2	0	convergent_nonsignificant
ENSG00000127989|chr7:91880485-91880726	ENSG00000127989	MTERF	MTERF1		mTERF	targeting	chr7:91880485-91880726	88.52744750976562	1527.0	False	584.2588134765625	190.0	False	2	0	convergent_nonsignificant
ENSG00000228623|chr9:113011973-113012220	ENSG00000228623	ZNF883	ZNF883		C2H2 ZF	targeting	chr9:113011973-113012220	90.91822509765623	1317.0	False	584.2167144775391	191.0	False	2	0	convergent_nonsignificant
ENSG00000110693|chr11:16475902-16476367	ENSG00000110693	SOX6	SOX6		HMG/Sox	targeting	chr11:16475902-16476367	106.09871826171874	163.0	False	584.2164978027344	192.0	False	2	0	convergent_nonsignificant
ENSG00000214022|chr7:150368865-150369642	ENSG00000214022	REPIN1	REPIN1		C2H2 ZF	targeting	chr7:150368865-150369642	101.60781860351562	377.0	False	584.1718719482421	193.0	False	2	0	convergent_nonsignificant
ENSG00000113916|chr3:187745312-187745447	ENSG00000113916	BCL6	BCL6	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr3:187745312-187745447	91.75071411132812	1230.0	False	584.1506469726562	194.0	False	2	0	convergent_nonsignificant
ENSG00000275410|chr17:37744991-37745045	ENSG00000275410	HNF1B	HNF1B	POU domain factors	Homeodomain	targeting	chr17:37744991-37745045	50.9540283203125	2165.0	False	584.0865234375	195.0	False	2	0	convergent_nonsignificant
ENSG00000102349|chrX:56232404-56232501	ENSG00000102349	KLF8	KLF8	Three-zinc finger Kruppel-related	C2H2 ZF	targeting	chrX:56232404-56232501	92.8708251953125	1106.0	False	583.9103790283203	196.0	False	2	0	convergent_nonsignificant
ENSG00000179528|chr2:74503066-74503343	ENSG00000179528	LBX2	LBX2	NK	Homeodomain	targeting	chr2:74503066-74503343	100.78834228515623	428.0	False	583.8330230712891	197.0	False	2	0	convergent_nonsignificant
ENSG00000065548|chr2:186486254-186486693	ENSG00000065548	ZC3H15	ZC3H15		CCCH ZF	targeting	chr2:186486254-186486693	70.67554931640625	2150.0	False	583.6696655273438	198.0	False	2	0	convergent_nonsignificant
non-targeting|77|non-targeting:77-77						negative control	non-targeting|77|non-targeting:77-77	84.43817138671875		False	583.417446899414		False	2	0	convergent_nonsignificant
ENSG00000108001|chr10:129963920-129964285	ENSG00000108001	EBF3	EBF3	Early B-Cell Factor-related factors	EBF1	targeting	chr10:129963920-129964285	81.85650024414062	1930.0	False	583.4051635742187	199.0	False	2	0	convergent_nonsignificant
ENSG00000171056|chr8:10839664-10839860	ENSG00000171056	SOX7	SOX7		HMG/Sox	targeting	chr8:10839664-10839860	96.28224487304688	826.0	False	583.357470703125	200.0	False	2	0	convergent_nonsignificant
ENSG00000275004|chr22:22508407-22508725	ENSG00000275004	ZNF280B	ZNF280B		C2H2 ZF	targeting	chr22:22508407-22508725	92.60870971679688	1137.0	False	583.3134857177735	201.0	False	2	0	convergent_nonsignificant
ENSG00000143157|chr1:166839472-166839735	ENSG00000143157	POGK	POGK	More than 3 adjacent zinc fingers	Brinker	targeting	chr1:166839472-166839735	105.40541381835938	189.0	False	583.0321685791016	202.0	False	2	0	convergent_nonsignificant
ENSG00000105967|chr7:116030682-116030770	ENSG00000105967	TFEC	TFEC	bHLH-ZIP	bHLH	targeting	chr7:116030682-116030770	97.36900024414062	713.0	False	582.9059875488281	203.0	False	2	0	convergent_nonsignificant
ENSG00000124766|chr6:21597711-21597913	ENSG00000124766	SOX4	SOX4	SOX-related factors	HMG/Sox	targeting	chr6:21597711-21597913	82.056884765625	1918.0	False	582.5888793945312	204.0	False	2	0	convergent_nonsignificant
ENSG00000152977|chr3:147409398-147409655	ENSG00000152977	ZIC1	ZIC1	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr3:147409398-147409655	80.06928100585938	1998.0	False	582.5344360351562	205.0	False	2	0	convergent_nonsignificant
ENSG00000158055|chr1:24319344-24319961	ENSG00000158055	GRHL3	GRHL3		Grainyhead	targeting	chr1:24319344-24319961	79.65242919921874	2013.0	False	582.368862915039	206.0	False	2	0	convergent_nonsignificant
ENSG00000138311|chr10:62374398-62374656	ENSG00000138311	ZNF365	ZNF365		C2H2 ZF	targeting	chr10:62374398-62374656	74.79410400390626	2113.0	False	582.3547119140625	207.0	False	2	0	convergent_nonsignificant
ENSG00000167377|chr16:71462117-71462233	ENSG00000167377	ZNF23	ZNF23		C2H2 ZF	targeting	chr16:71462117-71462233	95.69771118164064	871.0	False	582.2605529785156	208.0	False	2	0	convergent_nonsignificant
ENSG00000196693|chr10:42638274-42638532	ENSG00000196693	ZNF33B	ZNF33B		C2H2 ZF	targeting	chr10:42638274-42638532	78.72617797851562	2041.0	False	582.1670623779297	209.0	False	2	0	convergent_nonsignificant
ENSG00000108924|chr17:55267646-55268015	ENSG00000108924	HLF	HLF	CEBP-related	bZIP	targeting	chr17:55267646-55268015	88.77199096679688	1513.0	False	582.0735748291015	210.0	False	2	0	convergent_nonsignificant
ENSG00000142556|chr19:52028250-52028411	ENSG00000142556	ZNF614	ZNF614		C2H2 ZF	targeting	chr19:52028250-52028411	104.62191772460938	219.0	False	581.7959259033203	211.0	False	2	0	convergent_nonsignificant
ENSG00000131127|chr4:337824-337906	ENSG00000131127	ZNF141	ZNF141		C2H2 ZF	targeting	chr4:337824-337906	97.428955078125	706.0	False	581.795132446289	212.0	False	2	0	convergent_nonsignificant
ENSG00000164736|chr8:54457938-54458154	ENSG00000164736	SOX17	SOX17		HMG/Sox	targeting	chr8:54457938-54458154	83.09949951171875	1880.0	False	581.765576171875	213.0	False	2	0	convergent_nonsignificant
ENSG00000169554|chr2:144519796-144520154	ENSG00000169554	ZEB2	ZEB2	HD-ZF	C2H2 ZF; Homeodomain	targeting	chr2:144519796-144520154	87.99259033203126	1564.0	False	581.3150817871094	214.0	False	2	0	convergent_nonsignificant
ENSG00000183621|chr10:30999302-30999462	ENSG00000183621	ZNF438	ZNF438		C2H2 ZF	targeting	chr10:30999302-30999462	100.739501953125	432.0	False	580.9624603271484	215.0	False	2	0	convergent_nonsignificant
ENSG00000176887|chr2:5692396-5692511	ENSG00000176887	SOX11	SOX11		HMG/Sox	targeting	chr2:5692396-5692511	99.81689453125	506.0	False	580.9469055175781	216.0	False	2	0	convergent_nonsignificant
ENSG00000121653|chr11:45885650-45885824	ENSG00000121653	MAPK8IP1	MAPK8IP1			targeting	chr11:45885650-45885824	105.61127319335938	180.0	False	580.8558013916015	217.0	False	2	0	convergent_nonsignificant
ENSG00000001167|chr6:41072917-41073528	ENSG00000001167	NFYA	NFYA	Heteromeric CCAAT-binding	CBF/NF-Y	targeting	chr6:41072917-41073528	87.27451782226562	1621.0	False	580.8134002685547	218.0	False	2	0	convergent_nonsignificant
ENSG00000174485|chr15:65791857-65792268	ENSG00000174485	DENND4A	DENND4A			targeting	chr15:65791857-65792268	99.82616577148436	504.0	False	580.6769805908203	220.0	False	2	0	convergent_nonsignificant
ENSG00000137265|chr6:393212-393284	ENSG00000137265	IRF4	IRF4	Interferon-regulatory factors	IRF	targeting	chr6:393212-393284	103.84732666015626	251.0	False	580.648812866211	221.0	False	2	0	convergent_nonsignificant
ENSG00000142065|chr19:36378986-36379183	ENSG00000142065	ZFP14	ZFP14	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	chr19:36378986-36379183	88.23012084960938	1550.0	False	580.3548553466796	222.0	False	2	0	convergent_nonsignificant
ENSG00000156030|chr14:73786788-73787138	ENSG00000156030	ELMSAN1	MIDEAS		Myb/SANT	targeting	chr14:73786788-73787138	94.453955078125	971.0	False	580.2005950927735	223.0	False	2	0	convergent_nonsignificant
ENSG00000182944|chr22:29268329-29268752	ENSG00000182944	EWSR1	EWSR1		Unknown	targeting	chr22:29268329-29268752	95.65855102539062	879.0	False	580.1105102539062	224.0	False	2	0	convergent_nonsignificant
ENSG00000149480|chr11:62601399-62601844	ENSG00000149480	MTA2	MTA2		Myb/SANT; GATA	targeting	chr11:62601399-62601844	86.32728271484375	1687.0	False	579.9490447998047	225.0	False	2	0	convergent_nonsignificant
ENSG00000148516|chr10:31319210-31319300	ENSG00000148516	ZEB1	ZEB1	HD-ZF factors	C2H2 ZF; Homeodomain	targeting	chr10:31319210-31319300	92.26226196289062	1168.0	False	579.8746795654297	227.0	False	2	0	convergent_nonsignificant
ENSG00000188171|chr19:20661066-20661608	ENSG00000188171	ZNF626	ZNF626		C2H2 ZF	targeting	chr19:20661066-20661608	99.22810668945311	556.0	False	579.5956848144531	228.0	False	2	0	convergent_nonsignificant
non-targeting|76|non-targeting:76-76						negative control	non-targeting|76|non-targeting:76-76	94.39702758789062		False	579.3175628662109		False	2	0	convergent_nonsignificant
ENSG00000183733|chr2:70790394-70790673	ENSG00000183733	FIGLA	FIGLA	Tal-related	bHLH	targeting	chr2:70790394-70790673	91.41763916015626	1263.0	False	579.1099029541016	229.0	False	2	0	convergent_nonsignificant
ENSG00000106038|chr7:27242793-27243181	ENSG00000106038	EVX1	EVX1	HOX	Homeodomain	targeting	chr7:27242793-27243181	98.81961669921876	584.0	False	579.0587951660157	230.0	False	2	0	convergent_nonsignificant
ENSG00000117318|chr1:23559248-23559534	ENSG00000117318	ID3	ID3		bHLH	targeting	chr1:23559248-23559534	103.49708251953123	273.0	False	578.9107452392578	231.0	False	2	0	convergent_nonsignificant
ENSG00000143995|chr2:66435107-66435374	ENSG00000143995	MEIS1	MEIS1	TALE-type homeo domain factors	Homeodomain	targeting	chr2:66435107-66435374	89.25684204101563	1470.0	False	578.8749176025391	232.0	False	2	0	convergent_nonsignificant
ENSG00000212993|chr8:127415817-127416221	ENSG00000212993	POU5F1B	POU5F1B	POU domain factors	Homeodomain; POU	targeting	chr8:127415817-127416221	108.56961669921876	97.0	False	578.8089569091796	233.0	False	2	0	convergent_nonsignificant
ENSG00000198315|chr6:28141881-28142063	ENSG00000198315	ZKSCAN8	ZKSCAN8		C2H2 ZF	targeting	chr6:28141881-28142063	96.39718627929688	813.0	False	578.7663879394531	234.0	False	2	0	convergent_nonsignificant
ENSG00000185420|chr1:246507012-246507262	ENSG00000185420	SMYD3	SMYD3		Unknown	targeting	chr1:246507012-246507262	88.41228637695312	1533.0	False	578.6813842773438	235.0	False	2	0	convergent_nonsignificant
ENSG00000123933|chr4:2261774-2262113	ENSG00000123933	MXD4	MXD4		bHLH	targeting	chr4:2261774-2262113	97.80289916992189	672.0	False	578.6791137695312	236.0	False	2	0	convergent_nonsignificant
ENSG00000121653|chr11:45900113-45900504	ENSG00000121653	MAPK8IP1	MAPK8IP1			targeting	chr11:45900113-45900504	80.96103515625	1965.0	False	578.5322265625	237.0	False	2	0	convergent_nonsignificant
ENSG00000125520|chr20:63739767-63740380	ENSG00000125520	SLC2A4RG	SLC2A4RG	Factors with multiple dispersed zinc fingers	C2H2 ZF	targeting	chr20:63739767-63740380	108.1879638671875	107.0	False	578.3548187255859	238.0	False	2	0	convergent_nonsignificant
ENSG00000197213|chr19:56192556-56193059	ENSG00000197213	ZSCAN5B	ZSCAN5B		C2H2 ZF	targeting	chr19:56192556-56193059	97.97301025390624	652.0	False	578.2837738037109	239.0	False	2	0	convergent_nonsignificant
ENSG00000263001|chr7:74657753-74657931	ENSG00000263001	GTF2I	GTF2I		GTF2I-like	targeting	chr7:74657753-74657931	105.32841796875	190.0	False	578.101318359375	241.0	False	2	0	convergent_nonsignificant
non-targeting|59|non-targeting:59-59						negative control	non-targeting|59|non-targeting:59-59	98.55145874023438		False	577.9758087158203		False	2	0	convergent_nonsignificant
ENSG00000172216|chr20:50190831-50191410	ENSG00000172216	CEBPB	CEBPB	CEBP-related	bZIP	targeting	chr20:50190831-50191410	90.61264038085938	1353.0	False	577.8368499755859	242.0	False	2	0	convergent_nonsignificant
ENSG00000276234|chr17:37406880-37407303	ENSG00000276234	TADA2A	TADA2A		Myb/SANT	targeting	chr17:37406880-37407303	91.18204345703126	1289.0	False	577.8241027832031	243.0	False	2	0	convergent_nonsignificant
ENSG00000167380|chr19:44165077-44165180	ENSG00000167380	ZNF226	ZNF226	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr19:44165077-44165180	87.04888305664062	1629.0	False	577.7866851806641	244.0	False	2	0	convergent_nonsignificant
ENSG00000005801|chr11:3378934-3379151	ENSG00000005801	ZNF195	ZNF195		C2H2 ZF	targeting	chr11:3378934-3379151	82.70673828125	1894.0	False	577.7592559814453	245.0	False	2	0	convergent_nonsignificant
ENSG00000100207|chr22:42214373-42214819	ENSG00000100207	TCF20	TCF20		Unknown	targeting	chr22:42214373-42214819	77.87169799804687	2065.0	False	577.5490844726562	246.0	False	2	0	convergent_nonsignificant
ENSG00000101126|chr20:50930828-50931425	ENSG00000101126	ADNP	ADNP		Homeodomain	targeting	chr20:50930828-50931425	88.95036010742187	1493.0	False	577.2775787353515	247.0	False	2	0	convergent_nonsignificant
ENSG00000183434|chrX:133218167-133218365	ENSG00000183434	TFDP3	TFDP3		E2F	targeting	chrX:133218167-133218365	99.77996215820312	507.0	False	577.2533966064453	248.0	False	2	0	convergent_nonsignificant
ENSG00000107077|chr9:6758033-6758359	ENSG00000107077	KDM4C	KDM4C			targeting	chr9:6758033-6758359	93.32032470703123	1074.0	False	577.2444885253906	249.0	False	2	0	convergent_nonsignificant
ENSG00000232237|chr1:201127066-201127234	ENSG00000232237	ASCL5	ASCL5		bHLH	targeting	chr1:201127066-201127234	89.59511108398438	1445.0	False	577.2231079101563	250.0	False	2	0	convergent_nonsignificant
ENSG00000143578|chr1:153967871-153968164	ENSG00000143578	CREB3L4	CREB3L4	CREB-related factors	bZIP	targeting	chr1:153967871-153968164	109.41318969726562	81.0	False	577.1751159667969	251.0	False	2	0	convergent_nonsignificant
ENSG00000118900|chr16:4847461-4847749	ENSG00000118900	UBN1	UBN1		Unknown	targeting	chr16:4847461-4847749	98.83446655273436	583.0	False	577.1233642578125	252.0	False	2	0	convergent_nonsignificant
ENSG00000198715|chr1:156295450-156295682	ENSG00000198715	C1orf85	GLMP		Unknown	targeting	chr1:156295450-156295682	82.8924560546875	1886.0	False	576.8943145751953	254.0	False	2	0	convergent_nonsignificant
ENSG00000168505|chr2:236167979-236168369	ENSG00000168505	GBX2	GBX2	HOX	Homeodomain	targeting	chr2:236167979-236168369	97.916455078125	660.0	False	576.8922790527344	255.0	False	2	0	convergent_nonsignificant
non-targeting|7|non-targeting:7-7						negative control	non-targeting|7|non-targeting:7-7	84.29356079101562		False	576.8652404785156		False	2	0	convergent_nonsignificant
ENSG00000061337|chr8:20303850-20303945	ENSG00000061337	LZTS1	LZTS1		Unknown	targeting	chr8:20303850-20303945	87.919580078125	1570.0	False	576.6887237548829	256.0	False	2	0	convergent_nonsignificant
ENSG00000116819|chr1:35573297-35573621	ENSG00000116819	TFAP2E	TFAP2E	AP-2	AP-2	targeting	chr1:35573297-35573621	101.5412353515625	381.0	False	576.4740997314453	257.0	False	2	0	convergent_nonsignificant
ENSG00000168813|chr19:32345638-32345845	ENSG00000168813	ZNF507	ZNF507		C2H2 ZF	targeting	chr19:32345638-32345845	92.15684814453124	1185.0	False	576.4455413818359	258.0	False	2	0	convergent_nonsignificant
ENSG00000096401|chr6:44387559-44388219	ENSG00000096401	CDC5L	CDC5L		Myb/SANT	targeting	chr6:44387559-44388219	80.71585693359376	1975.0	False	576.3916015625	259.0	False	2	0	convergent_nonsignificant
ENSG00000167685|chr19:56141306-56141713	ENSG00000167685	ZNF444	ZNF444		C2H2 ZF	targeting	chr19:56141306-56141713	97.54234008789062	696.0	False	576.3398162841797	260.0	False	2	0	convergent_nonsignificant
ENSG00000007545|chr16:1612352-1612420	ENSG00000007545	CRAMP1L	CRAMP1		Myb/SANT	targeting	chr16:1612352-1612420	94.676611328125	954.0	False	575.7915985107422	261.0	False	2	0	convergent_nonsignificant
ENSG00000176256|chr1:33864063-33864313	ENSG00000176256	HMGB4	HMGB4		HMG/Sox	targeting	chr1:33864063-33864313	71.00797119140626	2148.0	False	575.7780609130859	262.0	False	2	0	convergent_nonsignificant
ENSG00000184517|chr16:75148500-75148770	ENSG00000184517	ZFP1	ZFP1		C2H2 ZF	targeting	chr16:75148500-75148770	93.57152099609377	1047.0	False	575.7007690429688	263.0	False	2	0	convergent_nonsignificant
ENSG00000052850|chr11:44309662-44310019	ENSG00000052850	ALX4	ALX4		Homeodomain	targeting	chr11:44309662-44310019	87.82459716796875	1581.0	False	575.5196533203125	264.0	False	2	0	convergent_nonsignificant
ENSG00000107485|chr10:8054872-8055251	ENSG00000107485	GATA3	GATA3	C4-GATA-related	GATA	targeting	chr10:8054872-8055251	90.0867431640625	1406.0	False	575.4296813964844	265.0	False	2	0	convergent_nonsignificant
ENSG00000131115|chr19:44212565-44212765	ENSG00000131115	ZNF227	ZNF227		C2H2 ZF	targeting	chr19:44212565-44212765	85.9494384765625	1710.0	False	575.069921875	266.0	False	2	0	convergent_nonsignificant
ENSG00000164185|chr5:122129551-122129970	ENSG00000164185	ZNF474	ZNF474		C2H2 ZF	targeting	chr5:122129551-122129970	100.94901733398436	424.0	False	574.9657165527344	267.0	False	2	0	convergent_nonsignificant
ENSG00000196267|chr19:52171255-52171661	ENSG00000196267	ZNF836	ZNF836	More than 3 adjacent zinc fingers	C2H2 ZF	targeting	chr19:52171255-52171661	88.84447631835937	1500.0	False	574.9533660888671	268.0	False	2	0	convergent_nonsignificant
ENSG00000198105|chr10:37857362-37858133	ENSG00000198105	ZNF248	ZNF248		C2H2 ZF	targeting	chr10:37857362-37858133	91.94338989257812	1209.0	False	574.7469818115235	269.0	False	2	0	convergent_nonsignificant
