gene_id	gene_id_versioned	gene_symbol	gene_type	chr	start	end	strand
ENSG00000286020	ENSG00000286020.1	ENSG00000286020	lncRNA	chr2	197817423	197836326	-
ENSG00000237035	ENSG00000237035.1	ENSG00000237035	lncRNA	chr2	198187802	198191521	-
ENSG00000236653	ENSG00000236653.3	LINC01923	lncRNA	chr2	198299276	198375490	-
ENSG00000225421	ENSG00000225421.2	ENSG00000225421	lncRNA	chr2	198493242	198772356	-
ENSG00000231557	ENSG00000231557.1	ENSG00000231557	lncRNA	chr2	198882573	199071791	-
ENSG00000230407	ENSG00000230407.1	ENSG00000230407	processed_pseudogene	chr2	199108584	199110088	+
ENSG00000238698	ENSG00000238698.1	RNU7-147P	snRNA	chr2	199191059	199191120	+
ENSG00000119042	ENSG00000119042.18	SATB2	protein_coding	chr2	199269505	199471266	-
ENSG00000257045	ENSG00000257045.1	ENSG00000257045	lncRNA	chr2	199325310	199329362	+
ENSG00000225953	ENSG00000225953.5	SATB2-AS1	lncRNA	chr2	199457689	199476935	+
ENSG00000238217	ENSG00000238217.7	LINC01877	lncRNA	chr2	199608062	199750341	+
ENSG00000213938	ENSG00000213938.3	SEPHS1P6	processed_pseudogene	chr2	199659551	199660729	+
ENSG00000226124	ENSG00000226124.10	FTCDNL1	protein_coding	chr2	199760544	199851192	-
ENSG00000232732	ENSG00000232732.11	ENSG00000232732	lncRNA	chr2	199867396	199911159	-
ENSG00000227004	ENSG00000227004.2	ENSG00000227004	processed_pseudogene	chr2	199872172	199872378	+
ENSG00000240302	ENSG00000240302.3	RN7SL717P	misc_RNA	chr2	199901081	199901377	-
ENSG00000178074	ENSG00000178074.6	C2orf69	protein_coding	chr2	199911293	199955935	+
ENSG00000162971	ENSG00000162971.11	TYW5	protein_coding	chr2	199928913	199955736	-
ENSG00000162972	ENSG00000162972.11	MAIP1	protein_coding	chr2	199955317	200008540	+
ENSG00000287027	ENSG00000287027.1	ENSG00000287027	lncRNA	chr2	200086870	200100025	+
ENSG00000196141	ENSG00000196141.14	SPATS2L	protein_coding	chr2	200305881	200482264	+
ENSG00000201649	ENSG00000201649.1	RNY4P34	misc_RNA	chr2	200373175	200373269	+
ENSG00000287299	ENSG00000287299.1	ENSG00000287299	lncRNA	chr2	200390666	200478018	-
ENSG00000155729	ENSG00000155729.13	KCTD18	protein_coding	chr2	200488958	200519784	-
ENSG00000163535	ENSG00000163535.18	SGO2	protein_coding	chr2	200510008	200584096	+
ENSG00000138356	ENSG00000138356.14	AOX1	protein_coding	chr2	200586014	200677064	+
ENSG00000244301	ENSG00000244301.8	AOX3P	transcribed_unprocessed_pseudogene	chr2	200678233	200732539	+
ENSG00000284084	ENSG00000284084.1	AOX3P-AOX2P	lncRNA	chr2	200695723	200748040	+
ENSG00000290905	ENSG00000290905.1	ENSG00000290905	lncRNA	chr2	200695734	200734109	+
ENSG00000237166	ENSG00000237166.4	LINC01792	lncRNA	chr2	200711535	200735203	-
ENSG00000243478	ENSG00000243478.10	AOX2P	transcribed_unprocessed_pseudogene	chr2	200738608	200791630	+
ENSG00000291279	ENSG00000291279.1	ENSG00000291279	lncRNA	chr2	200740821	200762215	+
ENSG00000290906	ENSG00000290906.1	ENSG00000290906	lncRNA	chr2	200762308	200794239	+
ENSG00000201737	ENSG00000201737.1	RNU1-133P	snRNA	chr2	200775584	200775750	+
ENSG00000230408	ENSG00000230408.3	BZW1-AS1	lncRNA	chr2	200780495	200812170	-
ENSG00000082153	ENSG00000082153.18	BZW1	protein_coding	chr2	200810594	200827338	+
ENSG00000207116	ENSG00000207116.1	RNU6-31P	snRNA	chr2	200830009	200830116	+
ENSG00000224346	ENSG00000224346.1	BICD1P1	processed_pseudogene	chr2	200844240	200845461	+
ENSG00000223092	ENSG00000223092.1	RNA5SP115	rRNA_pseudogene	chr2	200849038	200849144	-
ENSG00000013441	ENSG00000013441.17	CLK1	protein_coding	chr2	200853009	200864691	-
ENSG00000252759	ENSG00000252759.1	Y_RNA	misc_RNA	chr2	200863152	200863247	-
ENSG00000240344	ENSG00000240344.10	PPIL3	protein_coding	chr2	200870907	200889303	-
ENSG00000201499	ENSG00000201499.1	RNU6-312P	snRNA	chr2	200881715	200881821	-
ENSG00000196290	ENSG00000196290.17	NIF3L1	protein_coding	chr2	200889327	200903938	+
ENSG00000252916	ENSG00000252916.1	RNU6-762P	snRNA	chr2	200899020	200899121	+
ENSG00000115942	ENSG00000115942.9	ORC2	protein_coding	chr2	200908977	200963680	-
ENSG00000183308	ENSG00000183308.6	ENSG00000183308	lncRNA	chr2	200963263	201009102	+
ENSG00000155744	ENSG00000155744.10	HYCC2	protein_coding	chr2	200973718	201071671	-
ENSG00000225695	ENSG00000225695.1	HNRNPA1P35	processed_pseudogene	chr2	201063089	201064051	+
ENSG00000226658	ENSG00000226658.1	RPL23AP30	processed_pseudogene	chr2	201066691	201067191	+
ENSG00000119013	ENSG00000119013.10	NDUFB3	protein_coding	chr2	201071433	201085750	+
ENSG00000252148	ENSG00000252148.1	RNU6-1206P	snRNA	chr2	201079842	201079944	+
ENSG00000273975	ENSG00000273975.1	Metazoa_SRP	misc_RNA	chr2	201097744	201098091	+
ENSG00000232719	ENSG00000232719.1	ENSG00000232719	lncRNA	chr2	201101382	201103136	+
ENSG00000224672	ENSG00000224672.4	RPL17P10	processed_pseudogene	chr2	201102089	201102957	-
ENSG00000003402	ENSG00000003402.21	CFLAR	protein_coding	chr2	201116154	201176687	+
ENSG00000232133	ENSG00000232133.1	IMPDH1P10	processed_pseudogene	chr2	201137516	201140027	-
ENSG00000226312	ENSG00000226312.7	CFLAR-AS1	lncRNA	chr2	201140278	201157823	-
ENSG00000238829	ENSG00000238829.1	RNU7-45P	snRNA	chr2	201141904	201141966	+
ENSG00000235579	ENSG00000235579.1	RPL38P5	processed_pseudogene	chr2	201162484	201162680	-
ENSG00000234431	ENSG00000234431.2	ENSG00000234431	lncRNA	chr2	201166965	201167546	+
ENSG00000003400	ENSG00000003400.16	CASP10	protein_coding	chr2	201182872	201229428	+
ENSG00000227348	ENSG00000227348.1	MTND5P25	unprocessed_pseudogene	chr2	201212283	201213081	-
ENSG00000225796	ENSG00000225796.2	MTND4P23	unprocessed_pseudogene	chr2	201213298	201214660	-
ENSG00000235318	ENSG00000235318.3	MTND4LP13	unprocessed_pseudogene	chr2	201214653	201214950	-
ENSG00000064012	ENSG00000064012.24	CASP8	protein_coding	chr2	201233443	201361836	+
ENSG00000289698	ENSG00000289698.1	ENSG00000289698	lncRNA	chr2	201273053	201277529	+
ENSG00000155749	ENSG00000155749.13	FLACC1	protein_coding	chr2	201288271	201357398	-
ENSG00000115993	ENSG00000115993.13	TRAK2	protein_coding	chr2	201377207	201451500	-
ENSG00000082146	ENSG00000082146.13	STRADB	protein_coding	chr2	201387858	201480846	+
ENSG00000213090	ENSG00000213090.2	SCYL2P1	processed_pseudogene	chr2	201410544	201413308	-
ENSG00000202008	ENSG00000202008.1	Y_RNA	misc_RNA	chr2	201423513	201423604	+
ENSG00000155754	ENSG00000155754.15	C2CD6	protein_coding	chr2	201487421	201619178	-
ENSG00000234842	ENSG00000234842.1	MTCO2P16	unprocessed_pseudogene	chr2	201549631	201550307	+
ENSG00000224299	ENSG00000224299.1	MTATP6P16	unprocessed_pseudogene	chr2	201550524	201551049	+
ENSG00000227736	ENSG00000227736.1	MTCO3P16	unprocessed_pseudogene	chr2	201552859	201553612	+
ENSG00000224590	ENSG00000224590.1	MTND3P16	unprocessed_pseudogene	chr2	201553688	201554031	+
ENSG00000234731	ENSG00000234731.2	MTND4LP16	unprocessed_pseudogene	chr2	201554096	201554390	+
ENSG00000249177	ENSG00000249177.1	MTND4P29	unprocessed_pseudogene	chr2	201554384	201556051	+
ENSG00000227841	ENSG00000227841.1	MTND5P31	unprocessed_pseudogene	chr2	201556892	201558265	+
ENSG00000155755	ENSG00000155755.20	TMEM237	protein_coding	chr2	201620184	201643570	-
ENSG00000241790	ENSG00000241790.2	ENO1P4	processed_pseudogene	chr2	201621646	201623430	-
ENSG00000287133	ENSG00000287133.1	ENSG00000287133	lncRNA	chr2	201643398	201645990	+
ENSG00000082126	ENSG00000082126.18	MPP4	protein_coding	chr2	201644870	201698694	-
ENSG00000222972	ENSG00000222972.1	RNU6-651P	snRNA	chr2	201646716	201646820	+
ENSG00000003393	ENSG00000003393.16	ALS2	protein_coding	chr2	201700267	201782112	-
ENSG00000230799	ENSG00000230799.1	RPS2P16	processed_pseudogene	chr2	201762737	201763573	+
ENSG00000138395	ENSG00000138395.17	CDK15	protein_coding	chr2	201790461	201895550	+
ENSG00000202137	ENSG00000202137.1	Y_RNA	misc_RNA	chr2	201808681	201808782	+
ENSG00000231124	ENSG00000231124.1	UBE2V1P11	processed_pseudogene	chr2	201824548	201824832	+
ENSG00000212184	ENSG00000212184.1	RNU6-440P	snRNA	chr2	201927439	201927543	+
ENSG00000289026	ENSG00000289026.1	ENSG00000289026	lncRNA	chr2	202032072	202032838	+
ENSG00000273209	ENSG00000273209.1	ENSG00000273209	lncRNA	chr2	202032770	202033537	-
ENSG00000155760	ENSG00000155760.3	FZD7	protein_coding	chr2	202033855	202038441	+
ENSG00000182329	ENSG00000182329.14	KIAA2012	protein_coding	chr2	202073255	202205188	+
ENSG00000222035	ENSG00000222035.4	KIAA2012-AS1	lncRNA	chr2	202075410	202117062	-
ENSG00000287041	ENSG00000287041.1	ENSG00000287041	lncRNA	chr2	202137570	202149627	-
ENSG00000231903	ENSG00000231903.1	ENSG00000231903	lncRNA	chr2	202178660	202179391	-
ENSG00000227890	ENSG00000227890.1	PSMA2P3	processed_pseudogene	chr2	202179297	202179971	+
ENSG00000223825	ENSG00000223825.5	DAZAP2P1	processed_pseudogene	chr2	202201384	202201886	-
ENSG00000116030	ENSG00000116030.17	SUMO1	protein_coding	chr2	202206182	202238599	-
ENSG00000224463	ENSG00000224463.1	RPL39P14	processed_pseudogene	chr2	202231696	202231849	+
ENSG00000055044	ENSG00000055044.11	NOP58	protein_coding	chr2	202265736	202303661	+
ENSG00000212534	ENSG00000212534.1	SNORD70	snoRNA	chr2	202276431	202276518	+
ENSG00000212309	ENSG00000212309.1	SNORD70B	snoRNA	chr2	202278108	202278192	+
ENSG00000271852	ENSG00000271852.1	SNORD11B	snoRNA	chr2	202291332	202291421	+
ENSG00000238317	ENSG00000238317.2	SNORD11	snoRNA	chr2	202293051	202293134	+
ENSG00000286223	ENSG00000286223.1	ENSG00000286223	lncRNA	chr2	202302122	202303614	-
ENSG00000264275	ENSG00000264275.1	RN7SL753P	misc_RNA	chr2	202333439	202333728	+
ENSG00000226261	ENSG00000226261.1	PIMREGP1	processed_pseudogene	chr2	202336024	202336727	-
ENSG00000272966	ENSG00000272966.1	ENSG00000272966	lncRNA	chr2	202336739	202337200	+
ENSG00000242696	ENSG00000242696.3	RN7SL40P	misc_RNA	chr2	202357076	202357417	-
ENSG00000273456	ENSG00000273456.2	ENSG00000273456	lncRNA	chr2	202374769	202376142	-
ENSG00000204217	ENSG00000204217.16	BMPR2	protein_coding	chr2	202376327	202567751	+
ENSG00000289490	ENSG00000289490.1	ENSG00000289490	protein_coding	chr2	202377112	202377168	+
ENSG00000270915	ENSG00000270915.1	H3P8	processed_pseudogene	chr2	202505012	202505343	-
ENSG00000236047	ENSG00000236047.1	RPL13AP12	processed_pseudogene	chr2	202520401	202520989	+
ENSG00000223619	ENSG00000223619.1	MTCO1P17	unprocessed_pseudogene	chr2	202614214	202614704	+
ENSG00000233888	ENSG00000233888.2	MTCO2P17	unprocessed_pseudogene	chr2	202614853	202615529	+
ENSG00000235433	ENSG00000235433.1	MTATP6P17	unprocessed_pseudogene	chr2	202615769	202616440	+
ENSG00000237542	ENSG00000237542.1	MTCO3P17	unprocessed_pseudogene	chr2	202616700	202617212	+
ENSG00000233134	ENSG00000233134.1	MTND3P17	unprocessed_pseudogene	chr2	202617284	202617627	+
ENSG00000241221	ENSG00000241221.2	MTND4LP17	unprocessed_pseudogene	chr2	202617695	202617987	+
ENSG00000227454	ENSG00000227454.2	MTND4P30	unprocessed_pseudogene	chr2	202617983	202618881	+
ENSG00000233311	ENSG00000233311.1	MTCO1P54	processed_pseudogene	chr2	202619185	202619896	-
ENSG00000138439	ENSG00000138439.12	FAM117B	protein_coding	chr2	202634969	202769757	+
ENSG00000163596	ENSG00000163596.17	ICA1L	protein_coding	chr2	202773150	202871766	-
ENSG00000240761	ENSG00000240761.2	ENSG00000240761	processed_pseudogene	chr2	202773720	202774360	-
ENSG00000233579	ENSG00000233579.1	KRT8P15	processed_pseudogene	chr2	202840331	202841781	-
ENSG00000138442	ENSG00000138442.11	WDR12	protein_coding	chr2	202874261	203014798	-
ENSG00000138380	ENSG00000138380.18	CARF	protein_coding	chr2	202912214	202988263	+
ENSG00000232479	ENSG00000232479.2	KRT8P52	processed_pseudogene	chr2	202924609	202925904	+
ENSG00000270664	ENSG00000270664.1	ENSG00000270664	processed_pseudogene	chr2	202995194	202995403	+
ENSG00000144426	ENSG00000144426.19	NBEAL1	protein_coding	chr2	203014608	203226378	+
ENSG00000232994	ENSG00000232994.1	RPL7P14	processed_pseudogene	chr2	203040108	203040899	+
ENSG00000202059	ENSG00000202059.1	ENSG00000202059	snoRNA	chr2	203052285	203052418	-
ENSG00000228513	ENSG00000228513.1	ENSG00000228513	processed_pseudogene	chr2	203061314	203062403	-
ENSG00000225124	ENSG00000225124.1	RPL23AP36	processed_pseudogene	chr2	203074685	203075142	-
ENSG00000204196	ENSG00000204196.5	RPL12P16	transcribed_processed_pseudogene	chr2	203190780	203191277	+
ENSG00000289294	ENSG00000289294.2	ENSG00000289294	lncRNA	chr2	203237261	203239295	-
ENSG00000119004	ENSG00000119004.17	CYP20A1	protein_coding	chr2	203238977	203306026	+
ENSG00000264041	ENSG00000264041.2	RN7SL670P	misc_RNA	chr2	203259604	203259897	+
ENSG00000238285	ENSG00000238285.1	MRPL50P2	processed_pseudogene	chr2	203315390	203315871	-
ENSG00000138443	ENSG00000138443.17	ABI2	protein_coding	chr2	203328280	203447728	+
ENSG00000256458	ENSG00000256458.1	ENSG00000256458	lncRNA	chr2	203328459	203329226	-
ENSG00000173166	ENSG00000173166.18	RAPH1	protein_coding	chr2	203394345	203535335	-
ENSG00000233459	ENSG00000233459.1	ENSG00000233459	processed_pseudogene	chr2	203634577	203636016	-
ENSG00000233031	ENSG00000233031.1	ENSG00000233031	processed_pseudogene	chr2	203672175	203672423	-
ENSG00000178562	ENSG00000178562.18	CD28	protein_coding	chr2	203706475	203738912	+
ENSG00000224791	ENSG00000224791.1	KRT18P39	processed_pseudogene	chr2	203764295	203765593	-
ENSG00000213925	ENSG00000213925.3	NPM1P33	processed_pseudogene	chr2	203772631	203773502	-
ENSG00000206970	ENSG00000206970.1	RNU6-474P	snRNA	chr2	203782037	203782143	+
ENSG00000163599	ENSG00000163599.18	CTLA4	protein_coding	chr2	203853888	203873965	+
ENSG00000163600	ENSG00000163600.13	ICOS	protein_coding	chr2	203936763	203961577	+
ENSG00000235951	ENSG00000235951.1	ENSG00000235951	processed_pseudogene	chr2	204065706	204067363	+
ENSG00000234714	ENSG00000234714.1	ENSG00000234714	lncRNA	chr2	204090457	204109849	+
ENSG00000237271	ENSG00000237271.2	ENSG00000237271	lncRNA	chr2	204219984	204234985	-
ENSG00000236681	ENSG00000236681.1	DSTNP5	processed_pseudogene	chr2	204306842	204307364	+
ENSG00000225304	ENSG00000225304.1	ENSG00000225304	processed_pseudogene	chr2	204379095	204379792	+
ENSG00000236634	ENSG00000236634.1	ENSG00000236634	lncRNA	chr2	204470076	204473837	-
ENSG00000237843	ENSG00000237843.2	ENSG00000237843	lncRNA	chr2	204473834	204507672	+
ENSG00000116117	ENSG00000116117.19	PARD3B	protein_coding	chr2	204545475	205620162	+
ENSG00000287524	ENSG00000287524.1	ENSG00000287524	lncRNA	chr2	204668863	204678698	-
ENSG00000223890	ENSG00000223890.1	ENSG00000223890	processed_pseudogene	chr2	205253304	205253503	-
ENSG00000118257	ENSG00000118257.17	NRP2	protein_coding	chr2	205681990	205798133	+
ENSG00000225216	ENSG00000225216.6	ENSG00000225216	lncRNA	chr2	205756469	205764006	-
ENSG00000201875	ENSG00000201875.1	RN7SKP178	misc_RNA	chr2	205900630	205900958	+
ENSG00000213739	ENSG00000213739.3	PPIAP68	processed_pseudogene	chr2	205949091	205950145	+
ENSG00000225610	ENSG00000225610.1	ENSG00000225610	lncRNA	chr2	205989585	206000858	+
ENSG00000114933	ENSG00000114933.16	INO80D	protein_coding	chr2	205993721	206086303	-
ENSG00000252485	ENSG00000252485.1	Vault	misc_RNA	chr2	206007880	206007974	-
ENSG00000207386	ENSG00000207386.1	Y_RNA	misc_RNA	chr2	206025593	206025697	+
ENSG00000237041	ENSG00000237041.1	RPL27P8	processed_pseudogene	chr2	206040432	206040845	+
ENSG00000227946	ENSG00000227946.3	INO80D-AS2	lncRNA	chr2	206084605	206086863	+
ENSG00000023228	ENSG00000023228.14	NDUFS1	protein_coding	chr2	206114817	206159509	-
ENSG00000231955	ENSG00000231955.1	ENSG00000231955	lncRNA	chr2	206115547	206122323	+
ENSG00000237580	ENSG00000237580.1	GCSHP3	processed_pseudogene	chr2	206116110	206116500	-
ENSG00000114942	ENSG00000114942.14	EEF1B2	protein_coding	chr2	206159585	206162928	+
ENSG00000277502	ENSG00000277502.1	ENSG00000277502	misc_RNA	chr2	206160843	206161024	+
ENSG00000281780	ENSG00000281780.1	snoZ196	snoRNA	chr2	206161841	206161929	+
ENSG00000207047	ENSG00000207047.2	SNORD51	snoRNA	chr2	206161878	206161957	+
ENSG00000207406	ENSG00000207406.1	SNORA41	snoRNA	chr2	206162228	206162359	+
ENSG00000183671	ENSG00000183671.13	CMKLR2	protein_coding	chr2	206175316	206218047	-
ENSG00000279220	ENSG00000279220.4	CMKLR2-AS	lncRNA	chr2	206203543	206265326	+
ENSG00000222496	ENSG00000222496.1	RN7SKP200	misc_RNA	chr2	206221315	206221634	+
ENSG00000159186	ENSG00000159186.4	ATP5POP1	processed_pseudogene	chr2	206236236	206236871	-
ENSG00000224070	ENSG00000224070.1	HMGN1P6	processed_pseudogene	chr2	206259628	206259918	-
ENSG00000252716	ENSG00000252716.1	RN7SKP260	misc_RNA	chr2	206260066	206260214	-
ENSG00000204186	ENSG00000204186.10	ZDBF2	protein_coding	chr2	206274663	206314427	+
ENSG00000180105	ENSG00000180105.11	ACER2P1	processed_pseudogene	chr2	206410087	206410909	-
ENSG00000234491	ENSG00000234491.1	HNRNPA1P51	processed_pseudogene	chr2	206419292	206420238	-
ENSG00000114948	ENSG00000114948.13	ADAM23	protein_coding	chr2	206443532	206621127	+
ENSG00000228577	ENSG00000228577.1	ENSG00000228577	lncRNA	chr2	206606497	206609812	-
ENSG00000231653	ENSG00000231653.1	ENSG00000231653	lncRNA	chr2	206640073	206641282	+
ENSG00000235118	ENSG00000235118.9	FAM237A	protein_coding	chr2	206642487	206649365	+
ENSG00000232125	ENSG00000232125.5	DYTN	protein_coding	chr2	206651621	206721570	-
ENSG00000213083	ENSG00000213083.3	VPS26CP1	processed_pseudogene	chr2	206686517	206687362	-
ENSG00000207319	ENSG00000207319.1	Y_RNA	misc_RNA	chr2	206701065	206701185	-
ENSG00000138400	ENSG00000138400.13	MDH1B	protein_coding	chr2	206737763	206765328	-
ENSG00000118246	ENSG00000118246.14	FASTKD2	protein_coding	chr2	206765357	206796189	+
ENSG00000283469	ENSG00000283469.1	MIR3130-1	miRNA	chr2	206783234	206783308	-
ENSG00000263468	ENSG00000263468.1	MIR3130-2	miRNA	chr2	206783234	206783308	+
ENSG00000229321	ENSG00000229321.2	ENSG00000229321	lncRNA	chr2	206798325	206926876	+
ENSG00000260171	ENSG00000260171.1	ENSG00000260171	lncRNA	chr2	206821190	206822294	-
ENSG00000144410	ENSG00000144410.5	CPO	protein_coding	chr2	206939518	206969474	+
ENSG00000118263	ENSG00000118263.16	KLF7	protein_coding	chr2	207074137	207173856	-
ENSG00000253008	ENSG00000253008.2	MIR2355	miRNA	chr2	207109987	207110073	-
ENSG00000237892	ENSG00000237892.1	KLF7-IT1	lncRNA	chr2	207120884	207122044	-
ENSG00000229647	ENSG00000229647.3	MYOSLID	lncRNA	chr2	207166120	207248668	+
ENSG00000277590	ENSG00000277590.1	MIR7845	miRNA	chr2	207166400	207166498	+
ENSG00000224342	ENSG00000224342.1	ENSG00000224342	lncRNA	chr2	207173634	207222790	+
ENSG00000234902	ENSG00000234902.6	ENSG00000234902	lncRNA	chr2	207186717	207236066	-
ENSG00000286568	ENSG00000286568.1	ENSG00000286568	lncRNA	chr2	207217532	207219145	+
ENSG00000225916	ENSG00000225916.1	ENSG00000225916	lncRNA	chr2	207226949	207228308	+
ENSG00000240440	ENSG00000240440.1	ENSG00000240440	lncRNA	chr2	207235299	207237875	-
ENSG00000223725	ENSG00000223725.6	ENSG00000223725	lncRNA	chr2	207239864	207529795	-
ENSG00000225064	ENSG00000225064.1	LINC01802	lncRNA	chr2	207260445	207270690	+
ENSG00000221628	ENSG00000221628.1	MIR1302-4	miRNA	chr2	207269275	207269424	-
ENSG00000118260	ENSG00000118260.15	CREB1	protein_coding	chr2	207529737	207605988	+
ENSG00000144401	ENSG00000144401.14	METTL21A	protein_coding	chr2	207580631	207625928	-
ENSG00000223433	ENSG00000223433.1	RPS29P9	processed_pseudogene	chr2	207654781	207654951	+
ENSG00000224137	ENSG00000224137.2	LINC01857	lncRNA	chr2	207662375	207679116	+
ENSG00000199251	ENSG00000199251.1	RNU6-664P	snRNA	chr2	207680533	207680639	-
ENSG00000213082	ENSG00000213082.3	PPP1R14BP2	processed_pseudogene	chr2	207681590	207682033	+
ENSG00000200764	ENSG00000200764.1	Y_RNA	misc_RNA	chr2	207687960	207688059	+
ENSG00000163249	ENSG00000163249.13	CCNYL1	protein_coding	chr2	207711540	207761839	+
ENSG00000272851	ENSG00000272851.1	ENSG00000272851	lncRNA	chr2	207753872	207754435	-
ENSG00000284079	ENSG00000284079.1	MIR4775	miRNA	chr2	207754807	207754881	+
ENSG00000163251	ENSG00000163251.4	FZD5	protein_coding	chr2	207762598	207769906	-
ENSG00000178385	ENSG00000178385.15	PLEKHM3	protein_coding	chr2	207821288	208025527	-
ENSG00000225111	ENSG00000225111.3	ENSG00000225111	lncRNA	chr2	207868578	207869934	-
ENSG00000212246	ENSG00000212246.1	RNU6-360P	snRNA	chr2	208019638	208019741	-
ENSG00000185078	ENSG00000185078.3	RPL9P14	processed_pseudogene	chr2	208031383	208031953	-
ENSG00000251941	ENSG00000251941.1	RNA5SP116	rRNA_pseudogene	chr2	208054161	208054258	-
ENSG00000224839	ENSG00000224839.1	RPL12P17	processed_pseudogene	chr2	208057248	208057745	-
ENSG00000289422	ENSG00000289422.2	ENSG00000289422	lncRNA	chr2	208064701	208077198	+
ENSG00000290929	ENSG00000290929.1	ENSG00000290929	lncRNA	chr2	208108154	208112652	-
ENSG00000229150	ENSG00000229150.3	CRYGEP	transcribed_unprocessed_pseudogene	chr2	208108233	208112511	-
ENSG00000118231	ENSG00000118231.5	CRYGD	protein_coding	chr2	208121607	208124524	-
ENSG00000163254	ENSG00000163254.5	CRYGC	protein_coding	chr2	208128137	208129828	-
ENSG00000224529	ENSG00000224529.1	ENSG00000224529	processed_pseudogene	chr2	208135394	208137697	-
ENSG00000182187	ENSG00000182187.4	CRYGB	protein_coding	chr2	208142573	208146158	-
ENSG00000168582	ENSG00000168582.5	CRYGA	protein_coding	chr2	208160740	208163589	-
ENSG00000188674	ENSG00000188674.11	C2orf80	protein_coding	chr2	208165343	208190030	-
ENSG00000233869	ENSG00000233869.1	RPSAP27	processed_pseudogene	chr2	208208135	208208984	+
ENSG00000228111	ENSG00000228111.1	TPT1P2	processed_pseudogene	chr2	208214724	208222625	-
ENSG00000138413	ENSG00000138413.14	IDH1	protein_coding	chr2	208236229	208266074	-
ENSG00000231908	ENSG00000231908.2	IDH1-AS1	lncRNA	chr2	208255214	208256181	+
ENSG00000115020	ENSG00000115020.17	PIKFYVE	protein_coding	chr2	208266255	208358746	+
ENSG00000228380	ENSG00000228380.1	MYL6BP1	processed_pseudogene	chr2	208269343	208269957	-
ENSG00000144407	ENSG00000144407.10	PTH2R	protein_coding	chr2	208359714	208854503	+
ENSG00000213081	ENSG00000213081.3	ARPC1BP1	processed_pseudogene	chr2	208360631	208361369	-
ENSG00000227430	ENSG00000227430.1	H3P9	processed_pseudogene	chr2	208466238	208466626	-
ENSG00000231896	ENSG00000231896.1	ENSG00000231896	lncRNA	chr2	208469850	208540413	+
ENSG00000232409	ENSG00000232409.1	ENSG00000232409	processed_pseudogene	chr2	208516908	208517230	+
ENSG00000287662	ENSG00000287662.1	ENSG00000287662	lncRNA	chr2	208885755	208888143	+
ENSG00000202164	ENSG00000202164.1	RNA5SP117	rRNA_pseudogene	chr2	208920547	208920664	-
ENSG00000235864	ENSG00000235864.1	HSPA8P6	processed_pseudogene	chr2	209072597	209074148	-
ENSG00000232799	ENSG00000232799.1	CRYGFP	unprocessed_pseudogene	chr2	209145241	209147687	+
ENSG00000240286	ENSG00000240286.1	MEAF6P1	processed_pseudogene	chr2	209178804	209182018	+
ENSG00000229670	ENSG00000229670.2	PKP4P1	unprocessed_pseudogene	chr2	209178966	209181123	+
ENSG00000289113	ENSG00000289113.1	ENSG00000289113	lncRNA	chr2	209299674	209304896	+
ENSG00000286249	ENSG00000286249.1	ENSG00000286249	lncRNA	chr2	209353977	209387322	-
ENSG00000078018	ENSG00000078018.22	MAP2	protein_coding	chr2	209424047	209734147	+
ENSG00000222317	ENSG00000222317.1	RNA5SP118	rRNA_pseudogene	chr2	209721913	209722021	-
ENSG00000144406	ENSG00000144406.19	UNC80	protein_coding	chr2	209771832	209999300	+
ENSG00000237194	ENSG00000237194.1	SNAI1P1	processed_pseudogene	chr2	209808804	209809580	+
ENSG00000197713	ENSG00000197713.15	RPE	protein_coding	chr2	210002565	210022260	+
ENSG00000144445	ENSG00000144445.17	KANSL1L	protein_coding	chr2	210021421	210171409	-
ENSG00000272807	ENSG00000272807.1	ENSG00000272807	lncRNA	chr2	210028417	210029156	+
ENSG00000229127	ENSG00000229127.2	KANSL1L-AS1	lncRNA	chr2	210030572	210064356	+
ENSG00000231063	ENSG00000231063.1	RPL6P6	processed_pseudogene	chr2	210088226	210089064	+
ENSG00000279317	ENSG00000279317.4	ENSG00000279317	lncRNA	chr2	210171499	210233976	+
ENSG00000115361	ENSG00000115361.8	ACADL	protein_coding	chr2	210187126	210225447	-
ENSG00000199203	ENSG00000199203.1	Y_RNA	misc_RNA	chr2	210265963	210266074	+
ENSG00000168530	ENSG00000168530.16	MYL1	protein_coding	chr2	210290150	210315174	-
ENSG00000234281	ENSG00000234281.5	LANCL1-AS1	lncRNA	chr2	210324759	210469246	+
ENSG00000115365	ENSG00000115365.13	LANCL1	protein_coding	chr2	210427131	210477652	-
ENSG00000021826	ENSG00000021826.18	CPS1	protein_coding	chr2	210477682	210679107	+
ENSG00000288732	ENSG00000288732.2	ENSG00000288732	lncRNA	chr2	210548375	210548950	-
ENSG00000280837	ENSG00000280837.1	CPS1-IT1	lncRNA	chr2	210617571	210619876	+
ENSG00000271074	ENSG00000271074.1	ENSG00000271074	processed_pseudogene	chr2	211104934	211105732	+
ENSG00000231017	ENSG00000231017.1	RPS27P10	processed_pseudogene	chr2	211298941	211299189	-
ENSG00000178568	ENSG00000178568.15	ERBB4	protein_coding	chr2	211375717	212538841	-
ENSG00000199585	ENSG00000199585.1	RNA5SP119	rRNA_pseudogene	chr2	211535653	211535769	+
ENSG00000232631	ENSG00000232631.1	MTND2P23	processed_pseudogene	chr2	211777206	211777856	+
