gene_symbol	hgnc_approved_symbol	n_promoters_in_target_library	ensembl_gene_id	ensembl_gene_id_source	in_lambert_2018	lambert_2018_is_tf	lambert_2018_dbd	lambert_2018_tf_assessment	lambert_2018_binding_mode	in_jaspar_core	jaspar_matrix_ids	jaspar_base_ids	jaspar_tf_class	jaspar_tf_family	jaspar_uniprot_ids
HSF4	HSF4	1	ENSG00000102878	gtf_direct	True	Yes	HSF	Known motif	Monomer or homomultimer	True	MA0771.1	MA0771	Heat shock factors	HSF factors	Q9ULV5
HSF5	HSF5	1	ENSG00000176160	gtf_direct	True	Yes	HSF	Known motif	Monomer or homomultimer	True	MA2676.1	MA2676	Heat shock factors	HSF factors	Q4G112
HSFX1	HSFX1	1	ENSG00000171116	gtf_direct	True	Yes	HSF	Likely to be sequence specific TF	Monomer or homomultimer	False					
HSFX2	HSFX2	1	ENSG00000268738	gtf_direct	True	Yes	HSF	Likely to be sequence specific TF	Monomer or homomultimer	False					
HSFY1	HSFY1	1	ENSG00000172468	gtf_direct	True	Yes	HSF	Known motif	Monomer or homomultimer	False					
HSFY2	HSFY2	1	ENSG00000169953	gtf_direct	True	Yes	HSF	Known motif	Monomer or homomultimer	False					
ID1	ID1	1	ENSG00000125968	gtf_direct	True	No	bHLH	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
ID2	ID2	2	ENSG00000115738	gtf_direct	True	No	bHLH	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
ID3	ID3	1	ENSG00000117318	gtf_direct	True	No	bHLH	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
ID4	ID4	1	ENSG00000172201	gtf_direct	True	No	bHLH	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
IFI16	IFI16	1	ENSG00000163565	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
IGFBP1	IGFBP1	1	ENSG00000146678	gtf_direct	False					False					
IGHMBP2	IGHMBP2	1	ENSG00000132740	gtf_direct	False					False					
IKZF1	IKZF1	1	ENSG00000185811	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1508.1;MA1508.2	MA1508	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q13422
IKZF2	IKZF2	2	ENSG00000030419	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA2326.1	MA2326	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q9UKS7
IKZF3	IKZF3	1	ENSG00000161405	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
IKZF4	IKZF4	2	ENSG00000123411	gtf_direct	True	Yes	C2H2 ZF	Inferred motif	Monomer or homomultimer	False					
IKZF5	IKZF5	1	ENSG00000095574	gtf_direct	True	Yes	C2H2 ZF	Inferred motif	Monomer or homomultimer	False					
ILF2	ILF2	1	ENSG00000143621	gtf_direct	False					False					
ILF3	ILF3	1	ENSG00000129351	gtf_direct	False					False					
ING1	ING1	2	ENSG00000153487	gtf_direct	False					False					
ING4	ING4	1	ENSG00000111653	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
INSM1	INSM1	1	ENSG00000173404	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0155.1	MA0155	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q01101
INSM2	INSM2	1	ENSG00000168348	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
IRF1	IRF1	1	ENSG00000125347	gtf_direct	True	Yes	IRF	Known motif	Monomer or homomultimer	True	MA0050.1;MA0050.2	MA0050	Tryptophan cluster factors	Interferon-regulatory factors	P10914
IRF2	IRF2	1	ENSG00000168310	gtf_direct	True	Yes	IRF	Known motif	Monomer or homomultimer	True	MA0051.1;MA0051.2	MA0051	Tryptophan cluster factors	Interferon-regulatory factors	P14316
IRF3	IRF3	1	ENSG00000126456	gtf_direct	True	Yes	IRF	Known motif	Monomer or homomultimer	True	MA1418.1;MA1418.2	MA1418	Tryptophan cluster factors	Interferon-regulatory factors	Q14653
IRF4	IRF4	2	ENSG00000137265	gtf_direct	True	Yes	IRF	Known motif	Monomer or homomultimer	True	MA1419.1;MA1419.2	MA1419	Tryptophan cluster factors	Interferon-regulatory factors	Q15306
IRF5	IRF5	2	ENSG00000128604	gtf_direct	True	Yes	IRF	Known motif	Monomer or homomultimer	True	MA1420.1	MA1420	Tryptophan cluster factors	Interferon-regulatory factors	Q13568
IRF6	IRF6	1	ENSG00000117595	gtf_direct	True	Yes	IRF	Known motif	Monomer or homomultimer	True	MA1509.1	MA1509	Tryptophan cluster factors	Interferon-regulatory factors	O14896
IRF7	IRF7	1	ENSG00000185507	gtf_direct	True	Yes	IRF	Known motif	Monomer or homomultimer	True	MA0772.1;MA0772.2	MA0772	Tryptophan cluster factors	Interferon-regulatory factors	Q92985
IRF8	IRF8	1	ENSG00000140968	gtf_direct	True	Yes	IRF	Known motif	Monomer or homomultimer	True	MA0652.1;MA0652.2	MA0652	Tryptophan cluster factors	Interferon-regulatory factors	Q02556
IRF9	IRF9	1	ENSG00000213928	gtf_direct	True	Yes	IRF	Known motif	Monomer or homomultimer	True	MA0653.1	MA0653	Tryptophan cluster factors	Interferon-regulatory factors	Q00978
IRX1	IRX1	1	ENSG00000170549	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA2678.1	MA2678	Homeo domain factors	TALE-type HD	P78414
IRX2	IRX2	1	ENSG00000170561	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA2679.1	MA2679	Homeo domain factors	TALE-type HD	Q9BZI1
IRX3	IRX3	1	ENSG00000177508	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
IRX4	IRX4	1	ENSG00000113430	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
IRX5	IRX5	1	ENSG00000176842	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA2680.1	MA2680	Homeo domain factors	TALE-type HD	P78411
IRX6	IRX6	1	ENSG00000159387	gtf_direct	True	Yes	Homeodomain	Inferred motif	Monomer or homomultimer	False					
ISL1	ISL1	2	ENSG00000016082	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
ISL2	ISL2	1	ENSG00000159556	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0914.1;MA0914.2	MA0914	Homeo domain factors	HD-LIM	Q96A47
ISX	ISX	1	ENSG00000175329	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0654.1;MA0654.2	MA0654	Homeo domain factors	Paired-related HD factors	Q2M1V0
JAZF1	JAZF1	1	ENSG00000153814	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
JDP2	JDP2	1	ENSG00000140044	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0655.1;MA0656.1;MA0656.2	MA0655;MA0656	Basic leucine zipper factors (bZIP)	Fos-related	Q8WYK2
JRK	JRK	2	ENSG00000234616	gtf_direct	True	Yes	CENPB	Likely to be sequence specific TF	Monomer or homomultimer	False					
JRKL	JRKL	1	ENSG00000183340	gtf_direct	True	Yes	CENPB	Inferred motif	Monomer or homomultimer	False					
JUN	JUN	1	ENSG00000177606	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0488.1;MA0488.2;MA0489.1	MA0488;MA0489	Basic leucine zipper factors (bZIP)	Jun-related	P05412
JUNB	JUNB	1	ENSG00000171223	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0490.1;MA0490.2;MA0490.3;MA1140.1;MA1140.2;MA1140.3	MA0490;MA1140	Basic leucine zipper factors (bZIP)	Jun-related	P17275
JUND	JUND	1	ENSG00000130522	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0491.1;MA0491.2;MA0491.3;MA0492.1;MA0492.2	MA0491;MA0492	Basic leucine zipper factors (bZIP)	Jun-related	P17535
JUP	JUP	1	ENSG00000173801	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
KAT2A	KAT2A	1	ENSG00000108773	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
KAT7	KAT7	1	ENSG00000136504	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
KCMF1	KCMF1	1	ENSG00000176407	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
KCNIP3	KCNIP3	1	ENSG00000115041	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
KDM2A	KDM2A	1	ENSG00000173120	gtf_direct	True	Yes	CxxC	Likely to be sequence specific TF	Monomer or homomultimer	False					
KDM2B	KDM2B	2	ENSG00000089094	gtf_direct	True	Yes	CxxC	Known motif	Monomer or homomultimer	False					
KDM4C	KDM4C	1	ENSG00000107077	gtf_direct	False					False					
KDM4E	KDM4E	1	ENSG00000235268	gtf_direct	False					False					
KDM5B	KDM5B	1	ENSG00000117139	gtf_direct	True	Yes	ARID/BRIGHT	Likely to be sequence specific TF	Monomer or homomultimer	False					
KDM5C	KDM5C	1	ENSG00000126012	gtf_direct	True	No	ARID/BRIGHT	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
KIAA1549	KIAA1549	1	ENSG00000122778	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
KIAA2018	USF3	1	ENSG00000176542	hgnc_alias	True	Yes	bHLH	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2601.1	MA2601	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	Q68DE3
KIN	KIN	1	ENSG00000151657	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
KLF1	KLF1	1	ENSG00000105610	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0493.2;MA0493.3	MA0493	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q13351
KLF10	KLF10	2	ENSG00000155090	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1511.1;MA1511.2	MA1511	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q13118
KLF11	KLF11	1	ENSG00000172059	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1512.1;MA1512.2	MA1512	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	O14901
KLF12	KLF12	1	ENSG00000118922	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0742.2	MA0742	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q9Y4X4
KLF13	KLF13	1	ENSG00000169926	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0657.1;MA0657.2	MA0657	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q9Y2Y9
KLF14	KLF14	1	ENSG00000266265	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0740.1;MA0740.2	MA0740	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q8TD94
KLF15	KLF15	1	ENSG00000163884	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1513.1;MA1513.2	MA1513	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q9UIH9
KLF16	KLF16	1	ENSG00000129911	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0741.1	MA0741	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q9BXK1
KLF17	KLF17	1	ENSG00000171872	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1514.1;MA1514.2	MA1514	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q5JT82
KLF2	KLF2	1	ENSG00000127528	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1515.1;MA1515.2	MA1515	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q9Y5W3
KLF3	KLF3	1	ENSG00000109787	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1516.1;MA1516.2	MA1516	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	P57682
KLF4	KLF4	2	ENSG00000136826	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0039.3;MA0039.4;MA0039.5	MA0039	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	O43474
KLF5	KLF5	1	ENSG00000102554	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0599.1	MA0599	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q13887
KLF6	KLF6	1	ENSG00000067082	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1517.1;MA1517.2	MA1517	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q99612
KLF7	KLF7	1	ENSG00000118263	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1959.1;MA1959.2	MA1959	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	O75840
KLF8	KLF8	1	ENSG00000102349	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA2681.1	MA2681	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	O95600
KLF9	KLF9	1	ENSG00000119138	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1107.1;MA1107.2;MA1107.3	MA1107	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q13886
KLRG1	KLRG1	1	ENSG00000139187	gtf_direct	False					False					
KMT2A	KMT2A	1	ENSG00000118058	gtf_direct	True	Yes	CxxC; AT hook	Known motif	Monomer or homomultimer	False					
KMT2B	KMT2B	2	ENSG00000272333	gtf_direct	True	Yes	CxxC; AT hook	Likely to be sequence specific TF	Monomer or homomultimer	False					
L3MBTL1	L3MBTL1	2	ENSG00000185513	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
L3MBTL3	L3MBTL3	1	ENSG00000198945	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
L3MBTL4	L3MBTL4	1	ENSG00000154655	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
LBX1	LBX1	1	ENSG00000138136	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0618.1;MA0618.2	MA0618	Homeo domain factors	NK	P52954
LBX2	LBX2	1	ENSG00000179528	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0699.1;MA0699.2	MA0699	Homeo domain factors	NK	Q6XYB7
LCOR	LCOR	1	ENSG00000196233	gtf_direct	True	Yes	Pipsqueak	Known motif	Monomer or homomultimer	False					
LCORL	LCORL	1	ENSG00000178177	gtf_direct	True	Yes	Pipsqueak	Known motif	Monomer or homomultimer	False					
LDB1	LDB1	2	ENSG00000198728	gtf_direct	False					False					
LDB2	LDB2	1	ENSG00000169744	gtf_direct	False					False					
LEF1	LEF1	2	ENSG00000138795	gtf_direct	True	Yes	HMG/Sox	Known motif	Monomer or homomultimer	True	MA0768.1	MA0768	High-mobility group (HMG) domain factors	TCF-7-related factors	Q9UJU2
LEUTX	LEUTX	1	ENSG00000213921	gtf_direct	True	Yes	Homeodomain	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2597.1	MA2597	Homeo domain factors	Paired-related HD	A8MZ59
LHX1	LHX1	1	ENSG00000273706	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA1518.1	MA1518	Homeo domain factors	HD-LIM	P48742
LHX2	LHX2	1	ENSG00000106689	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0700.1;MA0700.2;MA0700.3	MA0700	Homeo domain factors	HD-LIM	P50458
LHX3	LHX3	2	ENSG00000107187	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
LHX4	LHX4	1	ENSG00000121454	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
LHX5	LHX5	1	ENSG00000089116	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA1519.1;MA1519.2	MA1519	Homeo domain factors	HD-LIM	Q9H2C1
LHX6	LHX6	2	ENSG00000106852	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0658.1;MA0658.2	MA0658	Homeo domain factors	HD-LIM	Q9UPM6
LHX8	LHX8	1	ENSG00000162624	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
LHX9	LHX9	1	ENSG00000143355	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0701.1;MA0701.2;MA0701.3	MA0701	Homeo domain factors	HD-LIM	Q9NQ69
LIN28A	LIN28A	1	ENSG00000131914	gtf_direct	True	Yes	CSD	Inferred motif	Monomer or homomultimer	False					
LIN28B	LIN28B	1	ENSG00000187772	gtf_direct	True	Yes	CSD	Known motif	Monomer or homomultimer	False					
LIN54	LIN54	2	ENSG00000189308	gtf_direct	True	Yes	TCR/CxC	Inferred motif	Monomer or homomultimer	False					
LIN9	LIN9	1	ENSG00000183814	gtf_direct	False					False					
LITAF	LITAF	1	ENSG00000189067	gtf_direct	False					False					
LMO1	LMO1	2	ENSG00000166407	gtf_direct	False					False					
LMO3	LMO3	2	ENSG00000048540	gtf_direct	False					False					
LMO4	LMO4	1	ENSG00000143013	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
LMX1A	LMX1A	1	ENSG00000162761	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0702.1;MA0702.2;MA0702.3	MA0702	Homeo domain factors	HD-LIM	Q8TE12
LMX1B	LMX1B	1	ENSG00000136944	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0703.1;MA0703.2;MA0703.3	MA0703	Homeo domain factors	HD-LIM	O60663
LRPPRC	LRPPRC	1	ENSG00000138095	gtf_direct	False					False					
LRRFIP1	LRRFIP1	1	ENSG00000124831	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
LTF	LTF	1	ENSG00000012223	gtf_direct	True	Yes	Unknown	Known motif	Monomer or homomultimer	False					
LYL1	LYL1	1	ENSG00000104903	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
LZTR1	LZTR1	1	ENSG00000099949	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
LZTS1	LZTS1	1	ENSG00000061337	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MAEL	MAEL	1	ENSG00000143194	gtf_direct	True	No	HMG/Sox	ssDNA/RNA binding	Not a DNA binding protein	False					
MAF	MAF	1	ENSG00000178573	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA1520.1;MA1520.2	MA1520	Basic leucine zipper factors (bZIP)	Maf-related	O75444
MAFA	MAFA	1	ENSG00000182759	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA1521.1;MA1521.2	MA1521	Basic leucine zipper factors (bZIP)	Maf-related	Q8NHW3
MAFB	MAFB	1	ENSG00000204103	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	False					
MAFF	MAFF	1	ENSG00000185022	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0495.1;MA0495.2;MA0495.3;MA0495.4	MA0495	Basic leucine zipper factors (bZIP)	Maf-related	Q9ULX9
MAFG	MAFG	1	ENSG00000197063	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0659.1;MA0659.2	MA0659	Basic leucine zipper factors (bZIP)	Maf-related	O15525
MAFK	MAFK	1	ENSG00000198517	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0496.1;MA0496.2;MA0496.3;MA0496.4	MA0496	Basic leucine zipper factors (bZIP)	Maf-related	O60675
MAP3K7	MAP3K7	1	ENSG00000135341	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MAPK8IP1	MAPK8IP1	2	ENSG00000121653	gtf_direct	False					False					
MARS	MARS1	1	ENSG00000166986	hgnc_alias	False					False					
MAX	MAX	1	ENSG00000125952	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0058.1;MA0058.2;MA0058.3;MA0058.4	MA0058	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	P61244
MAZ	MAZ	1	ENSG00000103495	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1522.1;MA1522.2	MA1522	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	P56270
MBD1	MBD1	1	ENSG00000141644	gtf_direct	True	Yes	MBD; CxxC ZF	Likely to be sequence specific TF	Low specificity DNA-binding protein	False					
MBD2	MBD2	1	ENSG00000134046	gtf_direct	True	Yes	MBD	Known motif	Low specificity DNA-binding protein	False					
MBD3	MBD3	1	ENSG00000071655	gtf_direct	True	Yes	MBD	Likely to be sequence specific TF	Low specificity DNA-binding protein	False					
MBD4	MBD4	1	ENSG00000129071	gtf_direct	True	Yes	MBD	Likely to be sequence specific TF	Low specificity DNA-binding protein	False					
MBD6	MBD6	1	ENSG00000166987	gtf_direct	True	Yes	MBD	Likely to be sequence specific TF	Low specificity DNA-binding protein	False					
MBNL2	MBNL2	1	ENSG00000139793	gtf_direct	True	Yes	CCCH ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
MBNL3	MBNL3	1	ENSG00000076770	gtf_direct	True	No	CCCH ZF	ssDNA/RNA binding	Not a DNA binding protein	False					
MECOM	MECOM	1	ENSG00000085276	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
MECP2	MECP2	1	ENSG00000169057	gtf_direct	True	Yes	MBD; AT hook	Known motif	Low specificity DNA-binding protein	False					
MED20	MED20	1	ENSG00000124641	gtf_direct	False					False					
MED8	MED8	1	ENSG00000159479	gtf_direct	False					False					
MEF2A	MEF2A	1	ENSG00000068305	gtf_direct	True	Yes	MADS box	Known motif	Monomer or homomultimer	True	MA0052.1;MA0052.2;MA0052.3;MA0052.4;MA0052.5	MA0052	MADS box factors	Regulators of differentiation	Q02078
MEF2B	MEF2B	1	ENSG00000213999	gtf_direct	True	Yes	MADS box	Known motif	Monomer or homomultimer	True	MA0660.1	MA0660	MADS box factors	Regulators of differentiation	Q02080
MEF2BNB-MEF2B	BORCS8-MEF2B	1	ENSG00000064489	hgnc_alias	True	Yes	MADS box	Known motif	Monomer or homomultimer	False					
MEF2C	MEF2C	1	ENSG00000081189	gtf_direct	True	Yes	MADS box	Known motif	Monomer or homomultimer	True	MA0497.1;MA0497.2	MA0497	MADS box factors	Regulators of differentiation	Q06413
MEF2D	MEF2D	1	ENSG00000116604	gtf_direct	True	Yes	MADS box	Known motif	Monomer or homomultimer	True	MA0773.1	MA0773	MADS box factors	Regulators of differentiation	Q05BX2
MEIS1	MEIS1	1	ENSG00000143995	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0498.2;MA0498.3;MA1639.1;MA1639.2	MA0498;MA1639	Homeo domain factors	TALE-type homeo domain factors	O00470
MEIS2	MEIS2	1	ENSG00000134138	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0774.1;MA1640.1;MA1640.2	MA0774;MA1640	Homeo domain factors	TALE-type homeo domain factors	O14770
MEIS3	MEIS3	2	ENSG00000105419	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0775.1;MA0775.2	MA0775	Homeo domain factors	TALE-type homeo domain factors	Q99687
MEOX1	MEOX1	1	ENSG00000005102	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0661.1;MA0661.2	MA0661	Homeo domain factors	HOX	P50221
MEOX2	MEOX2	1	ENSG00000106511	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0706.1;MA0706.2	MA0706	Homeo domain factors	HOX	Q6FHY5
MESP1	MESP1	1	ENSG00000166823	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	False					
MESP2	MESP2	1	ENSG00000188095	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	False					
MGA	MGA	1	ENSG00000174197	gtf_direct	True	Yes	T-box	Known motif	Monomer or homomultimer	True	MA0801.1	MA0801	T-Box factors	TBX6-related factors	Q8IWI9
MIER1	MIER1	2	ENSG00000198160	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MIER2	MIER2	1	ENSG00000105556	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MIER3	MIER3	1	ENSG00000155545	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MIS18BP1	MIS18BP1	1	ENSG00000129534	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MITF	MITF	2	ENSG00000187098	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0620.2;MA0620.3;MA0620.4	MA0620	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	O75030
MIXL1	MIXL1	1	ENSG00000185155	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0662.1;MA0662.2	MA0662	Homeo domain factors	Paired-related HD factors	Q9H2W2
MKX	MKX	2	ENSG00000150051	gtf_direct	True	Yes	Homeodomain	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2592.1	MA2592	Homeo domain factors	TALE-type HD	Q8IYA7
MLLT1	MLLT1	1	ENSG00000130382	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MLLT10	MLLT10	1	ENSG00000078403	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MLLT3	MLLT3	1	ENSG00000171843	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MLX	MLX	1	ENSG00000108788	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0663.1	MA0663	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	Q9UH92
MLXIP	MLXIP	1	ENSG00000175727	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
MLXIPL	MLXIPL	1	ENSG00000009950	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0664.1;MA0664.2	MA0664	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	Q9NP71
MMP3	MMP3	1	ENSG00000149968	gtf_direct	False					False					
MNAT1	MNAT1	1	ENSG00000020426	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MNT	MNT	1	ENSG00000070444	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0825.1;MA0825.2	MA0825	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	Q99583
MNX1	MNX1	1	ENSG00000130675	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0707.1;MA0707.2;MA0707.3	MA0707	Homeo domain factors	HOX	P50219
